ensembl_id,gene_symbol
ENSG00000291079,
ENSG00000224280,AC005014.1
ENSG00000250362,AC008592.1
ENSG00000081148,IMPG2
ENSG00000212615,RF00151
ENSG00000260418,AL023284.4
ENSG00000122852,SFTPA1
ENSG00000261553,AL137782.1
ENSG00000189159,JPT1
ENSG00000129437,KLK14
ENSG00000232037,AL590556.1
ENSG00000289295,
ENSG00000290045,
ENSG00000159352,PSMD4
ENSG00000214097,SMCO1
ENSG00000221562,RNU6ATAC10P
ENSG00000189046,ALKBH2
ENSG00000287680,
ENSG00000276128,AL591441.1
ENSG00000254806,SYS1-DBNDD2
ENSG00000117298,ECE1
ENSG00000230162,CT45A11P
ENSG00000269794,AC010642.1
ENSG00000175279,CENPS
ENSG00000215414,PSMA6P1
ENSG00000199594,RNU6-1301P
ENSG00000207344,SNORA22C
ENSG00000243738,RN7SL181P
ENSG00000255734,HNRNPABP1
ENSG00000277057,MIR6779
ENSG00000278900,AC139792.2
ENSG00000180974,OR52E4
ENSG00000200888,RF00019
ENSG00000212241,RF00019
ENSG00000225934,AL592310.1
ENSG00000278586,AC005088.1
ENSG00000258525,AL049830.3
ENSG00000165409,TSHR
ENSG00000266968,AC023421.1
ENSG00000268705,BNIP3P26
ENSG00000236439,AC099336.2
ENSG00000290071,
ENSG00000121966,CXCR4
ENSG00000242925,PLCH1-AS2
ENSG00000198563,DDX39B
ENSG00000119383,PTPA
ENSG00000108582,CPD
ENSG00000290810,
ENSG00000249532,AC106864.1
ENSG00000290415,
ENSG00000266472,MRPS21
ENSG00000271996,AC019080.4
ENSG00000243317,STMP1
ENSG00000248735,R3HDM2P1
ENSG00000239396,RN7SL414P
ENSG00000065675,PRKCQ
ENSG00000242419,PCDHGC4
ENSG00000228791,THRB-AS1
ENSG00000229401,MIR5689HG
ENSG00000259262,NDUFA3P4
ENSG00000223584,TVP23CP1
ENSG00000228352,AL354989.1
ENSG00000252894,RF00019
ENSG00000229679,AC007327.2
ENSG00000226278,PSPHP1
ENSG00000232486,AL592437.2
ENSG00000229097,CALM2P2
ENSG00000265749,AC135178.3
ENSG00000222044,AL031587.1
ENSG00000276047,RN7SL711P
ENSG00000246451,AL049840.1
ENSG00000252569,RNU6-1153P
ENSG00000274173,AL035661.1
ENSG00000249098,AC055733.1
ENSG00000116604,MEF2D
ENSG00000236779,AL512306.1
ENSG00000234284,ZNF879
ENSG00000239953,RN7SL273P
ENSG00000127957,PMS2P3
ENSG00000279342,AP000866.6
ENSG00000255198,SNHG9
ENSG00000240589,RN7SL258P
ENSG00000277550,AL031651.1
ENSG00000196782,MAML3
ENSG00000251866,SCARNA21B
ENSG00000182087,TMEM259
ENSG00000210678,RNU6ATAC2P
ENSG00000213619,NDUFS3
ENSG00000178078,STAP2
ENSG00000228368,AC106873.1
ENSG00000257139,AC084032.1
ENSG00000290837,
ENSG00000256452,AP003170.3
ENSG00000230190,AC005518.1
ENSG00000283698,AC012442.3
ENSG00000184144,CNTN2
ENSG00000185112,FAM43A
ENSG00000252046,RNU6-150P
ENSG00000257472,AL355112.1
ENSG00000236527,ARF4P2
ENSG00000237713,AC011287.2
ENSG00000262429,AC004771.4
ENSG00000232882,PHKA1P1
ENSG00000136811,ODF2
ENSG00000275238,MIR4734
ENSG00000189266,PNRC2
ENSG00000273145,BX537318.1
ENSG00000259415,AC012291.1
ENSG00000204604,ZNF468
ENSG00000187801,ZFP69B
ENSG00000235400,AC104837.1
ENSG00000214843,ZFYVE9P2
ENSG00000145912,NHP2
ENSG00000251939,RNU6-1278P
ENSG00000153214,TMEM87B
ENSG00000160991,ORAI2
ENSG00000280053,AC011199.1
ENSG00000206684,RNU6-157P
ENSG00000265435,MIR3121
ENSG00000289119,
ENSG00000265996,MIR3671
ENSG00000227845,AL627223.1
ENSG00000214354,AC133644.1
ENSG00000137094,DNAJB5
ENSG00000173862,AC008080.1
ENSG00000155026,RSPH10B
ENSG00000251812,RF00019
ENSG00000122483,CCDC18
ENSG00000272215,RF00066
ENSG00000231877,AL359551.1
ENSG00000227917,AL449043.1
ENSG00000206710,RNU6-147P
ENSG00000275506,AC010378.1
ENSG00000279421,AC067863.2
ENSG00000127054,INTS11
ENSG00000275557,AC242842.1
ENSG00000211714,TRBV7-3
ENSG00000240791,MTND4LP7
ENSG00000228055,LINC00864
ENSG00000270402,AC011458.1
ENSG00000232448,AL354824.2
ENSG00000160131,VMA21
ENSG00000228613,AC141930.1
ENSG00000036257,CUL3
ENSG00000123552,USP45
ENSG00000196634,LUADT1
ENSG00000104237,RP1
ENSG00000224402,OR6D1P
ENSG00000118096,IFT46
ENSG00000148019,CEP78
ENSG00000243431,RPL5P30
ENSG00000267203,SNRPGP4
ENSG00000237217,AC008074.2
ENSG00000121390,PSPC1
ENSG00000289303,
ENSG00000196696,AC009022.1
ENSG00000175110,MRPS22
ENSG00000068697,LAPTM4A
ENSG00000215199,YWHAZP6
ENSG00000265261,AC027575.1
ENSG00000271234,AL078605.1
ENSG00000257303,AC073896.2
ENSG00000258590,NBEAP1
ENSG00000288073,
ENSG00000174456,C12orf76
ENSG00000237788,AL162615.1
ENSG00000239480,AC073517.1
ENSG00000179115,FARSA
ENSG00000196188,CTSE
ENSG00000255693,LINC02389
ENSG00000230681,CEACAMP4
ENSG00000244722,RPSAP29
ENSG00000212420,RNU6-1111P
ENSG00000243156,MICAL3
ENSG00000227295,ELL2P1
ENSG00000204439,C6orf47
ENSG00000221261,MIR1208
ENSG00000228126,FALEC
ENSG00000255856,AC069503.1
ENSG00000284258,MIR8085
ENSG00000237772,AC092620.1
ENSG00000263776,SNORA4
ENSG00000229249,LINC00446
ENSG00000005194,CIAPIN1
ENSG00000116774,OLFML3
ENSG00000229832,AL360091.1
ENSG00000222649,RF00019
ENSG00000197557,TTC30A
ENSG00000243359,RN7SL815P
ENSG00000120262,CCDC170
ENSG00000277901,AL390037.1
ENSG00000265432,MIR4308
ENSG00000183055,FAM133CP
ENSG00000257884,AL512310.7
ENSG00000260969,WWOX-AS1
ENSG00000100890,KIAA0391
ENSG00000141582,CBX4
ENSG00000224599,BMS1P12
ENSG00000287891,
ENSG00000277368,AL138966.2
ENSG00000171223,JUNB
ENSG00000286072,
ENSG00000137404,NRM
ENSG00000274742,RF00017
ENSG00000157600,TMEM164
ENSG00000251999,RF00322
ENSG00000208025,MIR591
ENSG00000234859,AC003958.2
ENSG00000212993,POU5F1B
ENSG00000048545,GUCA1A
ENSG00000236398,TAS2R39
ENSG00000122140,MRPS2
ENSG00000228212,OFD1P17
ENSG00000147896,IFNK
ENSG00000267811,AP001160.2
ENSG00000271590,AC108463.3
ENSG00000219085,NPM1P37
ENSG00000136108,CKAP2
ENSG00000275512,AC007998.4
ENSG00000286378,
ENSG00000288951,
ENSG00000274902,AC004241.2
ENSG00000275930,RF00019
ENSG00000266824,AC129492.4
ENSG00000206815,RNU6-483P
ENSG00000277504,AC010536.3
ENSG00000232956,SNHG15
ENSG00000251161,AC020661.1
ENSG00000236493,EIF2S2P3
ENSG00000262768,AC100791.2
ENSG00000206679,RF00019
ENSG00000227740,AL513329.1
ENSG00000225531,AL807761.2
ENSG00000264859,DSG2-AS1
ENSG00000153896,ZNF599
ENSG00000274756,AC243732.1
ENSG00000250787,HMGN1P17
ENSG00000159685,CHCHD6
ENSG00000172179,PRL
ENSG00000199627,RNU6-1010P
ENSG00000117868,ESYT2
ENSG00000119402,FBXW2
ENSG00000149260,CAPN5
ENSG00000257769,AC026401.1
ENSG00000278730,AC005332.7
ENSG00000277270,AL160412.1
ENSG00000233937,AC008443.1
ENSG00000115523,GNLY
ENSG00000198648,STK39
ENSG00000269243,AC008894.2
ENSG00000254995,STX16-NPEPL1
ENSG00000289511,
ENSG00000258645,HSPE1P2
ENSG00000202093,SNORD58C
ENSG00000224629,AC004975.1
ENSG00000290870,
ENSG00000201308,RNU6-512P
ENSG00000270038,AL133467.4
ENSG00000252722,RF00601
ENSG00000215893,RPL23AP17
ENSG00000212624,RF00568
ENSG00000264271,RN7SL488P
ENSG00000222788,RNU2-38P
ENSG00000163605,PPP4R2
ENSG00000286550,
ENSG00000267834,AL592211.1
ENSG00000255355,AP000640.2
ENSG00000212345,RNU6-700P
ENSG00000255790,AC078950.1
ENSG00000226174,TEX22
ENSG00000275120,AC048382.5
ENSG00000254779,EGLN1P1
ENSG00000262879,AC068152.1
ENSG00000132471,WBP2
ENSG00000186111,PIP5K1C
ENSG00000267147,LINC01842
ENSG00000198929,NOS1AP
ENSG00000280003,AC097637.2
ENSG00000265018,AGAP12P
ENSG00000230491,AC234781.4
ENSG00000240291,AL450384.2
ENSG00000290318,
ENSG00000239641,PLS1-AS1
ENSG00000276148,AC084824.5
ENSG00000179364,PACS2
ENSG00000252003,RNU7-154P
ENSG00000274918,AC116447.1
ENSG00000285600,
ENSG00000188542,DUSP28
ENSG00000259615,AC013391.1
ENSG00000237365,AL512330.1
ENSG00000197826,C4orf22
ENSG00000206715,RNU6-444P
ENSG00000279235,AC011944.2
ENSG00000100249,C22orf31
ENSG00000271926,AC008972.1
ENSG00000274776,AC090241.3
ENSG00000174748,RPL15
ENSG00000164494,PDSS2
ENSG00000291266,
ENSG00000162877,PM20D1
ENSG00000264843,AP001180.4
ENSG00000231006,RPL7P32
ENSG00000267225,WDR7-OT1
ENSG00000223263,RNU6-387P
ENSG00000271763,AC091544.5
ENSG00000270711,AL162431.4
ENSG00000231770,TMEM44-AS1
ENSG00000256574,OR13A1
ENSG00000254501,AP003068.1
ENSG00000262904,TMPOP2
ENSG00000291087,
ENSG00000256674,AC020549.1
ENSG00000228007,AC011933.1
ENSG00000226631,SLC9A3P3
ENSG00000214043,LINC02347
ENSG00000233780,HNRNPA1P30
ENSG00000279365,AP000695.3
ENSG00000202345,RF00019
ENSG00000141028,CDRT15P1
ENSG00000266503,RN7SL162P
ENSG00000201113,RNU6-647P
ENSG00000220157,HNRNPA1P12
ENSG00000234160,AL513165.1
ENSG00000290474,
ENSG00000220506,AL136310.1
ENSG00000144579,CTDSP1
ENSG00000253056,RNU7-128P
ENSG00000272192,AC100812.1
ENSG00000258796,AL133241.1
ENSG00000229839,AC018462.1
ENSG00000268938,AC005387.1
ENSG00000157191,NECAP2
ENSG00000254639,AC116021.1
ENSG00000276578,AC004696.1
ENSG00000224333,GAPDHP20
ENSG00000133433,GSTT2B
ENSG00000219932,RPL12P8
ENSG00000228809,AL034428.1
ENSG00000214189,ZNF788
ENSG00000233551,LSM1P1
ENSG00000277715,AC079174.2
ENSG00000253911,AP003467.1
ENSG00000267649,AC010327.4
ENSG00000258893,SETP2
ENSG00000283281,MIR7978
ENSG00000284602,AL031432.4
ENSG00000272240,AC004908.1
ENSG00000278601,AL158163.2
ENSG00000215973,MIR933
ENSG00000232342,AC022540.1
ENSG00000264829,AC087749.2
ENSG00000238077,NMNAT1P3
ENSG00000242390,RPL6P9
ENSG00000177733,HNRNPA0
ENSG00000259570,AC243562.1
ENSG00000262316,AC025283.1
ENSG00000228956,SATB1-AS1
ENSG00000175766,EIF4E1B
ENSG00000166947,EPB42
ENSG00000239932,RN7SL606P
ENSG00000252034,RNY4P37
ENSG00000206129,AC006305.1
ENSG00000269806,BICRA-AS1
ENSG00000254413,CHKB-CPT1B
ENSG00000259999,AC009054.1
ENSG00000289629,
ENSG00000229433,LINC02069
ENSG00000159788,RGS12
ENSG00000226887,ERVMER34-1
ENSG00000248967,AC022493.2
ENSG00000065328,MCM10
ENSG00000199038,MIR210
ENSG00000175520,UBQLN3
ENSG00000089094,KDM2B
ENSG00000289330,
ENSG00000286735,
ENSG00000270902,AL160290.3
ENSG00000157045,NTAN1
ENSG00000215695,RSC1A1
ENSG00000265744,MIR4427
ENSG00000224728,IMPDH1P8
ENSG00000206728,RF00019
ENSG00000276131,AC009118.2
ENSG00000276486,AC022960.3
ENSG00000227733,AC239809.3
ENSG00000280143,AP000892.3
ENSG00000131914,LIN28A
ENSG00000241772,AC092620.2
ENSG00000248585,AC084024.2
ENSG00000197217,ENTPD4
ENSG00000279433,AC018529.3
ENSG00000102316,MAGED2
ENSG00000248577,AC091435.1
ENSG00000130783,CCDC62
ENSG00000267686,AC090771.2
ENSG00000275140,AC245389.2
ENSG00000140297,GCNT3
ENSG00000099954,CECR2
ENSG00000284324,MIR3175
ENSG00000087111,PIGS
ENSG00000272707,AC046143.2
ENSG00000278356,AC005911.1
ENSG00000263749,OOSP1P2
ENSG00000222182,RNA5SP156
ENSG00000199855,RNU6-490P
ENSG00000257763,OR5BK1P
ENSG00000140694,PARN
ENSG00000269901,AC010531.5
ENSG00000254459,AP002812.2
ENSG00000290864,
ENSG00000225240,AC117490.1
ENSG00000172757,CFL1
ENSG00000257588,AC025154.2
ENSG00000261043,AC019294.3
ENSG00000260751,AC008870.2
ENSG00000239884,RN7SL608P
ENSG00000262402,MCUR1P1
ENSG00000230042,AK3P3
ENSG00000276846,AC016590.3
ENSG00000291078,
ENSG00000114209,PDCD10
ENSG00000275054,RF02183
ENSG00000247570,SDCBPP2
ENSG00000185332,TMEM105
ENSG00000273199,AP000692.2
ENSG00000225406,AC080125.1
ENSG00000129295,LRRC6
ENSG00000084207,GSTP1
ENSG00000140391,TSPAN3
ENSG00000197265,GTF2E2
ENSG00000058673,ZC3H11A
ENSG00000212461,RF00560
ENSG00000251022,THAP9-AS1
ENSG00000249293,AC091868.2
ENSG00000158717,RNF166
ENSG00000286172,
ENSG00000242193,CRYZL2P
ENSG00000186283,TOR3A
ENSG00000213690,AL360271.1
ENSG00000212181,RF00554
ENSG00000210841,RNU6ATAC26P
ENSG00000250608,AC010210.1
ENSG00000249685,AC079921.2
ENSG00000250332,AC010460.3
ENSG00000164287,CDC20B
ENSG00000218069,RSL24D1P1
ENSG00000280057,AL022069.2
ENSG00000177418,AC006001.1
ENSG00000214435,AS3MT
ENSG00000247363,AC090061.1
ENSG00000120798,NR2C1
ENSG00000261837,AC046158.2
ENSG00000261192,RNF126P1
ENSG00000267501,AC104365.2
ENSG00000176619,LMNB2
ENSG00000238735,RNU7-113P
ENSG00000138442,WDR12
ENSG00000157014,TATDN2
ENSG00000222627,RNU2-37P
ENSG00000231697,NANOGP5
ENSG00000265753,RN7SL444P
ENSG00000112249,ASCC3
ENSG00000256690,AP001160.1
ENSG00000259523,AC022613.2
ENSG00000273313,RBAKDN
ENSG00000244641,RPS26P43
ENSG00000289046,
ENSG00000170364,SETMAR
ENSG00000267809,NDUFV2P1
ENSG00000109794,FAM149A
ENSG00000255703,AC127070.3
ENSG00000170270,GON7
ENSG00000252634,RN7SKP219
ENSG00000072121,ZFYVE26
ENSG00000258510,AC007954.1
ENSG00000280166,AC016542.3
ENSG00000277605,RF00017
ENSG00000241913,RPS29P21
ENSG00000189431,RASSF10
ENSG00000290613,
ENSG00000272134,AC103810.7
ENSG00000277367,AL929601.4
ENSG00000198040,ZNF84
ENSG00000200293,RNA5SP393
ENSG00000101361,NOP56
ENSG00000100243,CYB5R3
ENSG00000235224,AL591212.2
ENSG00000273204,AC104506.1
ENSG00000141655,TNFRSF11A
ENSG00000151748,SAV1
ENSG00000253891,AC023202.1
ENSG00000289030,
ENSG00000240964,RN7SL751P
ENSG00000279147,AC112504.1
ENSG00000221439,RNU4ATAC16P
ENSG00000236528,AL033528.2
ENSG00000232139,LINC00867
ENSG00000121236,TRIM6
ENSG00000168067,MAP4K2
ENSG00000246331,AC010198.1
ENSG00000062485,CS
ENSG00000274769,AC016747.4
ENSG00000275670,MIR8076
ENSG00000257595,LINC02356
ENSG00000134905,CARS2
ENSG00000265942,RN7SL577P
ENSG00000064655,EYA2
ENSG00000162512,SDC3
ENSG00000223576,AL355001.1
ENSG00000225446,LINC01763
ENSG00000237827,RPS15AP29
ENSG00000259621,AC069029.1
ENSG00000248388,AC093801.1
ENSG00000226491,FTOP1
ENSG00000218521,AL589655.1
ENSG00000229054,RPS29P14
ENSG00000283654,LMLN2
ENSG00000266320,MIR3909
ENSG00000197989,SNHG12
ENSG00000277678,RF00003
ENSG00000227133,AC011742.1
ENSG00000243795,LINC02044
ENSG00000282206,AC233280.19
ENSG00000219487,AL603766.1
ENSG00000274011,RF00017
ENSG00000149115,TNKS1BP1
ENSG00000119707,RBM25
ENSG00000142945,KIF2C
ENSG00000207965,MIR629
ENSG00000159445,THEM4
ENSG00000235848,RMDN2-AS1
ENSG00000200731,RNU1-124P
ENSG00000231358,AL355516.1
ENSG00000122012,SV2C
ENSG00000025039,RRAGD
ENSG00000255232,AC087441.2
ENSG00000266992,DHX40P1
ENSG00000178075,GRAMD1C
ENSG00000111361,EIF2B1
ENSG00000230958,AC093166.3
ENSG00000274598,AC087893.1
ENSG00000258499,LINC02287
ENSG00000277035,RF02271
ENSG00000233459,AC125238.2
ENSG00000288077,
ENSG00000276083,MIR7976
ENSG00000246560,AC018797.2
ENSG00000204967,PCDHA4
ENSG00000260588,AC027702.1
ENSG00000238966,RF01169
ENSG00000283200,MIR1206
ENSG00000261635,AC103988.1
ENSG00000259711,AC106738.1
ENSG00000101160,CTSZ
ENSG00000278558,TMEM191B
ENSG00000236018,AC004898.1
ENSG00000104518,GSDMD
ENSG00000171772,SYCE1
ENSG00000247287,AL359220.1
ENSG00000224812,TMEM72-AS1
ENSG00000233799,AC139887.1
ENSG00000207404,RF00019
ENSG00000252915,RF00019
ENSG00000287652,
ENSG00000228897,AC012441.2
ENSG00000273289,AL121672.3
ENSG00000240870,RPL19P14
ENSG00000266370,MIR3657
ENSG00000196689,TRPV1
ENSG00000244748,RN7SL153P
ENSG00000254273,AC018620.1
ENSG00000213888,LINC01521
ENSG00000228121,PHBP3
ENSG00000264536,MIR5706
ENSG00000255437,AC023538.1
ENSG00000148399,DPH7
ENSG00000235843,AL390961.2
ENSG00000278522,POTEB3
ENSG00000235217,TSPY26P
ENSG00000101452,DHX35
ENSG00000232725,U52111.1
ENSG00000228084,AC118553.1
ENSG00000162782,TDRD5
ENSG00000265539,MIR3164
ENSG00000288034,
ENSG00000290545,
ENSG00000154040,CABYR
ENSG00000119777,TMEM214
ENSG00000003989,SLC7A2
ENSG00000239300,AC080162.1
ENSG00000167196,FBXO22
ENSG00000254105,VENTXP6
ENSG00000116199,FAM20B
ENSG00000225578,NCBP2-AS1
ENSG00000288984,
ENSG00000287675,
ENSG00000267707,AC015961.2
ENSG00000234271,Z98752.2
ENSG00000184402,SS18L1
ENSG00000286846,
ENSG00000240553,AL031428.1
ENSG00000252451,RNA5SP168
ENSG00000276791,AC092117.1
ENSG00000267561,AC093155.3
ENSG00000258903,AL390816.2
ENSG00000264150,AP005136.1
ENSG00000222365,SNORD12B
ENSG00000185753,CXorf38
ENSG00000233593,AL590094.1
ENSG00000276729,RF00017
ENSG00000288548,
ENSG00000224273,AC005077.2
ENSG00000188916,FAM196A
ENSG00000162065,TBC1D24
ENSG00000238516,RF00019
ENSG00000207701,MIR597
ENSG00000251143,AP002490.1
ENSG00000047457,CP
ENSG00000254477,AP000640.1
ENSG00000132780,NASP
ENSG00000286707,
ENSG00000234617,SNRK-AS1
ENSG00000248050,AC079061.1
ENSG00000279392,AL158801.5
ENSG00000239269,RPSAP4
ENSG00000176746,MAGEB6
ENSG00000289570,
ENSG00000236432,AC097662.1
ENSG00000289289,
ENSG00000290951,
ENSG00000259539,AC051619.6
ENSG00000226521,AC087499.2
ENSG00000268333,AL132655.1
ENSG00000291246,
ENSG00000249673,NOP14-AS1
ENSG00000039139,DNAH5
ENSG00000283840,MIR6764
ENSG00000119969,HELLS
ENSG00000198223,CSF2RA
ENSG00000284830,AL049557.1
ENSG00000253577,AC104211.3
ENSG00000265871,MIR3174
ENSG00000288632,
ENSG00000175773,AP002986.1
ENSG00000243338,RN7SL307P
ENSG00000158156,XKR8
ENSG00000274895,AC011700.1
ENSG00000115129,TP53I3
ENSG00000230299,AC093162.1
ENSG00000181789,COPG1
ENSG00000242791,AC117395.1
ENSG00000247311,AC010255.1
ENSG00000201823,SNORD48
ENSG00000112367,FIG4
ENSG00000213669,AL137074.1
ENSG00000259892,AC027139.1
ENSG00000213252,AP001282.1
ENSG00000228034,HMGN2P21
ENSG00000162931,TRIM17
ENSG00000281772,AC019226.2
ENSG00000254876,AL590705.5
ENSG00000250299,MRPS31P4
ENSG00000268747,AC022432.1
ENSG00000290425,
ENSG00000236107,AC010127.1
ENSG00000162947,LINC01931
ENSG00000237090,AL512353.3
ENSG00000222431,RNU6-141P
ENSG00000253358,AC087439.1
ENSG00000254964,AP001458.1
ENSG00000201239,RF00019
ENSG00000011132,APBA3
ENSG00000257135,AC007249.2
ENSG00000287746,
ENSG00000267191,AC006213.3
ENSG00000251429,AC098679.2
ENSG00000078124,ACER3
ENSG00000259520,AC051619.5
ENSG00000242578,AC073288.2
ENSG00000224023,AL158835.1
ENSG00000259033,AL356804.1
ENSG00000089048,ESF1
ENSG00000117593,DARS2
ENSG00000237530,AL136140.1
ENSG00000255089,AC136475.4
ENSG00000252835,SCARNA21
ENSG00000236252,AL512605.1
ENSG00000238142,BX284668.5
ENSG00000286682,
ENSG00000231244,PSMC1P3
ENSG00000197016,ZNF470
ENSG00000251463,FKBP4P1
ENSG00000250273,PSMC1P5
ENSG00000254002,AC012574.2
ENSG00000288795,
ENSG00000285077,ARHGAP11B
ENSG00000289888,
ENSG00000162889,MAPKAPK2
ENSG00000143258,USP21
ENSG00000115718,PROC
ENSG00000170445,HARS
ENSG00000258461,AC012651.1
ENSG00000154240,CEP112
ENSG00000244676,AL109761.1
ENSG00000251748,RNU4ATAC11P
ENSG00000285827,
ENSG00000175336,APOF
ENSG00000268199,AC010335.1
ENSG00000229955,Z98749.1
ENSG00000109047,RCVRN
ENSG00000251655,PRB1
ENSG00000206863,RNU5A-6P
ENSG00000222005,LINC01118
ENSG00000289135,
ENSG00000251008,ORAOV1P1
ENSG00000202059,RF00408
ENSG00000106683,LIMK1
ENSG00000256843,AC023157.2
ENSG00000170545,SMAGP
ENSG00000139656,SMIM2
ENSG00000222990,RNU4-22P
ENSG00000103591,AAGAB
ENSG00000185019,UBOX5
ENSG00000198951,NAGA
ENSG00000254373,AC112191.2
ENSG00000252641,RNU6-678P
ENSG00000232097,AC079781.3
ENSG00000175886,RPL7AP66
ENSG00000254873,AP001267.1
ENSG00000235527,HIPK1-AS1
ENSG00000229593,SUCLA2P3
ENSG00000232373,MTCYBP3
ENSG00000231615,AL645568.2
ENSG00000235760,AC138655.1
ENSG00000289741,
ENSG00000202222,RF00019
ENSG00000244716,BX679664.3
ENSG00000171243,SOSTDC1
ENSG00000198876,DCAF12
ENSG00000267079,AP001269.2
ENSG00000228328,AL158201.1
ENSG00000223974,BNIP3P42
ENSG00000273476,AL133215.3
ENSG00000242531,AC083798.1
ENSG00000234293,BACH1-IT3
ENSG00000106608,URGCP
ENSG00000235988,AC245100.5
ENSG00000233370,AC140479.3
ENSG00000213588,ZBTB9
ENSG00000276178,RF00019
ENSG00000201809,RF00096
ENSG00000279583,AC009086.3
ENSG00000248781,PSMC1P4
ENSG00000200685,RF00019
ENSG00000271623,AC138894.3
ENSG00000130414,NDUFA10
ENSG00000237357,BX088651.4
ENSG00000111676,ATN1
ENSG00000178502,KLHL11
ENSG00000272791,AC073389.3
ENSG00000214265,AC124312.1
ENSG00000162236,STX5
ENSG00000270277,AC009948.3
ENSG00000214652,ZNF727
ENSG00000137814,HAUS2
ENSG00000273305,AC009237.15
ENSG00000252929,RNU6-218P
ENSG00000230428,AL049542.1
ENSG00000260593,AC009097.2
ENSG00000213695,RPS7P14
ENSG00000103023,PRSS54
ENSG00000271482,AC005070.2
ENSG00000253688,AC026904.3
ENSG00000275764,AC092747.4
ENSG00000286757,
ENSG00000267024,AC008747.1
ENSG00000290934,
ENSG00000237338,FTCD-AS1
ENSG00000100138,SNU13
ENSG00000102181,CD99L2
ENSG00000180389,ATP5F1EP2
ENSG00000101825,MXRA5
ENSG00000272406,AC108102.1
ENSG00000225402,AC010878.1
ENSG00000179270,C2orf71
ENSG00000226523,AC074375.1
ENSG00000187715,KBTBD12
ENSG00000109534,GAR1
ENSG00000213830,CFL1P5
ENSG00000112079,STK38
ENSG00000106605,BLVRA
ENSG00000108021,FAM208B
ENSG00000241255,AL136126.1
ENSG00000287897,
ENSG00000211829,TRDC
ENSG00000100883,SRP54
ENSG00000264966,MIR5094
ENSG00000141076,UTP4
ENSG00000285593,
ENSG00000171574,ZNF584
ENSG00000125975,C20orf173
ENSG00000231241,RPS3AP3
ENSG00000232389,AL583856.1
ENSG00000291265,
ENSG00000284719,AL033527.5
ENSG00000117394,SLC2A1
ENSG00000118298,CA14
ENSG00000128059,PPAT
ENSG00000223379,AL391987.2
ENSG00000289339,
ENSG00000254607,AP001783.1
ENSG00000241680,RPL31P49
ENSG00000275645,AC068338.3
ENSG00000270580,AC139256.2
ENSG00000267505,AC005180.2
ENSG00000205138,SDHAF1
ENSG00000229107,ABHD17AP4
ENSG00000213790,OLA1P1
ENSG00000235189,AL034405.1
ENSG00000272525,AC099522.2
ENSG00000079616,KIF22
ENSG00000183520,UTP11
ENSG00000125459,MSTO1
ENSG00000252892,RNU6-548P
ENSG00000163170,BOLA3
ENSG00000278934,AC117489.1
ENSG00000285836,
ENSG00000204386,NEU1
ENSG00000004766,VPS50
ENSG00000275103,AF117829.2
ENSG00000227351,NANOGP6
ENSG00000278518,AL161645.1
ENSG00000121314,TAS2R8
ENSG00000177359,AC024940.2
ENSG00000259215,AC027237.2
ENSG00000196547,MAN2A2
ENSG00000288821,
ENSG00000287600,
ENSG00000171657,GPR82
ENSG00000199732,RF00019
ENSG00000291038,
ENSG00000250930,LNX1-AS1
ENSG00000235763,SNRPGP5
ENSG00000291158,
ENSG00000122176,FMOD
ENSG00000257043,AP006296.1
ENSG00000281691,RBM5-AS1
ENSG00000241963,RN7SL655P
ENSG00000189077,TMEM120A
ENSG00000291253,
ENSG00000182809,CRIP2
ENSG00000274471,AC242376.2
ENSG00000261024,AL078644.1
ENSG00000274688,AL591926.1
ENSG00000283541,BX005040.4
ENSG00000189319,FAM53B
ENSG00000232788,AC078883.3
ENSG00000272113,RF00019
ENSG00000239254,AC009220.2
ENSG00000276765,MIR8073
ENSG00000067048,DDX3Y
ENSG00000197622,CDC42SE1
ENSG00000224993,RPL29P12
ENSG00000250564,AC109454.3
ENSG00000241420,RN7SL505P
ENSG00000241228,RPL12P31
ENSG00000198561,CTNND1
ENSG00000260017,AC138811.1
ENSG00000267355,RPL9P29
ENSG00000274364,AL110115.1
ENSG00000286724,
ENSG00000113013,HSPA9
ENSG00000226253,MRPL35P3
ENSG00000100564,PIGH
ENSG00000276110,AC242988.1
ENSG00000230596,GPAA1P2
ENSG00000250492,INTS6P1
ENSG00000129657,SEC14L1
ENSG00000275803,RN7SL736P
ENSG00000206698,RNU1-73P
ENSG00000225921,NOL7
ENSG00000280798,LINC00294
ENSG00000274340,AC032011.1
ENSG00000266304,LIVAR
ENSG00000286154,
ENSG00000240003,RPL7P24
ENSG00000215417,MIR17HG
ENSG00000196183,RPS2P4
ENSG00000241544,LINC02029
ENSG00000290072,
ENSG00000248356,AC093864.1
ENSG00000284606,AC105233.5
ENSG00000229629,AL500527.2
ENSG00000239544,AL442663.1
ENSG00000067955,CBFB
ENSG00000199979,RF00019
ENSG00000252305,RF00090
ENSG00000182534,MXRA7
ENSG00000213366,GSTM2
ENSG00000223734,AC098828.2
ENSG00000235267,AC074117.2
ENSG00000254333,NDST1-AS1
ENSG00000289146,
ENSG00000286675,
ENSG00000228169,PPIAP19
ENSG00000240484,AC091544.1
ENSG00000275056,AC020663.3
ENSG00000263938,AC100832.2
ENSG00000272578,AP000347.1
ENSG00000228787,NLGN4Y-AS1
ENSG00000202490,RNU6-597P
ENSG00000255946,AC069234.1
