"seqnames","start","end","width","strand","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr1",226208810,226209315,506,"*",25.8802280005001,-1.90932397377418,0.644102034924096,-2.96431911443842,0.00303353527717814,0.0306151747397559,"Distal Intergenic",1,226223618,226225864,2247,1,"83881","ENST00000542034.5",-14303
"chr1",226214709,226215383,675,"*",78.3322713419497,-1.13335077377502,0.38233887340219,-2.96425724041623,0.00303414534012662,0.0306165530333844,"Distal Intergenic",1,226223618,226225864,2247,1,"83881","ENST00000542034.5",-8235
"chr1",226310149,226311155,1007,"*",78.1626963072789,1.32168645233059,0.445927269443596,2.96390587186946,0.00303761187193423,0.0306381573586656,"Promoter (<=1kb)",1,226231157,226309869,78713,2,"286826","ENST00000366808.6",-280
"chr1",226334934,226335790,857,"*",73.3496384703987,1.41101976996375,0.47607049215697,2.96388831740175,0.00303778515551024,0.0306381573586656,"Distal Intergenic",1,226231157,226309869,78713,2,"286826","ENST00000366808.6",-25065
"chr1",226414114,226414882,769,"*",38.2588695651521,1.58070764306055,0.533342169719207,2.96377772620672,0.00303887703011048,0.0306403910251012,"Distal Intergenic",1,226360748,226408154,47407,2,"142","ENST00000676709.1",-5960
"chr1",226435187,226435713,527,"*",30.1756277222076,2.07594677431503,0.700464952634515,2.96366972609722,0.0030399436682,0.0306463669363081,"Distal Intergenic",1,226360748,226408154,47407,2,"142","ENST00000676709.1",-27033
"chr1",226506116,226507035,920,"*",99.0031657778555,1.04357205087887,0.352131819126789,2.96358350536655,0.00304079545240456,0.0306501753309324,"Distal Intergenic",1,226538305,226542729,4425,2,"105373116","ENST00000671364.1",35694
"chr1",226616913,226617422,510,"*",105.031479773074,1.23049683670864,0.415228267199923,2.9634226133169,0.00304238550501728,0.0306579903745164,"Distal Intergenic",1,226600589,226602194,1606,1,"375057","ENST00000467495.1",16324
"chr1",226625715,226627861,2147,"*",38.979519566652,1.82019885524892,0.614244943524616,2.96331109346116,0.00304348807053265,0.0306579903745164,"Distal Intergenic",1,226600589,226602194,1606,1,"375057","ENST00000467495.1",25126
"chr1",226662749,226663420,672,"*",30.514657370054,-1.66684076854339,0.562510472719771,-2.96321730773138,0.00304441558582098,0.0306579903745164,"Intron (ENST00000272117.8/3707, intron 2 of 7)",1,226656640,226659670,3031,2,"100506443","ENST00000443422.1",-3079
"chr1",226676954,226677641,688,"*",103.781586686077,-1.08810896924807,0.367203264109784,-2.96323337943629,0.00304425662274085,0.0306579903745164,"Promoter (1-2kb)",1,226656080,226675092,19013,2,"100506443","ENST00000412918.3",-1862
"chr1",226697437,226698151,715,"*",114.634311603825,-1.16757584725588,0.394010859114708,-2.96330880290781,0.00304351072040978,0.0306579903745164,"Intron (ENST00000272117.8/3707, intron 2 of 7)",1,226656080,226675092,19013,2,"100506443","ENST00000412918.3",-22345
"chr1",226708486,226709827,1342,"*",23.541790888702,2.33917904190968,0.78955081298437,2.96267067735384,0.00304982674339956,0.030702580644849,"Intron (ENST00000272117.8/3707, intron 2 of 7)",1,226631690,226737829,106140,2,"3707","ENST00000272117.8",28002
"chr1",226722597,226724834,2238,"*",18.2390243535264,2.72371689322859,0.919403566454318,2.96248240990908,0.00305169245456218,0.030702580644849,"Intron (ENST00000272117.8/3707, intron 2 of 7)",1,226631690,226737829,106140,2,"3707","ENST00000272117.8",12995
"chr1",226763789,226764909,1121,"*",39.3616873279352,1.513222256675,0.510790656107051,2.96250966728308,0.00305142227234031,0.030702580644849,"Distal Intergenic",1,226707190,226739323,32134,2,"3707","ENST00000366784.1",-24466
"chr1",226771983,226772896,914,"*",45.844044207494,1.52139842822261,0.513554886325815,2.96248457318229,0.0030516710108351,0.030702580644849,"Distal Intergenic",1,226707190,226739323,32134,2,"3707","ENST00000366784.1",-32660
"chr1",226777845,226779848,2004,"*",77.5711220479347,-1.22151502814782,0.412321706231171,-2.96252903906778,0.00305123026740465,0.030702580644849,"Distal Intergenic",1,226707190,226739323,32134,2,"3707","ENST00000366784.1",-38522
"chr1",226814767,226815724,958,"*",47.6620054870215,1.83080089868301,0.618029333152502,2.96232039561017,0.00305329883298197,0.030709185851524,"Distal Intergenic",1,226827711,226833906,6196,1,"124904530","ENST00000664298.1",-11987
"chr1",226821296,226822039,744,"*",93.464098249732,-1.50624184847996,0.508466479738708,-2.96232280494476,0.00305327493868284,0.030709185851524,"Distal Intergenic",1,226827711,226833906,6196,1,"124904530","ENST00000664298.1",-5672
"chr1",226846593,226847886,1294,"*",90.290197392441,1.20955329953954,0.408356781550125,2.96200125524564,0.00305646537872477,0.0307341866722294,"Distal Intergenic",1,226827711,226833906,6196,1,"124904530","ENST00000664298.1",18882
"chr1",226862557,226865185,2629,"*",110.870532859672,1.0120885419221,0.34169392306023,2.96197407568088,0.00305673519569922,0.0307341866722294,"Distal Intergenic",1,226870184,226896677,26494,1,"5664","ENST00000524196.6",-4999
"chr1",227093519,227094384,866,"*",107.153819507278,-1.31409906480127,0.443678114307645,-2.96182980954989,0.00305816771811998,0.0307438095182457,"Intron (ENST00000366767.7/8476, intron 14 of 34)",1,226993627,227101120,107494,2,"8476","ENST00000442054.5",6736
"chr1",227131211,227132438,1228,"*",17.7984973797079,2.85130924334038,0.962741000259242,2.96165764475866,0.00305987806774894,0.030756221939797,"Exon (ENST00000655100.1/ENST00000655100.1, exon 3 of 3)",1,227111984,227112799,816,2,"8476","ENST00000466538.1",-18412
"chr1",227141023,227141874,852,"*",42.1199031565718,-1.5349780154909,0.518309653066811,-2.96150767482048,0.00306136863624942,0.0307664217265346,"Intron (ENST00000366767.7/8476, intron 9 of 34)",1,227111984,227112799,816,2,"8476","ENST00000466538.1",-28224
"chr1",227175499,227176139,641,"*",49.7750558700536,-1.43343746365683,0.484055084036249,-2.96131062544421,0.00306332813935001,0.0307813303525269,"Intron (ENST00000366767.7/8476, intron 5 of 34)",1,227111984,227112799,816,2,"8476","ENST00000466538.1",-62700
"chr1",227214593,227215514,922,"*",21.5714640478678,2.03800070683782,0.688231288572187,2.96121484256532,0.00306428103880188,0.0307813385505621,"Intron (ENST00000366767.7/8476, intron 2 of 34)",1,227199557,227254155,54599,2,"8476","ENST00000462553.2",38641
"chr1",227318254,227319591,1338,"*",23.5047972616471,-2.19136846398692,0.740249478837269,-2.96031071501592,0.0030732891123908,0.0308670312668999,"Promoter (<=1kb)",1,226989865,227318474,328610,2,"8476","ENST00000366769.7",0
"chr1",227356636,227358040,1405,"*",21.9247340972538,2.63832441745494,0.891408012967395,2.95972705997141,0.00307911704882588,0.0309207621515965,"Distal Intergenic",1,227393554,227417725,24172,1,"107985463","ENST00000660249.1",-35514
"chr1",227378374,227379672,1299,"*",39.9869335281797,1.6291465674643,0.550468772130346,2.95956219488966,0.00308076509087902,0.0309325080033119,"Distal Intergenic",1,227393554,227417725,24172,1,"107985463","ENST00000660249.1",-13882
"chr1",227401855,227402471,617,"*",38.0596034076868,1.9844975397866,0.670561578041716,2.95945608094943,0.00308182626388634,0.0309383586475942,"Intron (ENST00000660249.1/107985463, intron 2 of 3)",1,227393591,227431035,37445,1,"107985463","ENST00000445817.1",8264
"chr1",227422206,227422818,613,"*",49.0588287641371,-1.4004982461734,0.47327695962503,-2.95915154475932,0.00308487357341617,0.0309593372855289,"Intron (ENST00000445817.1/107985463, intron 3 of 3)",1,227393591,227431035,37445,1,"107985463","ENST00000445817.1",28615
"chr1",227428845,227429967,1123,"*",21.1083220334206,2.57749101161785,0.871021883114034,2.95915758442593,0.00308481311142814,0.0309593372855289,"Exon (ENST00000445817.1/107985463, exon 4 of 4)",1,227393591,227431035,37445,1,"107985463","ENST00000445817.1",35254
"chr1",227454072,227454769,698,"*",93.7018454820418,1.12516559652816,0.380273056146758,2.95883596889369,0.00308803424890714,0.0309862480708543,"Distal Intergenic",1,227393591,227431035,37445,1,"107985463","ENST00000445817.1",60481
"chr1",227464334,227465648,1315,"*",51.8538319558872,1.50618297161162,0.50907249456676,2.9586807138214,0.00308959030206125,0.0309922430222746,"Distal Intergenic",1,227518738,227520619,1882,2,"105373122","ENST00000654159.1",54971
"chr1",227479724,227481705,1982,"*",17.1126406266264,2.99385080469025,1.01187482103245,2.95871657487784,0.00308923081901365,0.0309922430222746,"Distal Intergenic",1,227518738,227520619,1882,2,"105373122","ENST00000654159.1",38914
"chr1",227519771,227520682,912,"*",16.432855416531,2.53995411693257,0.858490291922144,2.95862881715955,0.00309011059884447,0.030992654169673,"Promoter (<=1kb)",1,227518738,227520619,1882,2,"105373122","ENST00000654159.1",0
"chr1",227572217,227573103,887,"*",102.481755021803,-1.16170450914201,0.392671125259112,-2.95846685537531,0.00309173488172448,0.0310041360401965,"Intron (ENST00000608949.5/339500, intron 1 of 5)",1,227563580,227654768,91189,1,"339500","ENST00000440339.1",8637
"chr1",227729317,227730767,1451,"*",83.2750179525325,1.17886741485099,0.398523682465511,2.95808622352828,0.00309555522881322,0.0310229596517929,"Promoter (<=1kb)",1,227728707,227781208,52502,1,"116841","ENST00000680695.1",610
"chr1",227748259,227748768,510,"*",83.2870779750644,1.19804932056274,0.405032746090784,2.95790731027513,0.00309735244209837,0.0310229596517929,"Promoter (<=1kb)",1,227748063,227759652,11590,1,"116841","ENST00000606873.1",196
"chr1",227753840,227754472,633,"*",92.8520092948449,1.14404301766034,0.386757715629806,2.95803540931912,0.00309606556926409,0.0310229596517929,"Intron (ENST00000681827.1/116841, intron 4 of 6)",1,227758606,227781826,23221,1,"116841","ENST00000681554.1",-4134
"chr1",227805687,227806293,607,"*",24.7505867040196,1.97010194290377,0.665993699813503,2.95813900860541,0.00309502517564274,0.0310229596517929,"Distal Intergenic",1,227815675,227846470,30796,1,"339501","ENST00000366757.4",-9382
"chr1",227816171,227817492,1322,"*",61.2608657532297,-1.26701826895106,0.428350960191868,-2.95789758095448,0.003097450202007,0.0310229596517929,"Promoter (<=1kb)",1,227815675,227846470,30796,1,"339501","ENST00000366757.4",496
"chr1",227828154,227829204,1051,"*",37.0635779380038,1.76405371755095,0.596356849717938,2.95805056718188,0.00309591332683814,0.0310229596517929,"Intron (ENST00000366757.4/339501, intron 3 of 4)",1,227815675,227846470,30796,1,"339501","ENST00000366757.4",12479
"chr1",227852123,227853168,1046,"*",26.6710389927276,2.15847066327407,0.729761895333773,2.95777386716916,0.00309869351959584,0.0310306058030953,"Distal Intergenic",1,227815675,227846470,30796,1,"339501","ENST00000366757.4",36448
"chr1",227859089,227860670,1582,"*",122.876091739136,-1.33593627781878,0.451687188216118,-2.95765811533174,0.00309985723203815,0.0310374525365158,"Distal Intergenic",1,227815675,227846470,30796,1,"339501","ENST00000366757.4",43414
"chr1",227868910,227869937,1028,"*",69.6275320587886,-1.20208285417255,0.406449926943502,-2.95751770264099,0.00310126940752173,0.0310467845114975,"Distal Intergenic",1,227815675,227846470,30796,1,"339501","ENST00000366757.4",53235
"chr1",227953013,227954130,1118,"*",73.8240887738049,-1.51265043239877,0.511477162559277,-2.95741539041532,0.00310229876380338,0.0310522817904474,"Distal Intergenic",1,227918656,227947932,29277,2,"7483","ENST00000272164.6",-5081
"chr1",227961384,227962176,793,"*",18.8653045724225,2.2702647784357,0.767720075975781,2.95715176596127,0.0031049525069639,0.0310740340586275,"Distal Intergenic",1,227918656,227947932,29277,2,"7483","ENST00000272164.6",-13452
"chr1",227966896,227967791,896,"*",35.9478030945024,1.67843497527388,0.567615386704403,2.95699344060939,0.00310654726427694,0.0310851830169315,"Distal Intergenic",1,227918656,227947932,29277,2,"7483","ENST00000272164.6",-18964
"chr1",228131216,228131903,688,"*",83.5502420681175,1.55824757906886,0.527027872869609,2.95667014836307,0.00310980599656853,0.0311033512055867,"Distal Intergenic",1,228139962,228148840,8879,1,"2987","ENST00000366730.5",-8059
"chr1",228237042,228238074,1033,"*",56.8170695261902,1.81539276199027,0.614038009801098,2.95648271444681,0.00311169672637967,0.0311147843493891,"Intron (ENST00000570156.7/84033, intron 10 of 115)",1,228215689,228218222,2534,1,"84033","ENST00000493977.2",21353
"chr1",228268078,228269174,1097,"*",248.099091648119,-1.14012490983003,0.385638350917293,-2.95646142848109,0.00311191151370222,0.0311147843493891,"Exon (ENST00000570156.7/84033, exon 19 of 116)",1,228266367,228275333,8967,2,"124904535","ENST00000652943.1",6159
"chr1",228452056,228453585,1530,"*",55.2824576026688,1.61952274625353,0.547891266579717,2.95591998821886,0.00311737949627164,0.0311646375399537,"Intron (ENST00000691624.1/124904538, intron 1 of 2)",1,228434777,228457873,23097,2,"124904538","ENST00000691624.1",4288
"chr1",228457294,228458594,1301,"*",38.1315125065442,1.89198606921855,0.640093622009658,2.95579584636137,0.00311863443351051,0.0311667867170019,"Promoter (<=1kb)",1,228434777,228457873,23097,2,"124904538","ENST00000691624.1",0
"chr1",228488073,228489078,1006,"*",85.1788424569483,1.63223490873973,0.552222879036002,2.95575386443436,0.00311905892868805,0.0311667867170019,"Promoter (<=1kb)",1,228488222,228499899,11678,1,"149603","ENST00000482739.3",0
"chr1",228500876,228501545,670,"*",23.0018478021445,1.90804490848968,0.645556211012012,2.95566036844184,0.00312000449141141,0.0311667867170019,"Distal Intergenic",1,228510536,228512250,1715,2,"100129094","ENST00000640831.1",10705
"chr1",228556441,228558118,1678,"*",71.3647696338866,1.39050923471725,0.47044945742763,2.95570376958327,0.00311956552564845,0.0311667867170019,"Distal Intergenic",1,228510425,228512305,1881,2,"100129094","ENST00000595971.3",-44136
"chr1",228657632,228658409,778,"*",45.3035283296042,1.37801894588638,0.466201883379138,2.95584165361619,0.00311817131908335,0.0311667867170019,"Distal Intergenic",1,228646040,228646158,119,2,"100169768","ENST00000363500.1",-11474
"chr1",228680986,228682050,1065,"*",33.3595189597655,1.7914613554536,0.60613489404734,2.95554895955831,0.0031211315556749,0.0311732294596068,"Distal Intergenic",1,228646040,228646158,119,2,"100169768","ENST00000363500.1",-34828
"chr1",228687918,228689634,1717,"*",84.2463769912331,1.27547184030995,0.431573549043042,2.95539854826168,0.00312265377540586,0.0311836163353696,"Distal Intergenic",1,228646040,228646158,119,2,"100169768","ENST00000363500.1",-41760
"chr1",228696793,228697675,883,"*",32.8831644443445,-1.64331776352733,0.556057109802784,-2.95530393291827,0.0031236116655574,0.0311883653345594,"Distal Intergenic",1,228735479,228746664,11186,1,"58480","ENST00000366691.4",-37804
"chr1",228818349,228819357,1009,"*",36.3975362599595,1.92408082579513,0.651128750930701,2.95499288434878,0.00312676262405644,0.0312101880262602,"Distal Intergenic",1,228735479,228746664,11186,1,"58480","ENST00000366691.4",82870
"chr1",228830688,228831295,608,"*",41.3064149316962,-1.42791089031807,0.483214826242682,-2.95502292721652,0.00312645815990488,0.0312101880262602,"Distal Intergenic",1,228735479,228746664,11186,1,"58480","ENST00000366691.4",95209
"chr1",228890581,228891623,1043,"*",16.6937971491395,2.64951257019817,0.896827287446306,2.95431752276694,0.00313361409477423,0.0312640982845543,"Distal Intergenic",1,228735479,228746664,11186,1,"58480","ENST00000366691.4",155102
"chr1",228964451,228964963,513,"*",83.8485688004511,1.31116611158625,0.443828095891567,2.95422061767489,0.0031345983085515,0.0312690930622106,"Distal Intergenic",1,229089200,229094895,5696,2,"105373158","ENST00000658958.1",129932
"chr1",229006267,229006897,631,"*",85.1886293220143,1.34951423921361,0.456821291290433,2.95414041539414,0.00313541309383199,0.031271764968207,"Distal Intergenic",1,229089200,229094895,5696,2,"105373158","ENST00000658958.1",87998
"chr1",229024506,229025267,762,"*",112.85692591886,1.08741574890925,0.368104024483324,2.95409904967913,0.00313583340891503,0.031271764968207,"Intron (ENST00000632635.1/ENST00000632635.1, intron 3 of 3)",1,229089200,229094895,5696,2,"105373158","ENST00000658958.1",69628
"chr1",229045961,229047997,2037,"*",59.242846009307,-1.32149517471405,0.447394881951334,-2.95375568211753,0.00313932433384977,0.0312968947564941,"Distal Intergenic",1,229089200,229094895,5696,2,"105373158","ENST00000658958.1",46898
"chr1",229148805,229149918,1114,"*",52.6683886864178,1.3296051479057,0.450147736711699,2.95370839275652,0.0031398053894214,0.0312968947564941,"Intron (ENST00000662083.1/105373158, intron 1 of 4)",1,229087114,229184095,96982,2,"105373158","ENST00000662083.1",34177
"chr1",229183814,229184330,517,"*",37.4065974790879,2.6512148360203,0.897565631578811,2.95378381562675,0.00313903817489944,0.0312968947564941,"Promoter (<=1kb)",1,229087114,229184095,96982,2,"105373158","ENST00000662083.1",0
"chr1",229196645,229197704,1060,"*",37.0610198622683,-1.64713211356932,0.557658058853794,-2.95365966189896,0.00314030117905721,0.0312970121052741,"Exon (ENST00000666388.1/105373158, exon 2 of 3)",1,229092819,229205428,112610,2,"105373158","ENST00000666388.1",7724
"chr1",229272433,229273961,1529,"*",31.2738465098355,1.80088840406539,0.609732458484448,2.9535714869792,0.0031411984555122,0.0313011301174101,"Promoter (1-2kb)",1,229263943,229271242,7300,2,"105373159","ENST00000660017.1",-1191
"chr1",229346748,229347881,1134,"*",41.0982398358833,-2.00054668588742,0.677471315305123,-2.95296146226708,0.00314741253001273,0.0313340787687687,"Distal Intergenic",1,229323539,229343294,19756,2,"126731","ENST00000483092.1",-3454
"chr1",229372658,229373286,629,"*",128.201477677489,-1.25970962279895,0.426587145889409,-2.95299479822001,0.00314707266093091,0.0313340787687687,"Distal Intergenic",1,229323539,229343294,19756,2,"126731","ENST00000483092.1",-29364
"chr1",229379966,229380926,961,"*",32.2153866717739,-1.65980516009788,0.562076045447515,-2.95299038900755,0.00314711761212794,0.0313340787687687,"Distal Intergenic",1,229407361,229410570,3210,1,"124904541","ENST00000693297.1",-26435
"chr1",229426552,229427878,1327,"*",24.737127291376,2.30017242335567,0.778966274440796,2.95285238761706,0.00314852480950684,0.0313403267714781,"Distal Intergenic",1,229431245,229434094,2850,2,"58","ENST00000366684.7",6216
"chr1",229440498,229441259,762,"*",160.578911761358,-1.11327628038146,0.377044331160203,-2.95264028226017,0.00315068876181127,0.0313570395609479,"3' UTR",1,229431245,229434104,2860,2,"58","ENST00000366683.4",-6394
"chr1",229482206,229482834,629,"*",79.2661958887879,1.29857391152971,0.439811056116839,2.95257223180113,0.00315138331694689,0.0313591253704375,"Intron (ENST00000261396.6/55746, intron 12 of 25)",1,229499167,229508326,9160,2,"55746","ENST00000366678.4",25492
"chr1",229514867,229515646,780,"*",77.3330587905403,1.25746076987745,0.425903360822243,2.95245561680898,0.00315257386917702,0.0313661454000393,"Distal Intergenic",1,229517797,229519103,1307,2,"23456","ENST00000498158.1",3457
"chr1",229556726,229557619,894,"*",130.930321782079,-1.21202048211807,0.410569878708161,-2.9520443290473,0.0031567760846088,0.0313982923253175,"Promoter (1-2kb)",1,229516582,229558707,42126,2,"23456","ENST00000344517.5",1088
"chr1",229594013,229594918,906,"*",57.8221688376775,-1.46518405347729,0.496389356347038,-2.95168305835499,0.0031604714763711,0.0314253799990207,"3' UTR",1,229599194,229625970,26777,2,"27097","ENST00000366675.3",31052
"chr1",229602366,229602978,613,"*",89.0960689064355,1.13909202902251,0.38594323947571,2.95144962396525,0.00316286134353211,0.0314396544048146,"Exon (ENST00000258281.7/27097, exon 4 of 5)",1,229599194,229625970,26777,2,"27097","ENST00000366675.3",22992
"chr1",229624710,229625440,731,"*",48.5939545946671,-1.46960060943431,0.497925318007849,-2.95144785028012,0.00316287950856496,0.0314396544048146,"Promoter (<=1kb)",1,229599194,229625970,26777,2,"27097","ENST00000366675.3",530
"chr1",229663641,229664738,1098,"*",55.8195286448679,-1.27821317300156,0.433114487609198,-2.95121315395689,0.00316528396829926,0.0314587191322162,"Distal Intergenic",1,229650847,229659126,8280,1,"9816","ENST00000434387.1",12794
"chr1",229709213,229710795,1583,"*",113.994733326071,1.09120919056524,0.369762986641584,2.95110443713222,0.00316639833481461,0.0314649581569768,"Distal Intergenic",1,229650847,229659126,8280,1,"9816","ENST00000434387.1",58366
"chr1",229797038,229798082,1045,"*",30.7045178708227,2.05757123092789,0.697257037715231,2.95095082535148,0.00316797349209846,0.0314739564884067,"Distal Intergenic",1,229871965,229892002,20038,2,"101927504","ENST00000669450.1",93920
"chr1",229822852,229823843,992,"*",143.005558459225,1.12235553127321,0.380364267415229,2.95073861406644,0.00317015071199865,0.0314877289076106,"Intron (ENST00000650825.1/105373162, intron 6 of 8)",1,229871965,229892002,20038,2,"101927504","ENST00000669450.1",68159
"chr1",229843976,229844963,988,"*",56.9970879357867,-1.47552410072644,0.500066216275545,-2.95065743836092,0.00317098390933867,0.0314911673416906,"Intron (ENST00000650825.1/105373162, intron 5 of 8)",1,229871965,229892002,20038,2,"101927504","ENST00000669450.1",47039
"chr1",229859744,229860641,898,"*",28.760894759979,-1.797528693185,0.609243211842163,-2.95042875857383,0.00317333217981934,0.0315096486608259,"Intron (ENST00000650825.1/105373162, intron 3 of 8)",1,229871965,229892002,20038,2,"101927504","ENST00000669450.1",31361
"chr1",229887361,229887865,505,"*",111.15663315929,1.0144073066767,0.343837421190026,2.95025277692527,0.00317514038195144,0.0315227625114942,"Intron (ENST00000650825.1/105373162, intron 1 of 8)",1,229871965,229892002,20038,2,"101927504","ENST00000669450.1",4137
"chr1",229893818,229895827,2010,"*",75.4849712615073,-1.7338869802696,0.587763140654369,-2.94997569656925,0.00317798927132578,0.0315462026824066,"Promoter (1-2kb)",1,229875555,229892046,16492,2,"101927504","ENST00000669533.1",-1772
"chr1",229920735,229921431,697,"*",65.9460432201987,1.21649506824734,0.412409505825915,2.94972606368787,0.00318055794561218,0.0315576437279291,"Distal Intergenic",1,229875555,229892046,16492,2,"101927504","ENST00000669533.1",-28689
"chr1",229962568,229963882,1315,"*",82.4528678538511,1.38747542768793,0.470362977171997,2.94979727365016,0.00317982501597427,0.0315576437279291,"Distal Intergenic",1,230002372,230007195,4824,1,"101927532","ENST00000661272.1",-38490
"chr1",229972486,229973329,844,"*",72.739398608792,1.37075842673425,0.464707761426311,2.9497213959307,0.00318060599395175,0.0315576437279291,"Distal Intergenic",1,230002372,230007195,4824,1,"101927532","ENST00000661272.1",-29043
"chr1",229984452,229985044,593,"*",110.506722215084,1.20228779272808,0.407602366797519,2.94965851688818,0.0031812533143831,0.0315592237743672,"Distal Intergenic",1,230002372,230007195,4824,1,"101927532","ENST00000661272.1",-17328
"chr1",229994290,229994984,695,"*",39.5197309295131,1.80463447772674,0.611841235095954,2.94951430895913,0.00318273834421405,0.0315691124520976,"Distal Intergenic",1,230002372,230007195,4824,1,"101927532","ENST00000661272.1",-7388
"chr1",230030832,230031675,844,"*",23.7481031085379,2.24317314655182,0.760553005229469,2.94939751881597,0.00318394149315084,0.0315762025902802,"Distal Intergenic",1,230057990,230243427,185438,1,"2590","ENST00000494106.1",-26315
"chr1",230057674,230058443,770,"*",70.4725380260417,1.32533063607232,0.449369076228874,2.94931428569709,0.00318479919722797,0.0315774024648675,"Promoter (<=1kb)",1,230057990,230243427,185438,1,"2590","ENST00000494106.1",0
"chr1",230084145,230085513,1369,"*",26.6127105902362,-2.00446709176156,0.679647625138126,-2.94927403204593,0.00318521408025622,0.0315774024648675,"Intron (ENST00000494106.1/2590, intron 1 of 6)",1,230067259,230092033,24775,1,"2590","ENST00000488903.1",16886
"chr1",230094887,230095638,752,"*",99.5917248828922,-1.06746676171751,0.361955389391492,-2.9491666459563,0.00318632111938692,0.0315804276365232,"Intron (ENST00000494106.1/2590, intron 1 of 6)",1,230067259,230092033,24775,1,"2590","ENST00000488903.1",27628
"chr1",230120093,230121279,1187,"*",125.379341933897,1.07823106001636,0.365641388972865,2.94887584538842,0.00318932073220354,0.0316053130827606,"Intron (ENST00000494106.1/2590, intron 1 of 6)",1,230067259,230092033,24775,1,"2590","ENST00000488903.1",52834
"chr1",230126005,230126521,517,"*",35.1944659992965,1.87205041337446,0.634855780009691,2.94878060863821,0.0031903036602032,0.0316102091591172,"Intron (ENST00000494106.1/2590, intron 1 of 6)",1,230067259,230092033,24775,1,"2590","ENST00000488903.1",58746
"chr1",230185588,230187542,1955,"*",80.4943929439936,1.10567591308945,0.375065073114052,2.94795754749797,0.00319880989365197,0.0316750760388101,"Intron (ENST00000494106.1/2590, intron 2 of 6)",1,230255358,230282120,26763,1,"2590","ENST00000485438.1",-67816
"chr1",230208385,230210066,1682,"*",119.932946311012,-1.04992762123173,0.356152965447341,-2.94796821335738,0.00319869953127524,0.0316750760388101,"Intron (ENST00000494106.1/2590, intron 3 of 6)",1,230255358,230282120,26763,1,"2590","ENST00000485438.1",-45292
"chr1",230225344,230226333,990,"*",38.5101926499533,-1.98196102275264,0.672328118029441,-2.94790738272506,0.00319932900793795,0.0316753656380762,"Intron (ENST00000494106.1/2590, intron 3 of 6)",1,230255358,230282120,26763,1,"2590","ENST00000485438.1",-29025
"chr1",230303127,230303999,873,"*",20.9086579968,2.2769606067275,0.772441019852082,2.9477468806143,0.00320099042908728,0.031682112679506,"Distal Intergenic",1,230258694,230272100,13407,2,"124904542","ENST00000440729.2",-31027
"chr1",230327843,230328807,965,"*",105.281028838794,1.11180683421145,0.377219749823352,2.94737175010612,0.00320487662094361,0.0317060170114496,"Intron (ENST00000391860.7/79605, intron 5 of 6)",1,230323542,230336295,12754,2,"79605","ENST00000530424.1",7488
"chr1",230359972,230360908,937,"*",215.595942977567,1.10646404102021,0.375403667441542,2.94739805969666,0.00320460392468504,0.0317060170114496,"Intron (ENST00000391860.7/79605, intron 1 of 6)",1,230323248,230377645,54398,2,"79605","ENST00000525115.1",16737
"chr1",230381069,230382075,1007,"*",52.5265806031774,1.40246579592139,0.475852605318246,2.94726934400924,0.00320593825119307,0.0317116679303036,"Intron (ENST00000391860.7/79605, intron 1 of 6)",1,230323248,230377645,54398,2,"79605","ENST00000525115.1",-3424
"chr1",230476048,230476917,870,"*",82.815347708617,-1.77238603144314,0.601439746590757,-2.94690539075586,0.00320971389966608,0.0317393042462622,"Intron (ENST00000689608.1/105373164, intron 1 of 3)",1,230426586,230641800,215215,1,"105373164","ENST00000685406.1",49462
"chr1",230507201,230508150,950,"*",43.7681530411949,-1.59967492798526,0.54287923475868,-2.94664968848246,0.0032123689762712,0.0317558462581672,"Intron (ENST00000689608.1/105373164, intron 2 of 3)",1,230426586,230641800,215215,1,"105373164","ENST00000685406.1",80615
"chr1",230509656,230510895,1240,"*",53.9590161070533,1.63976131134909,0.556507930556743,2.94651921619273,0.00321372450224345,0.0317643901008198,"Intron (ENST00000689608.1/105373164, intron 2 of 3)",1,230426586,230641800,215215,1,"105373164","ENST00000685406.1",83070
"chr1",230542148,230543015,868,"*",83.1073962900951,1.17729371016577,0.399564901406461,2.94643925435322,0.00321455551363346,0.0317677478323481,"Intron (ENST00000689608.1/105373164, intron 2 of 3)",1,230592660,230595583,2924,2,"101927553","ENST00000412647.2",52568
"chr1",230549360,230550728,1369,"*",79.1493340068261,-1.30894283044191,0.444287055499254,-2.94616467943461,0.00321741055171814,0.0317837946685179,"Intron (ENST00000689608.1/105373164, intron 2 of 3)",1,230592660,230595583,2924,2,"101927553","ENST00000412647.2",44855
"chr1",230565084,230565605,522,"*",54.7846753340678,1.35426735840557,0.45966594932015,2.94619899605038,0.00321705360023258,0.0317837946685179,"Intron (ENST00000689608.1/105373164, intron 2 of 3)",1,230592660,230595583,2924,2,"101927553","ENST00000412647.2",29978
"chr1",230641297,230642954,1658,"*",128.007115155969,1.41669723253934,0.48087811684805,2.94606301036358,0.00321846829577746,0.0317869831179572,"Promoter (<=1kb)",1,230642481,230693982,51502,1,"22796","ENST00000366669.9",0
"chr1",230713987,230714800,814,"*",87.6906776934851,1.20737758711337,0.409868577867792,2.94576762481858,0.00322154322406952,0.0318062415275921,"Promoter (<=1kb)",1,230690776,230714566,23791,2,"183","ENST00000680783.1",0
