"","seqnames","start","end","width","strand","GFP_1","GFP_3","YAF_2","YAF_3"
"10998","5",123420470,123423785,3316,"*",73,62,244,172
"10999","5",123813021,123815238,2218,"*",27,48,178,146
"11000","5",124604649,124605962,1314,"*",22,33,82,54
"11001","5",124627998,124632641,4644,"*",296,281,561,352
"11002","5",124646680,124658272,11593,"*",329,360,860,560
"11003","5",124659327,124663626,4300,"*",160,143,431,336
"11004","5",124739387,124749501,10115,"*",192,230,669,532
"11005","5",125348381,125349995,1615,"*",50,48,138,121
"11006","5",125372310,125373583,1274,"*",18,13,104,102
"11007","5",125483853,125487548,3696,"*",80,97,262,242
"11008","5",125548440,125550682,2243,"*",29,24,109,96
"11009","5",126679666,126681615,1950,"*",73,83,144,114
"11010","5",127028905,127032961,4057,"*",254,219,272,179
"11011","5",127838660,127839872,1213,"*",21,21,84,61
"11012","5",127875199,127876832,1634,"*",46,55,148,99
"11013","5",127957180,127960727,3548,"*",76,92,276,179
"11014","5",128197090,128204205,7116,"*",254,238,541,387
"11015","5",128214677,128218478,3802,"*",128,128,371,228
"11016","5",128227291,128229190,1900,"*",54,38,204,141
"11017","5",129093026,129096669,3644,"*",121,117,196,149
"11018","5",131170609,131171970,1362,"*",40,32,144,98
"11019","5",131749090,131750261,1172,"*",23,19,119,101
"11020","5",131794726,131798180,3455,"*",64,72,201,126
"11021","5",131997223,132014855,17633,"*",1063,955,1235,830
"11022","5",132062135,132083410,21276,"*",1269,1162,1774,1116
"11023","5",132084312,132090960,6649,"*",302,279,767,535
"11024","5",132093147,132098481,5335,"*",219,200,513,344
"11025","5",132099900,132105856,5957,"*",178,139,589,387
"11026","5",132214673,132215865,1193,"*",79,88,188,104
"11027","5",132217098,132235874,18777,"*",719,679,1283,810
"11028","5",132237259,132240105,2847,"*",127,138,226,143
"11029","5",132250764,132273509,22746,"*",1280,1206,2290,1421
"11030","5",132292240,132297067,4828,"*",232,212,392,240
"11031","5",132380002,132395016,15015,"*",429,389,1004,698
"11032","5",132438977,132440197,1221,"*",65,40,122,89
"11033","5",132454269,132461214,6946,"*",272,252,622,458
"11034","5",132486194,132492086,5893,"*",299,322,388,246
"11035","5",132493434,132503581,10148,"*",471,484,813,464
"11036","5",132504945,132506534,1590,"*",64,64,133,105
"11037","5",132525254,132529596,4343,"*",232,232,305,242
"11038","5",132556783,132558453,1671,"*",37,42,104,81
"11039","5",132674168,132677635,3468,"*",117,119,238,190
"11040","5",133109934,133119595,9662,"*",541,483,619,484
"11041","5",133238476,133242705,4230,"*",236,256,349,248
"11042","5",133243583,133274791,31209,"*",1756,1724,2229,1476
"11043","5",133275838,133286309,10472,"*",580,522,691,466
"11044","5",133420498,133431652,11155,"*",632,577,803,537
"11045","5",133438650,133442203,3554,"*",203,222,244,145
"11046","5",133443406,133449361,5956,"*",288,286,251,191
"11047","5",133483829,133488052,4224,"*",245,207,244,159
"11048","5",133552342,133555598,3257,"*",130,140,154,106
"11049","5",133862811,133871083,8273,"*",561,563,679,484
"11050","5",133924120,133928044,3925,"*",298,243,265,174
"11051","5",133943183,133947512,4330,"*",121,124,151,133
"11052","5",134024771,134027648,2878,"*",116,102,185,113
"11053","5",134058105,134060463,2359,"*",119,104,291,182
"11054","5",134091408,134094480,3073,"*",177,170,282,206
"11055","5",134097532,134146928,49397,"*",3097,2986,3736,2360
"11056","5",134183567,134188846,5280,"*",153,138,337,217
"11057","5",134435490,134439735,4246,"*",166,158,442,273
"11058","5",134448881,134452473,3593,"*",161,135,246,165
"11059","5",134500834,134512992,12159,"*",843,809,1574,1112
"11060","5",134547212,134556455,9244,"*",360,327,821,570
"11061","5",134559025,134562623,3599,"*",201,187,329,205
"11062","5",134563600,134570807,7208,"*",404,366,535,363
"11063","5",134573890,134580249,6360,"*",283,273,451,292
"11064","5",134585928,134588938,3011,"*",107,89,216,144
"11065","5",134738285,134739892,1608,"*",52,43,155,107
"11066","5",134873784,134877561,3778,"*",112,118,243,176
"11067","5",135030272,135049289,19018,"*",1183,1001,1042,646
"11068","5",135132763,135142007,9245,"*",438,415,688,381
"11069","5",135162306,135164591,2286,"*",104,114,187,99
"11070","5",135207090,135218713,11624,"*",439,472,1055,733
"11071","5",135226504,135250235,23732,"*",1029,943,1986,1367
"11072","5",135388910,135394986,6077,"*",185,162,454,310
"11073","5",135454867,135469920,15054,"*",813,780,997,656
"11074","5",135545184,135554250,9067,"*",522,407,546,362
"11075","5",135564070,135589486,25417,"*",1590,1499,1710,1069
"11076","5",135820140,135836238,16099,"*",1233,1162,1184,812
"11077","5",135887325,135889831,2507,"*",165,170,207,162
"11078","5",136004276,136009553,5278,"*",125,112,375,297
"11079","5",136016078,136024826,8749,"*",187,137,626,513
"11080","5",136026237,136038096,11860,"*",517,504,1073,652
"11081","5",136050858,136054592,3735,"*",148,166,421,284
"11082","5",136767931,136773174,5244,"*",261,233,366,233
"11083","5",136808847,136812059,3213,"*",77,58,257,205
"11084","5",137071678,137073695,2018,"*",22,32,166,133
"11085","5",137077266,137079359,2094,"*",55,60,241,164
"11086","5",137083790,137088045,4256,"*",125,116,330,216
"11087","5",137204563,137207887,3325,"*",115,123,300,271
"11088","5",137339979,137349035,9057,"*",222,204,589,420
"11089","5",137363501,137377401,13901,"*",335,311,1063,790
"11090","5",137468190,137472269,4080,"*",88,76,336,246
"11091","5",137485982,137494443,8462,"*",112,135,522,354
"11092","5",137495758,137499356,3599,"*",122,119,268,175
"11093","5",137563044,137567037,3994,"*",105,110,330,257
"11094","5",137621303,137623412,2110,"*",62,80,256,159
"11095","5",137822251,137823776,1526,"*",53,57,107,76
"11096","5",138331102,138332285,1184,"*",53,62,159,100
"11097","5",138443634,138452769,9136,"*",577,525,606,396
"11098","5",138486808,138494417,7610,"*",445,423,455,239
"11099","5",138501350,138505787,4438,"*",196,171,323,235
"11100","5",138693937,138700054,6118,"*",231,196,490,340
"11101","5",138721353,138726638,5286,"*",197,188,335,232
"11102","5",138974115,138975912,1798,"*",51,40,174,111
"11103","5",139014508,139016046,1539,"*",18,20,146,130
"11104","5",139100323,139101500,1178,"*",27,23,96,79
"11105","5",139135288,139139632,4345,"*",134,152,354,227
"11106","5",139373551,139375568,2018,"*",75,99,229,155
"11107","5",139438750,139440710,1961,"*",62,80,164,80
"11108","5",139480905,139483076,2172,"*",122,110,201,128
"11109","5",139512267,139514717,2451,"*",94,105,199,136
"11110","5",139631983,139702538,70556,"*",4483,4410,6326,4046
"11111","5",139703653,139715402,11750,"*",813,687,954,612
"11112","5",139723814,139727539,3726,"*",201,169,341,208
"11113","5",139733172,139735283,2112,"*",153,129,232,130
"11114","5",139738274,139754074,15801,"*",974,929,1293,802
"11115","5",139755038,139766679,11642,"*",718,692,841,531
"11116","5",139767620,139778528,10909,"*",486,480,580,423
"11117","5",139783338,139815505,32168,"*",2320,2199,2081,1426
"11118","5",139968156,139969243,1088,"*",97,76,119,66
"11119","5",139979658,139983626,3969,"*",218,210,315,249
"11120","5",139984821,139987819,2999,"*",76,77,303,208
"11121","5",140130575,140135410,4836,"*",139,138,386,281
"11122","5",140141632,140156322,14691,"*",730,680,1093,698
"11123","5",140182215,140183804,1590,"*",70,59,193,166
"11124","5",140213477,140224054,10578,"*",421,454,1045,796
"11125","5",140236726,140247244,10519,"*",467,481,799,543
"11126","5",140310383,140313332,2950,"*",61,57,215,166
"11127","5",140341168,140352970,11803,"*",530,487,845,553
"11128","5",140400459,140402905,2447,"*",94,93,217,139
"11129","5",140647200,140648548,1349,"*",42,35,118,75
"11130","5",141475629,141480206,4578,"*",244,228,646,379
"11131","5",141492753,141496485,3733,"*",143,127,278,178
"11132","5",141505252,141518014,12763,"*",417,395,1035,620
"11133","5",141520762,141523346,2585,"*",51,60,185,157
"11134","5",141524672,141527326,2655,"*",73,53,158,108
"11135","5",141679531,141684151,4621,"*",203,217,363,231
"11136","5",141688962,141706660,17699,"*",963,977,1421,988
"11137","5",141752381,141775733,23353,"*",1147,1057,1375,864
"11138","5",141777241,141793343,16103,"*",838,743,919,594
"11139","5",141838161,141839672,1512,"*",97,101,167,108
"11140","5",141861246,141873263,12018,"*",721,672,859,572
"11141","5",141873849,141886184,12336,"*",1142,1003,1127,733
"11142","5",141923344,141924552,1209,"*",58,54,113,91
"11143","5",142053436,142054935,1500,"*",28,32,118,94
"11144","5",142200638,142203109,2472,"*",60,60,160,122
"11145","5",142215581,142217735,2155,"*",151,131,239,165
"11146","5",142220421,142221776,1356,"*",90,80,116,87
"11147","5",142234453,142238519,4067,"*",205,136,303,188
"11148","5",142319124,142328349,9226,"*",559,544,687,471
"11149","5",142353129,142361269,8141,"*",546,429,442,288
"11150","5",142511313,142513613,2301,"*",45,55,161,154
"11151","5",142597896,142599951,2056,"*",65,55,159,135
"11152","5",142643961,142645968,2008,"*",46,58,192,136
"11153","5",142673966,142676095,2130,"*",72,70,227,156
"11154","5",142684204,142687896,3693,"*",195,194,452,285
"11155","5",142697398,142699501,2104,"*",91,82,203,146
"11156","5",142769224,142774141,4918,"*",187,136,498,335
"11157","5",142816079,142832815,16737,"*",297,326,1282,989
"11158","5",142866798,142868830,2033,"*",69,67,164,138
"11159","5",142976907,142978530,1624,"*",20,20,157,108
"11160","5",142981392,142984276,2885,"*",61,57,236,183
"11161","5",143001152,143003355,2204,"*",53,53,178,136
"11162","5",143199752,143201320,1569,"*",20,15,133,96
"11163","5",143248937,143250587,1651,"*",30,22,132,112
"11164","5",145483334,145485488,2155,"*",29,22,116,76
"11165","5",145935666,145950384,14719,"*",324,316,1154,900
"11166","5",145975051,145979089,4039,"*",85,73,322,271
"11167","5",146040599,146044006,3408,"*",74,67,265,182
"11168","5",146540167,146542646,2480,"*",46,59,134,95
"11169","5",146992560,146995130,2571,"*",41,63,207,152
"11170","5",147101061,147102397,1337,"*",26,44,113,81
"11171","5",147233438,147235460,2023,"*",95,60,141,105
"11172","5",147391077,147393644,2568,"*",58,46,169,120
"11173","5",147507032,147512620,5589,"*",155,120,364,240
"11174","5",147763069,147764577,1509,"*",30,29,101,89
"11175","5",148729344,148731335,1992,"*",57,51,163,125
"11176","5",148825730,148835104,9375,"*",357,320,708,472
"11177","5",148909482,148915796,6315,"*",237,197,561,402
"11178","5",148976670,148981569,4900,"*",141,138,454,358
"11179","5",148998164,149012798,14635,"*",624,547,1193,997
"11180","5",149024012,149025435,1424,"*",28,35,137,107
"11181","5",149062148,149065621,3474,"*",142,147,433,309
"11182","5",149126712,149128872,2161,"*",72,70,159,96
"11183","5",149133463,149136930,3468,"*",72,81,330,235
"11184","5",149357526,149361211,3686,"*",192,219,262,184
"11185","5",149363508,149372722,9215,"*",403,398,674,513
"11186","5",149438528,149444456,5929,"*",214,202,465,258
"11187","5",149448854,149453794,4941,"*",165,138,222,142
"11188","5",149471085,149474716,3632,"*",149,108,184,124
"11189","5",149615997,149620340,4344,"*",167,166,271,209
"11190","5",149798187,149799791,1605,"*",62,38,142,105
"11191","5",149820431,149843050,22620,"*",1239,1143,1414,923
"11192","5",149844470,149864290,19821,"*",1176,1057,784,543
"11193","5",149957486,149962447,4962,"*",264,224,338,235
"11194","5",149998525,150003471,4947,"*",126,96,376,285
"11195","5",150033367,150037691,4325,"*",82,68,190,179
"11196","5",150063253,150070836,7584,"*",519,440,789,493
"11197","5",150149607,150171020,21414,"*",1217,1209,1498,954
"11198","5",150260442,150275228,14787,"*",813,746,1063,688
"11199","5",150276707,150300045,23339,"*",1267,1204,1701,1183
"11200","5",150316698,150322632,5935,"*",199,189,540,418
"11201","5",150349137,150351435,2299,"*",73,79,212,146
"11202","5",150409803,150414044,4242,"*",158,165,265,182
"11203","5",150435342,150437812,2471,"*",85,89,146,102
"11204","5",150439127,150442527,3401,"*",103,86,242,158
"11205","5",150472504,150479893,7390,"*",362,301,580,398
"11206","5",150484898,150494414,9517,"*",335,310,799,515
"11207","5",150495793,150504902,9110,"*",389,337,747,478
"11208","5",150506877,150528300,21424,"*",798,765,1607,990
"11209","5",150544542,150546670,2129,"*",93,94,151,98
"11210","5",150587683,150591606,3924,"*",204,190,361,260
"11211","5",150621285,150645855,24571,"*",1378,1208,2266,1428
"11212","5",150670088,150674717,4630,"*",220,201,409,272
"11213","5",150777876,150784564,6689,"*",243,196,672,524
"11214","5",150788858,150790938,2081,"*",41,40,169,146
"11215","5",151047804,151050086,2283,"*",76,79,170,111
"11216","5",151051400,151056898,5499,"*",172,166,387,295
"11217","5",151058425,151065255,6831,"*",282,263,636,436
"11218","5",151066878,151073039,6162,"*",188,186,486,327
"11219","5",151075028,151087913,12886,"*",329,291,974,606
"11220","5",151217872,151224372,6501,"*",333,339,480,305
"11221","5",151234656,151236087,1432,"*",76,71,90,59
"11222","5",151238097,151241748,3652,"*",169,133,250,174
"11223","5",151251994,151254220,2227,"*",115,128,181,131
"11224","5",151315216,151317698,2483,"*",56,53,115,82
"11225","5",151447367,151449561,2195,"*",107,101,176,131
"11226","5",151498576,151501202,2627,"*",102,91,153,105
"11227","5",151649573,151653403,3831,"*",91,90,149,96
"11228","5",151684713,151689250,4538,"*",134,128,347,252
"11229","5",151693735,151697784,4050,"*",111,118,325,201
"11230","5",151744687,151746743,2057,"*",119,118,293,246
"11231","5",151757573,151759831,2259,"*",100,76,155,105
"11232","5",151770801,151774222,3422,"*",111,132,235,155
"11233","5",151895616,151898110,2495,"*",37,34,178,133
"11234","5",152688499,152689829,1331,"*",49,50,176,156
"11235","5",153627979,153630995,3017,"*",71,70,213,161
"11236","5",153959081,153960858,1778,"*",106,98,124,95
"11237","5",154070473,154073089,2617,"*",76,82,197,153
"11238","5",154184431,154208377,23947,"*",1520,1423,1772,1226
"11239","5",154393758,154406334,12577,"*",583,522,952,629
"11240","5",154444800,154447833,3034,"*",134,129,232,184
"11241","5",154472697,154488039,15343,"*",1134,1031,873,535
"11242","5",154515713,154519845,4133,"*",265,242,201,134
"11243","5",154541698,154547250,5553,"*",308,284,414,306
"11244","5",154583668,154586055,2388,"*",139,145,221,143
"11245","5",154599894,154612034,12141,"*",657,616,737,491
"11246","5",155529265,155530492,1228,"*",37,28,96,99
"11247","5",157387726,157391274,3549,"*",89,88,309,198
"11248","5",157511124,157517827,6704,"*",151,143,572,415
"11249","5",157561095,157565521,4427,"*",102,122,475,347
"11250","5",157742842,157745804,2963,"*",114,99,223,147
"11251","5",157948831,157950221,1391,"*",50,54,96,73
"11252","5",157993179,157995388,2210,"*",42,52,140,105
"11253","5",158152122,158155842,3721,"*",76,78,250,207
"11254","5",158287090,158289407,2318,"*",48,37,148,114
"11255","5",158380236,158385636,5401,"*",163,140,433,329
"11256","5",158558427,158561725,3299,"*",199,168,183,140
"11257","5",158819474,158820766,1293,"*",36,28,105,66
"11258","5",159095486,159107577,12092,"*",544,528,726,489
"11259","5",159183921,159186407,2487,"*",9,10,127,125
"11260","5",159328353,159332014,3662,"*",79,76,190,102
"11261","5",159510222,159512441,2220,"*",49,64,169,98
"11262","5",159735523,159737151,1629,"*",34,25,130,99
"11263","5",159763139,159767220,4082,"*",90,73,262,216
"11264","5",159823480,159827403,3924,"*",103,123,443,362
"11265","5",159849641,159851509,1869,"*",97,84,308,215
"11266","5",159873337,159879570,6234,"*",156,162,446,285
"11267","5",159902292,159924026,21735,"*",734,742,1853,1307
"11268","5",159927784,159929039,1256,"*",59,46,188,135
"11269","5",159973222,159976084,2863,"*",39,67,199,163
"11270","5",160118435,160120314,1880,"*",80,86,170,138
"11271","5",160164843,160166438,1596,"*",63,62,199,154
"11272","5",160230689,160232390,1702,"*",58,48,183,136
"11273","5",160268184,160270031,1848,"*",67,67,171,128
"11274","5",160284497,160290181,5685,"*",204,155,408,272
"11275","5",160438323,160439587,1265,"*",58,64,159,115
"11276","5",160504194,160512555,8362,"*",286,283,477,315
"11277","5",163436783,163439412,2630,"*",44,49,191,124
"11278","5",163571674,163573928,2255,"*",49,44,166,125
"11279","5",166909042,166910261,1220,"*",31,41,153,110
"11280","5",167699485,167700664,1180,"*",13,18,111,95
"11281","5",167812337,167816782,4446,"*",93,82,350,295
"11282","5",167896095,167900980,4886,"*",58,56,248,218
"11283","5",168084531,168087400,2870,"*",125,135,285,210
"11284","5",168284344,168296980,12637,"*",374,398,763,517
"11285","5",168312572,168318146,5575,"*",249,184,542,349
"11286","5",168324776,168326055,1280,"*",35,32,166,109
"11287","5",168362273,168366747,4475,"*",164,135,449,325
"11288","5",168407254,168415235,7982,"*",368,320,614,442
"11289","5",168470149,168473057,2909,"*",113,102,302,194
"11290","5",168784063,168786909,2847,"*",122,100,237,145
"11291","5",168929850,168933086,3237,"*",113,85,226,139
"11292","5",169159963,169170460,10498,"*",309,287,964,696
"11293","5",169292915,169303544,10630,"*",415,397,1076,746
"11294","5",169348799,169352554,3756,"*",77,83,326,299
"11295","5",169650208,169654188,3981,"*",142,161,352,265
"11296","5",169855578,169856983,1406,"*",26,13,73,75
"11297","5",169944482,169947928,3447,"*",105,80,252,151
"11298","5",169976627,169981168,4542,"*",80,71,433,364
"11299","5",170094938,170098679,3742,"*",84,101,361,241
"11300","5",170182190,170185889,3700,"*",159,131,282,187
"11301","5",170273515,170277468,3954,"*",186,168,255,176
"11302","5",170305788,170308594,2807,"*",94,72,255,170
"11303","5",170309615,170313861,4247,"*",130,130,342,236
"11304","5",170330988,170335223,4236,"*",114,121,310,248
"11305","5",170392056,170394330,2275,"*",80,99,185,105
"11306","5",170466173,170467679,1507,"*",59,73,157,126
"11307","5",170518137,170527754,9618,"*",443,387,697,490
"11308","5",170551059,170555332,4274,"*",189,181,407,230
"11309","5",170570856,170575621,4766,"*",125,109,337,253
"11310","5",170595295,170605288,9994,"*",604,463,787,481
"11311","5",171340990,171343059,2070,"*",100,99,109,77
"11312","5",171387428,171388749,1322,"*",57,60,146,102
"11313","5",171517485,171523389,5905,"*",249,259,391,261
"11314","5",171747044,171751279,4236,"*",166,152,278,197
"11315","5",172101523,172108015,6493,"*",446,486,738,448
"11316","5",172171908,172179661,7754,"*",375,374,608,388
"11317","5",172185553,172189775,4223,"*",204,227,461,321
"11318","5",172406770,172408319,1550,"*",88,83,232,167
"11319","5",172409972,172416034,6063,"*",319,306,704,488
"11320","5",172417230,172421773,4544,"*",194,162,392,255
"11321","5",172435871,172442185,6315,"*",323,328,553,340
"11322","5",172443204,172449174,5971,"*",280,242,496,313
"11323","5",172450781,172456609,5829,"*",236,243,571,402
"11324","5",172476341,172482715,6375,"*",263,217,386,328
"11325","5",172706576,172708596,2021,"*",127,135,186,109
"11326","5",172711478,172721907,10430,"*",608,612,821,529
"11327","5",172769770,172778781,9012,"*",255,245,572,407
"11328","5",172806226,172807584,1359,"*",34,38,84,66
"11329","5",172820026,172822143,2118,"*",116,94,228,131
"11330","5",172851684,172862861,11178,"*",502,447,975,619
"11331","5",172866211,172872418,6208,"*",221,200,511,353
"11332","5",172881420,172883784,2365,"*",43,53,167,119
"11333","5",172895290,172908010,12721,"*",497,468,953,616
"11334","5",172909503,172911588,2086,"*",83,88,173,119
"11335","5",172930754,172935418,4665,"*",163,141,338,212
"11336","5",172983419,172986178,2760,"*",60,55,218,140
"11337","5",173053217,173057733,4517,"*",109,99,249,206
"11338","5",173201148,173203455,2308,"*",113,101,225,131
"11339","5",173282077,173284559,2483,"*",114,118,177,118
"11340","5",173288465,173306711,18247,"*",772,701,1420,927
"11341","5",173322870,173332477,9608,"*",538,499,707,457
"11342","5",173411836,173414932,3097,"*",148,121,248,167
"11343","5",173451086,173457893,6808,"*",193,152,550,432
"11344","5",173472344,173475841,3498,"*",92,103,260,203
"11345","5",173786094,173790213,4120,"*",132,107,331,229
"11346","5",173887207,173889129,1923,"*",51,49,117,113
"11347","5",174044326,174046828,2503,"*",59,78,141,99
"11348","5",174299822,174318226,18405,"*",1085,1066,1492,960
"11349","5",174370020,174372934,2915,"*",70,61,324,195
"11350","5",174382699,174384636,1938,"*",18,27,121,92
"11351","5",174571115,174575295,4181,"*",133,101,278,240
"11352","5",174689135,174694852,5718,"*",227,214,308,193
"11353","5",175463190,175468545,5356,"*",214,192,319,207
"11354","5",175746240,175751866,5627,"*",144,115,342,197
"11355","5",175804866,175810727,5862,"*",175,189,468,311
"11356","5",176360992,176363218,2227,"*",128,105,169,100
"11357","5",176539648,176546164,6517,"*",364,368,466,284
"11358","5",176547509,176555724,8216,"*",472,405,463,308
"11359","5",176571340,176580346,9007,"*",511,475,531,346
"11360","5",176605526,176632002,26477,"*",1565,1512,1629,1049
"11361","5",176652728,176666685,13958,"*",814,820,966,569
"11362","5",176689452,176715301,25850,"*",1555,1423,1666,1132
"11363","5",176716480,176752138,35659,"*",2073,1987,2182,1443
"11364","5",176802015,176828529,26515,"*",1933,1839,1527,987
"11365","5",176842699,176859075,16377,"*",1132,1131,925,575
"11366","5",176859987,176870829,10843,"*",1036,1021,731,420
"11367","5",176873524,176898292,24769,"*",1628,1589,1420,909
"11368","5",177070795,177073375,2581,"*",83,69,128,99
"11369","5",177079227,177080867,1641,"*",96,97,105,78
"11370","5",177081990,177102270,20281,"*",1596,1488,1367,852
"11371","5",177108973,177115036,6064,"*",377,326,396,268
"11372","5",177299481,177303549,4069,"*",186,179,349,219
"11373","5",177306201,177318666,12466,"*",620,623,905,539
"11374","5",177327617,177332876,5260,"*",228,243,412,331
"11375","5",177354986,177363280,8295,"*",467,456,421,270
"11376","5",177363865,177379800,15936,"*",891,838,862,532
"11377","5",177380989,177415287,34299,"*",2412,2295,2287,1434
"11378","5",177425556,177438870,13315,"*",766,717,644,419
"11379","5",177439749,177460778,21030,"*",1516,1397,1454,947
"11380","5",177465970,177505689,39720,"*",2351,2225,2433,1588
"11381","5",177599128,177614440,15313,"*",765,661,781,453
"11382","5",177992324,178000908,8585,"*",445,428,313,207
"11383","5",178072899,178085359,12461,"*",878,793,976,634
"11384","5",178113182,178129561,16380,"*",1167,1131,1077,599
"11385","5",178153136,178154894,1759,"*",85,74,136,84
"11386","5",178160421,178167905,7485,"*",379,447,444,302
"11387","5",178203988,178207650,3663,"*",142,130,246,177
"11388","5",178245796,178250475,4680,"*",408,431,351,200
"11389","5",178268423,178282973,14551,"*",815,791,683,426
"11390","5",178460180,178461538,1359,"*",62,65,78,48
"11391","5",178640637,178643249,2613,"*",138,100,324,226
"11392","5",178785899,178788835,2937,"*",106,97,191,161
"11393","5",179274474,179277142,2669,"*",96,99,150,95
"11394","5",179622869,179625308,2440,"*",99,83,212,158
"11395","5",179698139,179700677,2539,"*",88,91,193,149
"11396","5",179761844,179767889,6046,"*",286,244,625,429
"11397","5",179791785,179808365,16581,"*",1172,1168,1126,668
"11398","5",179812535,179822824,10290,"*",418,413,615,374
"11399","5",180026412,180028751,2340,"*",94,86,202,163
"11400","5",180069264,180077083,7820,"*",287,246,664,435
"11401","5",180109927,180112931,3005,"*",201,183,188,118
"11402","5",180113775,180122501,8727,"*",656,624,515,280
"11403","5",180124279,180144932,20654,"*",1672,1707,1542,1012
"11404","5",180157934,180162592,4659,"*",241,236,233,191
"11405","5",180168581,180181893,13313,"*",867,837,810,459
"11406","5",180196972,180198570,1599,"*",95,112,117,98
"11407","5",180206957,180217061,10105,"*",809,750,788,405
"11408","5",180290227,180296375,6149,"*",244,215,347,212
"11409","5",180315716,180317016,1301,"*",53,52,101,69
"11410","5",180327273,180332597,5325,"*",208,224,405,265
"11411","5",180333662,180336895,3234,"*",230,222,322,208
"11412","5",180342530,180348858,6329,"*",344,317,482,312
"11413","5",180349650,180364628,14979,"*",905,871,826,469
"11414","5",180388976,180394475,5500,"*",319,293,271,184
"11415","5",180463374,180472881,9508,"*",608,603,663,410
"11416","5",180589956,180606713,16758,"*",1057,989,793,510
"11417","5",180607894,180615190,7297,"*",653,609,334,226
"11418","5",180618532,180634476,15945,"*",1232,1259,630,353
"11419","5",180637915,180650464,12550,"*",887,816,527,343
"11420","5",180783278,180793214,9937,"*",411,376,563,336
"11421","5",180910054,180911728,1675,"*",64,48,109,86
"11422","5",181082919,181088763,5845,"*",231,184,362,272
"11423","5",181106841,181115813,8973,"*",375,335,702,419
"11424","5",181159193,181164928,5736,"*",217,176,324,178
"11425","6",217003,221528,4526,"*",274,242,319,181
"11426","6",408656,411885,3230,"*",102,95,140,104
"11427","6",691697,694647,2951,"*",62,64,131,94
"11428","6",815462,817878,2417,"*",85,94,124,90
"11429","6",938221,941523,3303,"*",120,127,162,88
"11430","6",1063099,1065084,1986,"*",100,95,126,130
"11431","6",1285863,1287854,1992,"*",74,71,200,132
"11432","6",1334771,1336916,2146,"*",64,69,153,121
"11433","6",1377944,1398347,20404,"*",1076,1047,1053,625
"11434","6",1399311,1411765,12455,"*",655,641,717,418
"11435","6",1422889,1424929,2041,"*",108,122,175,85
"11436","6",1478945,1483212,4268,"*",78,54,192,181
"11437","6",1684671,1687772,3102,"*",61,71,168,131
"11438","6",1723847,1726095,2249,"*",95,98,199,157
"11439","6",1758073,1764081,6009,"*",257,248,294,218
"11440","6",1770140,1772221,2082,"*",92,100,166,144
"11441","6",1784638,1789483,4846,"*",122,137,338,228
"11442","6",1855911,1858171,2261,"*",42,52,205,128
"11443","6",1991475,1994122,2648,"*",71,86,195,125
"11444","6",2209375,2210486,1112,"*",25,25,51,45
"11445","6",2496998,2499803,2806,"*",114,99,237,180
"11446","6",2713643,2715026,1384,"*",39,37,124,119
"11447","6",2873185,2877922,4738,"*",249,238,380,261
"11448","6",2931666,2932808,1143,"*",65,69,125,111
"11449","6",2970301,2972006,1706,"*",42,42,132,85
"11450","6",2985193,2989730,4538,"*",134,125,350,270
"11451","6",2998983,3000578,1596,"*",94,87,136,96
"11452","6",3138490,3140776,2287,"*",87,87,160,143
"11453","6",3162074,3166604,4531,"*",154,124,306,222
"11454","6",3175907,3177201,1295,"*",73,74,167,104
"11455","6",3208037,3212503,4467,"*",198,213,519,382
"11456","6",3225879,3230053,4175,"*",297,291,431,212
"11457","6",3237794,3240987,3194,"*",108,109,211,158
"11458","6",3246386,3253905,7520,"*",353,317,643,426
"11459","6",3276352,3288289,11938,"*",525,453,804,527
"11460","6",3323310,3326219,2910,"*",93,105,284,229
"11461","6",3327588,3331479,3892,"*",144,167,436,316
"11462","6",3345992,3352917,6926,"*",210,249,650,440
"11463","6",3426237,3429158,2922,"*",78,77,215,179
"11464","6",3453047,3458056,5010,"*",217,229,477,316
"11465","6",3509275,3512435,3161,"*",123,108,253,180
"11466","6",3517375,3521375,4001,"*",138,119,266,189
"11467","6",3627337,3632221,4885,"*",224,230,337,269
"11468","6",3747034,3753725,6692,"*",271,274,496,360
"11469","6",3808310,3813816,5507,"*",216,238,457,330
"11470","6",3867752,3869830,2079,"*",52,80,152,147
"11471","6",3909112,3914303,5192,"*",163,175,364,304
"11472","6",4059171,4060306,1136,"*",28,29,149,137
"11473","6",4163634,4166743,3110,"*",96,86,251,175
"11474","6",4357120,4359597,2478,"*",86,89,271,187
"11475","6",4367725,4373181,5457,"*",114,119,319,230
"11476","6",4606223,4611769,5547,"*",240,215,465,270
"11477","6",4732862,4734981,2120,"*",80,110,212,134
"11478","6",4805909,4807260,1352,"*",35,54,71,59
"11479","6",4939388,4946743,7356,"*",190,185,474,370
"11480","6",5057240,5058633,1394,"*",44,38,78,51
"11481","6",5080207,5088717,8511,"*",340,349,431,269
"11482","6",5422075,5424140,2066,"*",89,67,143,130
"11483","6",5456876,5461094,4219,"*",115,110,315,220
"11484","6",5967679,5969825,2147,"*",125,99,283,206
"11485","6",5992414,6009375,16962,"*",973,894,1156,716
"11486","6",6545668,6548016,2349,"*",100,116,189,114
"11487","6",6711499,6715271,3773,"*",179,173,221,163
"11488","6",6749730,6753833,4104,"*",176,143,272,207
"11489","6",6818820,6821119,2300,"*",70,69,114,84
"11490","6",7057771,7059258,1488,"*",46,47,112,99
