"","CHR","START","END","GFP_1","GFP_3","YAF_2","YAF_3"
"13705",21,123516133,123518096,61,51,231,169
"13706",21,123534562,123545295,280,268,894,640
"13707",21,123668091,123672345,152,138,488,345
"13708",21,123684947,123689001,156,131,362,278
"13709",21,123763370,123769434,176,158,454,285
"13710",21,124036214,124042269,337,283,704,507
"13711",21,124043197,124050528,194,149,514,443
"13712",21,124143826,124148496,132,113,380,234
"13713",21,124190443,124198350,186,162,464,355
"13714",21,124199253,124204660,238,244,577,410
"13715",21,124227498,124229993,73,85,209,170
"13716",21,124237047,124239018,73,84,229,149
"13717",21,124270459,124275740,119,111,418,295
"13718",21,124370690,124379259,235,242,514,330
"13719",21,124424454,124430534,242,211,393,293
"13720",21,124604627,124631958,1164,1152,2118,1445
"13721",21,124856501,124859145,99,102,227,148
"13722",21,124885780,124890362,149,122,254,187
"13723",21,124997150,125001908,178,179,385,261
"13724",21,125118207,125119442,34,19,91,71
"13725",21,125270053,125271855,28,31,150,129
"13726",21,125332448,125337284,122,95,455,368
"13727",21,125341194,125343320,48,42,210,131
"13728",21,125361982,125363235,60,41,171,103
"13729",21,125378828,125380632,44,53,207,147
"13730",21,125385776,125393190,300,284,622,382
"13731",21,125409743,125423174,559,502,1370,963
"13732",21,125424332,125436369,467,448,1113,703
"13733",21,125509563,125515212,322,302,589,369
"13734",21,125523997,125532968,218,192,706,521
"13735",21,125543726,125547806,132,146,498,334
"13736",21,125553052,125560036,280,245,701,542
"13737",21,125589626,125610507,685,609,1528,1035
"13738",21,125654162,125661961,230,225,656,481
"13739",21,125663200,125666357,133,118,261,196
"13740",21,126374359,126377569,92,71,205,164
"13741",21,126553830,126560240,304,265,542,358
"13742",21,127034665,127039991,155,133,376,299
"13743",21,127079986,127081807,12,15,104,93
"13744",21,127282214,127284253,61,63,190,139
"13745",21,127637783,127639738,49,47,124,99
"13746",21,127666563,127673200,295,311,806,624
"13747",21,127674108,127682339,348,363,554,416
"13748",21,127731681,127743909,498,485,1348,1004
"13749",21,127792793,127803849,313,309,927,577
"13750",21,127808643,127812460,98,96,425,317
"13751",21,127845262,127856341,525,460,1324,975
"13752",21,127858872,127861963,118,104,302,193
"13753",21,127883072,127885417,112,105,246,162
"13754",21,127888209,127895047,403,395,656,449
"13755",21,127898363,127902735,180,178,541,346
"13756",21,127904411,127914763,402,378,1295,898
"13757",21,127915683,127921362,334,360,999,739
"13758",21,127925868,127929152,220,220,527,419
"13759",21,127930009,127952754,938,901,2306,1582
"13760",21,127963019,127974224,387,334,915,647
"13761",21,128023929,128029074,340,325,635,414
"13762",21,128030718,128043617,506,471,1074,667
"13763",21,128055822,128060647,135,107,430,320
"13764",21,128075568,128079665,70,77,423,342
"13765",21,128100465,128110558,252,226,772,533
"13766",21,128160476,128178385,388,362,1605,1199
"13767",21,128181545,128187684,136,117,505,427
"13768",21,128321322,128325303,80,64,267,246
"13769",21,128329691,128334026,240,203,257,201
"13770",21,128389951,128391709,50,37,228,192
"13771",21,128539640,128542635,73,68,249,174
"13772",21,128553838,128558277,110,96,333,266
"13773",21,128786551,128790224,53,56,214,201
"13774",21,128793037,128795559,74,73,179,141
"13775",21,128897957,128901285,137,125,297,211
"13776",21,128935076,128939880,247,261,289,224
"13777",21,129118591,129119808,49,67,140,141
"13778",21,129625940,129630375,152,160,351,262
"13779",21,129707682,129711798,159,152,423,328
"13780",21,129938218,129943244,104,103,265,270
"13781",21,129983574,129987389,225,237,424,263
"13782",21,129993964,130001299,231,232,620,434
"13783",21,130041032,130043129,47,60,181,119
"13784",21,130133749,130137278,141,130,194,144
"13785",21,130262832,130267874,80,87,396,317
"13786",21,130356158,130362304,229,207,467,308
"13787",21,130439833,130450890,465,392,880,648
"13788",21,130456267,130458418,77,74,198,154
"13789",21,130501650,130504184,66,41,200,141
"13790",21,130511191,130521893,411,365,986,656
"13791",21,130539923,130542810,37,53,182,133
"13792",21,130648064,130653282,81,96,366,306
"13793",21,130671497,130676135,138,124,390,271
"13794",21,130692167,130694214,74,58,198,133
"13795",21,130727054,130729586,101,91,295,217
"13796",21,130747658,130752051,206,202,280,200
"13797",21,130800583,130804500,153,149,277,221
"13798",21,130902260,130905782,73,79,244,209
"13799",21,131037045,131043920,397,369,465,316
"13800",21,131816198,131818546,33,28,147,150
"13801",21,131841430,131844183,24,32,207,194
"13802",21,131856634,131862561,150,166,529,416
"13803",21,132190568,132194531,176,168,215,162
"13804",21,132477528,132483022,367,343,327,199
"13805",21,132993986,132996333,76,68,192,135
"13806",21,132997308,133002832,177,154,420,316
"13807",21,133015580,133034238,888,882,1843,1337
"13808",21,133035945,133082808,1921,1779,3996,2647
"13809",21,133087284,133125449,1854,1805,3586,2378
"13810",21,133149326,133155277,197,219,653,438
"13811",21,133160417,133168534,156,137,548,401
"13812",21,133173489,133188661,576,508,1222,832
"13813",21,133189509,133213333,1563,1561,2462,1495
"13814",21,133214622,133221371,386,391,931,663
"13815",21,133283640,133300555,685,757,1226,714
"13816",21,133348182,133363705,558,528,1259,864
"13817",21,133367182,133378879,455,451,916,534
"13818",21,133381918,133391440,303,267,943,708
"13819",21,133445728,133457574,965,874,1369,831
"13820",21,133484147,133486807,148,127,235,157
"13821",21,133494534,133505265,417,380,817,543
"13822",21,133550323,133562069,631,596,1162,857
"13823",21,133563890,133576375,593,628,1254,787
"13824",21,133641495,133646201,161,185,355,258
"13825",21,133672949,133675835,68,70,268,191
"13826",21,133685741,133690882,133,138,383,273
"13827",21,133814105,133820127,181,166,364,254
"13828",21,133833243,133838972,184,193,473,395
"13829",21,133881408,133884263,76,73,260,232
"13830",21,134690305,134693261,86,84,201,137
"13831",21,134745175,134746899,48,41,124,90
"13832",21,134891915,134893252,44,47,95,99
"13833",21,135004082,135006622,114,126,198,149
"13834",21,135185927,135188459,93,106,316,245
"13835",21,135450772,135460425,515,478,741,489
"13836",21,135470404,135473938,69,73,277,190
"13837",21,135515513,135516778,22,20,151,121
"13838",21,135701011,135702483,70,67,207,158
"13839",21,135721587,135734073,618,602,884,562
"13840",21,135753293,135760396,460,383,618,418
"13841",21,135762103,135764738,79,73,138,111
"13842",21,137148283,137150618,50,53,243,198
"13843",21,137155578,137157094,34,26,152,111
"13844",21,137333491,137335252,43,52,136,114
"13845",21,138694259,138700785,223,228,281,211
"13846",21,138911030,138915589,148,158,159,99
"13847",21,138933515,138937254,184,182,190,150
"13848",21,139209081,139216582,277,245,577,448
"13849",21,139274293,139282690,496,468,835,552
"13850",21,139622026,139659649,2238,2095,2070,1336
"13851",21,139697587,139716787,1247,1195,977,639
"13852",21,139861880,139866875,426,372,244,141
"13853",21,139873403,139885999,696,668,680,462
"13854",21,139950946,139953147,97,94,170,100
"13855",21,140093192,140100977,627,570,682,406
"13856",21,140126810,140132725,239,212,421,272
"13857",21,140158739,140160022,50,57,85,64
"13858",21,140237651,140244026,258,218,427,302
"13859",21,140256795,140266232,391,370,562,352
"13860",21,140297044,140305094,277,282,538,388
"13861",21,140308958,140313821,181,151,479,328
"13862",21,140393757,140396599,116,108,213,147
"13863",21,140463139,140466001,112,115,205,154
"13864",21,140469304,140472330,96,115,179,159
"13865",21,140586111,140595168,497,480,886,629
"13866",21,140596684,140602009,447,368,525,367
"13867",21,140614551,140622277,357,349,614,404
"13868",21,140623372,140630795,412,392,538,310
"13869",21,140635632,140639965,204,156,290,207
"13870",21,140645883,140646979,52,35,122,85
"13871",21,140704393,140706307,69,74,208,167
"13872",21,140817324,140818546,27,29,102,118
"13873",21,140834035,140836549,55,58,260,197
"13874",21,140955304,140958386,61,48,231,188
"13875",21,140999147,141008108,372,325,771,521
"13876",21,141026171,141033438,288,303,615,501
"13877",21,141034339,141047941,1064,1032,2257,1438
"13878",21,141055002,141062890,523,472,633,361
"13879",21,141067327,141080409,708,657,996,647
"13880",21,141081450,141097655,914,882,1040,621
"13881",21,141099506,141114239,704,769,783,546
"13882",21,141115084,141124934,668,632,894,520
"13883",21,141126172,141128276,92,79,168,115
"13884",21,141129185,141134079,244,211,346,256
"13885",21,141146923,141148504,140,105,213,116
"13886",21,141149441,141161854,478,456,883,598
"13887",21,141164038,141191597,1652,1591,2045,1331
"13888",21,141225114,141245848,1174,1202,1556,954
"13889",21,141264039,141296034,1993,1940,1918,1188
"13890",21,141446279,141452888,608,543,439,246
"13891",21,141504395,141550414,2616,2520,2207,1449
"13892",21,141551595,141554461,247,206,235,156
"13893",21,141592851,141630976,2230,2038,2240,1409
"13894",21,141714348,141742815,1666,1575,1224,793
"13895",21,142033018,142036137,127,152,162,116
"13896",21,142087140,142110146,1528,1433,1793,1060
"13897",21,142110953,142115654,352,339,482,294
"13898",21,142116996,142150178,2245,2269,2394,1527
"13899",21,142164571,142207057,3416,3231,4019,2509
"13900",21,142208121,142221581,915,922,1006,572
"13901",21,142223872,142239930,1008,941,1031,627
"13902",21,142244586,142255315,788,784,656,492
"13903",21,142287960,142300788,850,870,907,538
"13904",21,142391237,142413349,1616,1671,1313,771
"13905",21,142502691,142519548,1394,1391,943,549
"13906",21,142520790,142555625,3026,2934,2310,1372
"13907",21,142564318,142592600,2801,2718,2615,1670
"13908",21,142594179,142628990,3963,3944,3244,1974
"13909",21,142629949,142641799,944,907,790,455
"13910",21,142674442,142684958,884,894,907,530
"13911",21,142732444,142743386,1019,958,793,471
"13912",21,142745432,142758887,1230,1092,764,467
"13913",21,142761599,142778632,1905,1787,1281,768
"13914",21,142781110,142791528,1282,1266,760,456
"13915",21,142792771,142813103,1454,1380,1052,657
"13916",21,142813434,142825291,879,861,785,489
"13917",21,142838344,142843331,359,344,345,264
"13918",21,142844666,142846039,69,59,109,88
"13919",21,142864941,142867238,151,114,168,112
"13920",21,142920050,142927047,468,421,444,277
"13921",21,142950683,142954938,190,190,336,232
"13922",21,142983145,142986745,149,158,227,140
"13923",21,143011942,143014553,186,176,193,107
"13924",21,143015896,143030226,1174,1112,973,559
"13925",21,143037057,143055884,998,922,926,648
"13926",21,143075508,143083899,516,487,478,281
"13927",21,143123316,143162204,2530,2272,2410,1456
"13928",21,143168633,143180280,720,751,812,528
"13929",21,143181133,143198055,1106,1139,1142,706
"13930",21,143199411,143204822,383,392,363,265
"13931",21,143206766,143242171,3118,3108,2552,1649
"13932",21,143257098,143279962,1549,1501,1376,793
"13933",21,143280866,143291770,612,623,563,378
"13934",21,143308437,143312166,167,175,242,152
"13935",21,143326204,143336219,567,604,496,367
"13936",21,143337225,143341683,316,271,228,181
"13937",21,143343304,143351122,486,397,459,321
"13938",21,143357550,143361780,265,271,209,143
"13939",21,143362763,143372895,872,967,728,511
"13940",21,143373952,143410257,4672,4595,3155,1938
"13941",21,143416848,143443000,2539,2428,1687,998
"13942",21,143549375,143586186,2798,2784,2319,1402
"13943",21,143591272,143619462,1962,1829,1664,974
"13944",21,143707904,143714649,380,341,285,214
"13945",21,143716093,143746582,3168,3035,2089,1236
"13946",21,143754535,143777099,1008,1037,958,673
"13947",21,143798794,143831865,1992,1892,2053,1249
"13948",21,143834739,143849462,940,904,835,529
"13949",21,143850379,143854210,211,196,203,136
"13950",21,143866498,143895323,3370,3250,1932,1157
"13951",21,143901015,143904995,268,255,306,188
"13952",21,143924284,143959751,3971,3939,2997,1688
"13953",21,143968966,143978937,1700,1504,1459,837
"13954",21,143982485,143999361,1131,1188,1198,735
"13955",21,144003342,144010406,493,423,506,307
"13956",21,144011276,144026289,1058,1076,1159,797
"13957",21,144033667,144070301,2919,2869,2200,1334
"13958",21,144076034,144087761,673,640,810,510
"13959",21,144094294,144100825,430,421,485,279
"13960",21,144101799,144117953,1064,1065,910,556
"13961",21,144183984,144192948,402,408,494,306
"13962",21,144246407,144252390,457,438,420,281
"13963",21,144253258,144280466,2790,2606,2047,1115
"13964",21,144288672,144292823,217,205,326,172
"13965",21,144308350,144346166,3724,3546,2830,1711
"13966",21,144347295,144364045,1391,1314,1088,691
"13967",21,144368892,144380269,748,692,599,408
"13968",21,144388868,144402154,823,822,703,387
"13969",21,144405598,144419355,971,925,769,468
"13970",21,144643981,144648319,171,151,319,194
"13971",21,144683915,144686906,183,201,296,187
"13972",21,144753809,144759140,202,202,302,209
"13973",21,144784998,144794269,575,630,773,455
"13974",21,144802443,144805414,202,193,213,184
"13975",21,144819314,144831251,836,815,875,496
"13976",21,144834277,144842111,318,295,493,358
"13977",21,144846984,144855591,454,376,582,389
"13978",21,144900240,144905312,299,256,488,336
"13979",22,223346,226614,71,48,148,120
"13980",22,296826,298061,58,49,120,105
"13981",22,418833,421145,117,109,224,182
"13982",22,462592,464531,59,68,181,160
"13983",22,613403,614861,38,39,137,98
"13984",22,693266,697118,92,84,422,324
"13985",22,892217,895386,94,108,194,107
"13986",22,1007579,1011669,230,187,287,207
"13987",22,2014800,2018254,112,108,215,120
"13988",22,2258905,2261980,95,84,278,246
"13989",22,2559274,2560913,85,89,339,287
"13990",22,2570587,2572549,32,44,195,173
"13991",22,2573995,2575678,27,29,147,120
"13992",22,2617924,2625797,232,177,536,384
"13993",22,2654611,2656037,23,22,108,101
"13994",22,3750471,3751909,30,28,100,91
"13995",22,3879789,3882553,49,47,184,132
"13996",22,3904710,3907862,83,61,229,137
"13997",22,3968897,3972519,50,42,307,215
"13998",22,4296415,4303198,118,111,540,414
"13999",22,4333990,4336542,53,39,180,152
"14000",22,4791750,4795056,121,103,227,162
"14001",22,4832849,4834691,45,40,142,104
"14002",22,4901341,4902517,111,90,46,26
"14003",22,4983725,4986238,103,95,168,123
"14004",22,5487955,5489995,30,30,98,83
"14005",22,5548698,5551901,44,49,169,141
"14006",22,5886077,5888256,111,92,198,150
"14007",22,6006946,6008763,51,44,124,66
"14008",22,6787725,6789184,60,64,171,126
"14009",22,6954764,6957094,66,85,164,127
"14010",22,7438311,7440381,33,32,159,95
"14011",22,12774873,12776905,36,42,146,106
"14012",22,13264881,13266590,29,22,105,87
"14013",22,13749836,13751177,32,22,124,114
"14014",22,13942848,13944757,31,35,124,94
"14015",22,14081016,14082484,45,51,131,113
"14016",22,14237553,14239594,42,33,193,169
"14017",22,14465589,14467296,72,76,141,92
"14018",22,15103370,15105215,65,58,132,90
"14019",22,15134733,15137132,105,79,147,86
"14020",22,15141044,15143334,59,63,93,91
"14021",22,15997274,16001095,94,100,275,175
"14022",22,16027650,16034748,419,365,760,570
"14023",22,16191134,16193369,87,87,198,137
"14024",22,16203447,16205089,56,52,116,92
"14025",22,16319639,16323307,86,134,207,151
"14026",22,16341230,16345134,103,96,304,238
"14027",22,16417013,16419902,169,173,191,152
"14028",22,16514133,16516427,52,39,113,99
"14029",22,16625314,16628740,105,150,450,349
"14030",22,16704223,16706501,70,74,279,232
"14031",22,16725760,16730722,97,103,329,197
"14032",22,16959230,16962226,42,37,147,105
"14033",22,18258795,18261657,96,95,249,170
"14034",22,18489874,18491292,33,25,141,131
"14035",22,18610987,18612558,22,34,95,75
"14036",22,18887758,18891327,122,106,363,266
"14037",22,18905204,18907469,98,96,233,165
"14038",22,19924316,19929153,211,181,338,220
"14039",22,19998394,20000202,50,49,134,115
"14040",22,21390666,21393779,116,80,166,149
"14041",22,21830448,21834041,31,27,218,199
"14042",22,23769098,23770268,51,42,66,72
"14043",22,23823989,23827338,150,128,279,198
"14044",22,27124285,27127155,83,71,254,183
"14045",22,27527133,27531134,261,208,297,184
"14046",22,31136500,31138104,45,62,133,110
"14047",22,32393935,32396687,71,63,218,167
"14048",22,32740877,32743001,76,71,204,197
"14049",22,33101202,33104813,104,114,315,206
"14050",22,33262857,33265627,85,97,229,171
"14051",22,33414017,33420585,372,406,398,278
"14052",22,33433599,33451357,1078,955,1041,683
"14053",22,34372544,34377395,217,259,306,222
"14054",22,34437233,34438961,75,72,120,100
"14055",22,34489329,34526015,2252,2041,2613,1867
"14056",22,34620094,34639228,1280,1278,1231,871
"14057",22,34644700,34669722,1938,1875,1605,1066
"14058",22,34674816,34677913,136,130,150,118
"14059",22,34699164,34702564,182,163,218,142
"14060",22,34897779,34900809,131,111,145,117
"14061",22,34968612,34998383,1529,1396,2122,1362
"14062",22,35105134,35117252,459,435,859,586
"14063",22,35364444,35367980,111,113,268,186
"14064",22,35603613,35621770,1012,1008,1113,789
"14065",22,35672741,35676820,193,164,250,170
"14066",22,35726877,35733939,204,201,694,454
"14067",22,35736018,35742157,290,226,393,267
"14068",22,35789664,35794538,199,179,299,187
"14069",22,35810112,35812470,134,136,186,124
"14070",22,35813542,35815731,84,78,152,120
"14071",22,35824356,35826833,121,128,176,144
"14072",22,35962104,35963361,95,66,131,66
"14073",22,36036017,36038128,53,45,151,102
"14074",22,36100748,36103576,38,37,165,140
"14075",22,36134686,36152435,1093,1018,1657,1118
"14076",22,36190096,36194014,97,78,270,207
"14077",22,36257906,36259181,52,53,136,86
"14078",22,36314447,36319662,166,154,364,239
"14079",22,36419307,36420791,32,35,103,114
"14080",22,36870759,36883137,723,700,1044,663
"14081",22,36888162,36914858,1589,1476,2564,1646
"14082",22,36979142,36982878,175,140,281,179
"14083",22,36983884,37005752,1065,997,1633,1053
"14084",22,37010190,37015326,257,241,356,212
"14085",22,37019479,37039609,1345,1322,1413,946
"14086",22,37078656,37080619,84,80,122,80
"14087",22,37422018,37423250,72,52,107,68
"14088",22,37485385,37488661,150,167,374,244
"14089",22,37647835,37664392,951,897,1087,805
"14090",22,37674997,37680325,267,226,373,282
"14091",22,37913551,37932008,1003,922,1666,1032
"14092",22,37936924,37959896,1201,1219,2554,1569
"14093",22,37963231,37972949,294,312,887,573
"14094",22,37994700,38020825,969,951,2206,1503
"14095",22,38021726,38030566,403,377,945,637
"14096",22,38031662,38049906,702,700,1651,1115
"14097",22,38060891,38072528,412,388,867,557
"14098",22,38139095,38143279,133,144,332,232
"14099",22,38224957,38228335,124,93,246,192
"14100",22,38308753,38313772,270,255,459,295
"14101",22,38334400,38349298,703,661,926,690
"14102",22,38354205,38364981,471,500,748,470
"14103",22,38387736,38393488,278,254,361,261
"14104",22,38689733,38691385,58,61,99,97
"14105",22,68998904,69000077,66,58,83,61
"14106",22,69670595,69674443,178,192,280,179
"14107",22,70043510,70047113,162,174,381,257
"14108",22,70048055,70050435,92,64,198,154
"14109",22,70119755,70122425,60,58,237,154
"14110",22,70902322,70903452,39,48,168,125
"14111",22,71446157,71447882,123,115,131,79
"14112",22,71763887,71770826,168,176,533,359
"14113",22,72585726,72587211,40,34,119,95
"14114",22,75447421,75448820,40,32,96,71
"14115",22,75450598,75452053,58,67,166,122
"14116",22,76350578,76356455,151,120,453,375
"14117",22,76372735,76375556,48,43,186,109
"14118",22,76687793,76689246,37,31,118,108
"14119",22,76817133,76818991,25,28,142,140
"14120",22,76904794,76908107,165,184,266,190
"14121",22,77015338,77021183,343,322,235,155
"14122",22,77456942,77458432,42,52,106,63
"14123",22,78436762,78440813,136,113,203,157
"14124",22,78538635,78542262,86,81,214,160
"14125",22,79255090,79259181,238,207,351,251
"14126",22,79570183,79572058,77,71,125,94
"14127",22,81082142,81084369,25,23,131,125
"14128",22,81389305,81391762,72,55,252,195
"14129",22,81490370,81495469,125,138,319,237
"14130",22,81562328,81563943,45,45,164,124
"14131",22,81686153,81688168,41,51,163,131
"14132",22,81786840,81788526,25,25,113,98
"14133",22,82488450,82490741,113,126,213,171
"14134",22,83280171,83282299,46,40,181,126
"14135",22,83298423,83301456,99,81,231,160
"14136",22,83304455,83306549,82,82,197,134
"14137",22,83536377,83539569,148,155,259,180
"14138",22,84667047,84672600,281,301,341,200
"14139",22,84850754,84853951,105,106,163,130
"14140",22,84862751,84864229,38,46,91,57
"14141",22,84967111,84971751,175,154,303,225
"14142",22,84990364,84993742,170,180,228,180
"14143",22,84996016,84998985,147,133,198,167
"14144",22,85212277,85214486,33,37,152,113
"14145",22,85423699,85434238,644,561,435,311
"14146",22,86126522,86127906,70,71,220,175
"14147",22,86278995,86283635,71,79,267,179
"14148",22,86405725,86409553,101,69,237,195
"14149",22,86423444,86426117,71,87,234,185
"14150",22,86947403,86949644,54,60,135,85
"14151",22,87662922,87664989,102,112,147,90
"14152",22,88398962,88400550,22,31,141,115
"14153",22,88651270,88652836,44,29,150,98
"14154",22,88745871,88749201,86,74,234,170
"14155",22,88775106,88778672,78,80,294,199
"14156",22,88817762,88820371,52,55,154,112
"14157",22,88952605,88955746,121,149,309,196
"14158",22,89020277,89025507,174,187,412,266
"14159",22,89153425,89155256,60,46,155,116
"14160",22,89548371,89549463,38,41,57,45
"14161",22,89588735,89599042,515,500,649,397
"14162",22,89600150,89607527,357,403,584,342
"14163",22,89629469,89636228,327,317,333,278
"14164",22,90044066,90045925,37,36,94,78
"14165",22,90102265,90105274,130,114,141,103
"14166",22,90910244,90916077,314,317,337,216
"14167",22,90941803,90944639,116,104,178,119
"14168",22,91069689,91072344,108,78,193,115
"14169",22,91159721,91166513,414,381,617,389
"14170",22,91177133,91182740,311,268,524,365
"14171",22,91755168,91759520,127,140,201,120
"14172",22,91809387,91811924,170,132,132,80
"14173",22,92633919,92636425,70,82,168,118
"14174",22,93094291,93100258,327,345,468,332
"14175",22,93118041,93140314,1395,1289,1358,808
"14176",22,93158956,93165422,243,235,278,187
"14177",22,93177774,93193626,979,974,906,551
"14178",22,93195946,93208163,779,758,742,476
"14179",22,93222551,93226331,199,212,384,277
"14180",22,93228132,93248782,1299,1214,1454,916
"14181",22,93297014,93309147,763,755,706,443
"14182",22,93577546,93580243,140,141,182,122
"14183",22,93679347,93687590,400,440,446,267
"14184",22,94096810,94100381,66,49,247,176
"14185",22,94552874,94554961,133,134,166,107
"14186",22,94680203,94681908,40,36,107,76
"14187",22,94995359,94997057,32,37,103,76
"14188",22,95017293,95019098,18,26,114,113
"14189",22,95023180,95026695,44,33,253,194
"14190",22,95081132,95108505,1032,1162,2433,1556
"14191",22,95125795,95130043,96,72,165,118
"14192",22,95459415,95465366,272,251,363,198
"14193",22,95782509,95784949,65,71,149,93
"14194",22,95814882,95817471,81,86,197,161
"14195",22,95822424,95824018,96,101,234,170
"14196",22,96071299,96074362,153,160,192,128
"14197",22,96116165,96118126,102,118,124,102
"14198",22,96148980,96152997,140,139,224,178
"14199",22,96232356,96251495,1223,1121,945,689
"14200",22,96611395,96613671,84,59,182,153
"14201",22,96856718,96860572,146,120,241,227
"14202",22,97037217,97039868,112,114,136,79
"14203",22,97290450,97295616,238,247,477,392
"14204",22,97395741,97401504,223,222,363,251
"14205",22,97500530,97506585,325,310,376,260
"14206",22,97702780,97707179,315,279,456,415
"14207",22,97708429,97712404,236,222,267,201
"14208",22,97873770,97877844,176,165,405,283
"14209",22,97978833,97983494,135,132,280,175
"14210",22,98056285,98057749,58,58,153,85
"14211",22,98141502,98148039,419,403,651,477
"14212",22,98190727,98199561,545,460,586,355
"14213",22,98222700,98223925,46,35,129,107
"14214",22,98231836,98233927,67,56,145,119
"14215",22,98313937,98319444,266,250,378,228
"14216",22,98537987,98541777,92,84,266,230
"14217",22,98574365,98579447,226,212,397,279
"14218",22,98705395,98712557,414,359,373,250
"14219",22,98789985,98793429,134,133,293,182
"14220",22,98860950,98863428,90,77,158,131
"14221",22,98969456,98980700,861,816,895,526
"14222",22,98985705,98990906,361,335,476,360
"14223",22,98992832,98996032,185,158,406,245
"14224",22,98997081,98999676,127,121,199,116
"14225",22,99180838,99187040,202,201,414,248
"14226",22,99252447,99258652,271,248,361,267
"14227",22,99444524,99446087,33,25,123,84
"14228",22,100098270,100100059,84,88,172,110
"14229",22,100601277,100602949,44,47,100,71
"14230",22,101528945,101530445,42,31,108,59
"14231",22,104925467,104929751,132,143,298,199
"14232",22,105901112,105902705,63,71,132,67
"14233",22,106587243,106589746,66,57,195,177
"14234",22,107018004,107025391,207,192,411,318
"14235",22,107130226,107131982,60,63,142,109
"14236",22,107385994,107408000,1015,929,714,510
"14237",22,107420106,107422641,103,91,120,75
"14238",22,107736534,107742903,259,206,452,280
"14239",22,107809834,107811845,28,35,130,106
"14240",22,108093743,108095508,23,12,145,129
"14241",22,108467869,108471408,86,88,248,216
"14242",22,108472568,108475278,128,128,276,239
"14243",22,108476502,108479406,82,75,215,213
"14244",22,108534822,108535936,15,17,80,63
"14245",22,108549081,108553685,118,116,435,374
"14246",22,108608338,108610659,53,32,159,127
"14247",22,109010804,109014937,90,111,310,253
"14248",22,109243781,109246913,162,112,173,157
"14249",22,109313372,109324062,621,581,827,528
"14250",22,109326760,109328003,62,73,116,94
"14251",22,109329019,109331906,156,150,249,188
"14252",22,109340742,109351478,483,431,565,404
"14253",22,109354243,109357167,133,141,157,111
"14254",22,109517275,109522057,204,206,255,198
"14255",22,109815374,109818213,77,62,237,172
"14256",22,112011056,112013221,36,36,167,111
"14257",22,112028260,112030552,23,12,225,144
"14258",22,112041134,112044534,53,48,267,202
"14259",22,112049147,112052905,81,68,261,224
"14260",22,112166056,112167151,52,56,125,95
"14261",22,112750067,112755905,215,217,485,328
"14262",22,113398199,113401966,126,116,268,169
"14263",22,113485375,113488396,97,74,185,162
"14264",22,113516210,113521301,144,102,337,197
"14265",22,113556029,113569811,623,627,928,616
"14266",22,113577500,113582552,230,217,502,376
"14267",22,113673753,113678932,176,174,312,201
"14268",22,113737498,113739711,110,90,232,182
"14269",22,114107331,114111085,220,193,323,245
"14270",22,114148779,114162191,731,695,855,532
"14271",22,114275409,114279320,179,168,262,189
"14272",22,114280747,114292437,715,660,780,502
"14273",22,114347788,114350912,147,128,175,109
"14274",22,114445759,114452780,199,203,490,361
"14275",22,114486416,114489111,80,56,149,147
"14276",22,114549230,114553074,91,85,269,207
"14277",22,114587362,114588649,24,42,116,83
"14278",22,114621572,114622787,71,60,178,136
"14279",22,114652499,114653895,52,44,114,71
"14280",22,114690305,114695266,100,97,391,320
"14281",22,114732755,114734271,22,15,115,91
"14282",22,114778602,114780529,51,44,144,133
"14283",22,114893034,114895816,84,89,298,266
"14284",22,114906937,114912402,180,194,567,441
"14285",22,115004617,115007379,86,70,224,127
"14286",22,115233976,115235622,31,26,126,103
"14287",22,115261613,115264348,35,30,149,126
"14288",22,116073151,116075848,39,48,309,230
"14289",22,116189982,116194254,115,99,331,248
"14290",22,116278335,116281415,54,69,233,210
"14291",22,116285373,116289930,92,82,306,289
"14292",22,116334894,116337485,61,55,132,82
"14293",22,116376927,116378445,43,39,132,134
"14294",22,116546979,116551839,160,122,374,264
"14295",22,119962982,119964318,53,53,131,67
"14296",22,120043050,120045015,100,100,175,107
"14297",22,120477367,120478594,32,32,108,115
"14298",22,120885674,120888051,73,71,244,183
"14299",22,120890023,120895032,248,230,470,334
"14300",22,120933583,120937923,115,102,350,198
"14301",22,121259045,121261532,71,58,144,116
"14302",22,121264745,121273294,255,273,549,394
"14303",22,121277864,121280043,81,80,223,144
"14304",22,121280919,121290273,287,282,979,713
"14305",22,121439267,121448913,440,395,594,468
"14306",22,121450269,121455620,237,215,281,173
"14307",22,121497312,121500679,354,323,382,248
"14308",22,121528699,121530228,79,71,111,110
"14309",22,121544369,121548179,180,207,269,188
"14310",22,121550075,121559991,494,520,870,530
"14311",22,121561057,121569910,583,613,916,580
"14312",22,121597940,121614051,837,699,984,661
"14313",22,121630945,121657496,1661,1541,1646,1048
"14314",22,121678055,121703409,1420,1307,1553,972
"14315",22,121737081,121747129,531,475,752,480
"14316",22,121871385,121872519,53,54,129,74
"14317",22,122051329,122054328,107,84,194,137
"14318",22,122118180,122137472,1419,1277,1248,822
"14319",22,122158254,122161456,90,68,139,93
"14320",22,122190651,122194494,218,242,246,167
"14321",22,122201380,122230941,1853,1741,1763,1149
"14322",22,123265867,123270490,301,273,401,224
"14323",22,123281737,123284319,103,137,150,98
"14324",22,123928710,123930949,60,72,109,49
"14325",22,123993821,124005837,692,639,797,489
"14326",22,124006743,124020617,791,695,696,467
"14327",22,124034065,124046952,725,650,757,477
