"CHR","START","END","GFP_1","GFP_3","YAF_2","YAF_3"
"8",75406794,75409235,168,155,224,114
"8",76672336,76674587,68,70,262,147
"8",78803653,78807020,207,184,250,214
"8",79499083,79500497,79,54,151,113
"8",79609568,79614052,324,306,492,312
"8",79825286,79833856,391,334,504,411
"8",79875837,79878555,54,52,209,158
"8",80064106,80067746,54,58,196,118
"8",80083259,80086144,64,45,251,204
"8",80167425,80169340,32,31,167,125
"8",80236341,80241245,249,188,351,248
"8",80296926,80301812,272,255,512,375
"8",80346995,80350038,121,117,259,217
"8",80366903,80368243,34,43,153,161
"8",80485348,80491529,184,157,513,329
"8",80558657,80559759,78,90,114,171
"8",80696567,80707317,450,456,782,494
"8",80727246,80730184,108,103,201,165
"8",80752392,80755282,91,99,186,153
"8",80789239,80793370,138,147,219,184
"8",80892644,80898313,253,225,385,285
"8",80914507,80919534,198,162,393,318
"8",80989158,80994652,302,259,479,343
"8",81025457,81030875,182,149,520,345
"8",81071678,81077442,130,109,469,317
"8",81107404,81114154,212,207,526,374
"8",81363434,81365973,19,25,121,118
"8",81719327,81722155,59,62,163,108
"8",82674244,82677638,89,74,249,163
"8",85106530,85109031,72,63,222,159
"8",85219159,85221671,63,56,186,137
"8",85462580,85466817,226,209,278,167
"8",86038935,86041088,108,93,181,153
"8",86514309,86515456,65,53,141,75
"8",86522027,86523660,23,21,144,91
"8",88325385,88329089,131,139,342,230
"8",89611094,89614047,36,49,193,129
"8",90637001,90638612,21,25,115,61
"8",90669576,90671682,32,33,174,126
"8",90684156,90685605,35,36,119,72
"8",90769855,90771948,33,50,146,140
"8",91069057,91070689,28,34,140,106
"8",92756626,92759494,101,61,234,176
"8",92964749,92966437,52,63,174,107
"8",93697955,93702143,174,114,376,272
"8",93739511,93741365,22,30,102,67
"8",93837048,93839425,28,38,198,171
"8",93914681,93918640,144,162,468,318
"8",93927482,93933430,148,124,368,306
"8",93934960,93936633,50,47,156,149
"8",94017675,94021115,61,60,285,179
"8",94060767,94062391,94,108,187,132
"8",94070971,94073465,81,68,273,192
"8",94078443,94082236,114,143,234,174
"8",94212093,94214486,38,40,170,147
"8",94217604,94221195,68,65,188,163
"8",94223193,94228341,148,130,406,313
"8",94240046,94243097,79,80,330,250
"8",94250479,94263962,329,252,884,697
"8",94473232,94476695,80,71,240,167
"8",94567591,94569529,23,26,93,98
"8",94893502,94897931,127,134,327,200
"8",95024459,95026372,59,104,162,102
"8",95110266,95115979,135,132,435,333
"8",95132814,95138197,117,117,373,288
"8",95222543,95226761,175,182,488,320
"8",95235829,95237763,63,46,121,115
"8",95405951,95408897,140,118,278,185
"8",95420958,95423490,120,116,185,145
"8",95464928,95466707,14,21,91,69
"8",95681260,95683145,33,36,143,102
"8",95692744,95694960,31,30,148,135
"8",95700727,95704046,54,54,220,178
"8",95744142,95747014,95,79,247,200
"8",95792699,95794737,18,28,132,93
"8",95800288,95803684,71,66,320,268
"8",96127134,96134546,320,288,431,335
"8",96143097,96166364,1404,1276,1615,1113
"8",96219320,96221357,107,86,137,109
"8",96223788,96226312,100,99,214,136
"8",96260194,96264093,221,218,641,402
"8",96330444,96341125,647,544,963,710
"8",96342498,96350094,341,345,445,354
"8",96490544,96500281,374,342,686,420
"8",96583897,96586502,58,47,175,152
"8",96734105,96736712,42,52,173,148
"8",96927215,96929732,127,100,215,189
"8",97089715,97091385,52,62,277,220
"8",97180775,97184555,88,73,256,185
"8",97213747,97217094,68,78,203,158
"8",97292914,97294470,47,74,167,139
"8",97374514,97377720,173,147,242,204
"8",97433553,97435704,95,116,238,172
"8",97449178,97462487,591,547,650,491
"8",97514651,97523746,609,610,437,392
"8",97550903,97559156,402,356,541,427
"8",97916824,97923707,254,235,509,411
"8",97927901,97930339,72,73,232,175
"8",97978971,97985355,277,277,591,465
"8",98000909,98015750,963,937,1497,923
"8",98035987,98039241,45,46,156,116
"8",98163871,98172112,435,446,716,447
"8",98236293,98238889,115,104,149,118
"8",98366803,98372977,335,306,509,389
"8",98418451,98430436,726,646,887,527
"8",98433269,98440284,312,297,724,417
"8",98725812,98727622,16,21,147,126
"8",98824324,98826770,43,49,189,118
"8",98925468,98928351,86,69,252,195
"8",100409361,100418767,303,288,713,494
"8",100442743,100445479,96,78,199,146
"8",100451732,100453132,44,38,116,125
"8",100463021,100466477,143,142,287,186
"8",100498630,100500786,62,55,291,210
"8",100502037,100504458,79,97,334,262
"8",100556344,100562785,169,129,391,279
"8",100564028,100565747,43,53,114,83
"8",100667062,100668494,61,46,201,134
"8",100760239,100763645,97,116,262,199
"8",100866844,100871986,193,175,437,322
"8",100881897,100891420,219,202,650,433
"8",100906623,100911711,249,227,527,381
"8",100913632,100915203,28,23,133,103
"8",100952040,100955756,78,65,294,217
"8",100974214,100975962,62,72,166,106
"8",101025572,101029889,133,113,397,246
"8",101051130,101053851,109,89,270,195
"8",101074354,101082137,386,277,510,386
"8",101090781,101093849,167,172,281,199
"8",101094641,101099719,267,242,664,410
"8",101106266,101110445,219,234,436,289
"8",101111506,101130369,1009,944,1538,999
"8",101137013,101139237,71,91,202,152
"8",101146224,101159938,367,373,1106,793
"8",101250490,101254333,149,125,264,181
"8",101287262,101290022,73,81,231,185
"8",101358551,101363573,244,229,383,229
"8",101474060,101475509,40,31,127,91
"8",101520657,101522151,38,43,100,58
"8",101653772,101658791,199,162,355,260
"8",102185579,102189188,115,130,245,167
"8",102237023,102240455,142,152,328,243
"8",102526059,102529639,249,242,470,266
"8",102534321,102539438,203,197,356,279
"8",102543401,102570446,1366,1125,1407,1063
"8",102598026,102605897,399,370,599,361
"8",102653577,102661905,366,361,653,390
"8",102682869,102686560,108,82,190,171
"8",102725914,102733706,377,361,695,469
"8",102736926,102750543,635,610,1137,744
"8",102752527,102759376,400,394,929,616
"8",102786710,102795926,333,333,916,576
"8",102804603,102820950,699,657,1559,1059
"8",103020013,103022572,56,73,185,111
"8",103101420,103106671,123,121,333,242
"8",103182431,103188569,228,206,567,387
"8",103206101,103212022,139,112,463,336
"8",103497280,103502110,277,271,344,190
"8",103511802,103513328,70,54,139,109
"8",103707254,103708585,100,79,112,103
"8",103979817,103981353,95,70,204,130
"8",106269852,106272570,118,120,263,141
"8",106657183,106658722,57,45,113,68
"8",106856434,106858639,61,52,181,145
"8",108080548,108083848,176,162,233,147
"8",108442884,108444425,75,66,143,107
"8",108784271,108787880,226,171,268,192
"8",109332091,109334898,96,63,246,174
"8",109538689,109540777,73,76,165,115
"8",109642632,109650660,320,313,593,382
"8",110060011,110062514,131,96,149,104
"8",110890407,110895033,249,235,327,201
"8",113431451,113439031,344,376,480,291
"8",115218633,115220219,70,77,169,181
"8",115467652,115469427,26,36,129,91
"8",116587211,116588598,16,30,92,67
"8",116912116,116914522,103,109,137,95
"8",117329017,117331937,117,107,202,124
"8",117612959,117615717,57,51,142,131
"8",117669155,117670985,45,52,164,111
"8",117861987,117865455,116,77,276,205
"8",117909919,117911725,50,49,196,149
"8",117977619,117982336,74,89,290,253
"8",118088482,118091300,63,49,195,155
"8",118107360,118114870,266,217,729,512
"8",118414792,118416173,53,37,121,88
"8",119415718,119417496,113,135,158,107
"8",119873372,119877754,235,225,311,214
"8",120087927,120089674,73,50,112,94
"8",120123551,120128021,276,248,460,314
"8",120343910,120347873,54,52,258,217
"8",120397106,120398328,72,65,187,126
"8",120600227,120601978,66,79,172,105
"8",120806145,120816843,557,484,644,430
"8",120861204,120862514,95,74,138,109
"8",120954269,120957086,87,105,210,130
"8",120959822,120961759,69,77,172,136
"8",121143910,121146237,32,43,161,164
"8",121347900,121350145,48,56,155,149
"8",121502115,121503782,29,24,146,95
"8",121544744,121547020,53,55,194,180
"8",121559992,121561619,32,31,162,107
"8",121637839,121643395,138,154,424,286
"8",121723491,121730275,487,450,661,447
"8",121742975,121745367,57,56,190,139
"8",121810270,121813396,55,44,164,129
"8",122079080,122083613,194,154,251,223
"8",122187541,122188743,55,37,112,123
"8",122465149,122467766,146,142,187,116
"8",122566144,122577213,412,418,936,710
"8",122601640,122602950,55,33,133,123
"8",122658935,122661535,55,78,173,143
"8",122672700,122676678,123,111,270,190
"8",122720103,122723803,77,77,229,178
"8",122732615,122734151,76,80,116,68
"8",122755526,122761823,267,247,465,342
"8",122777519,122781525,133,165,285,235
"8",122791909,122795837,148,154,335,200
"8",122994186,122997748,261,224,351,246
"8",123154211,123161461,370,402,608,410
"8",123272085,123278255,225,197,477,367
"8",123416261,123419790,92,109,288,195
"8",123486228,123491004,258,234,408,318
"8",123516133,123518096,61,51,231,169
"8",123534562,123545295,280,268,894,640
"8",123668091,123672345,152,138,488,345
"8",123684947,123689001,156,131,362,278
"8",123763370,123769434,176,158,454,285
"8",124036214,124042269,337,283,704,507
"8",124043197,124050528,194,149,514,443
"8",124143826,124148496,132,113,380,234
"8",124190443,124198350,186,162,464,355
"8",124199253,124204660,238,244,577,410
"8",124227498,124229993,73,85,209,170
"8",124237047,124239018,73,84,229,149
"8",124270459,124275740,119,111,418,295
"8",124370690,124379259,235,242,514,330
"8",124424454,124430534,242,211,393,293
"8",124604627,124631958,1164,1152,2118,1445
"8",124856501,124859145,99,102,227,148
"8",124885780,124890362,149,122,254,187
"8",124997150,125001908,178,179,385,261
"8",125118207,125119442,34,19,91,71
"8",125270053,125271855,28,31,150,129
"8",125332448,125337284,122,95,455,368
"8",125341194,125343320,48,42,210,131
"8",125361982,125363235,60,41,171,103
"8",125378828,125380632,44,53,207,147
"8",125385776,125393190,300,284,622,382
"8",125409743,125423174,559,502,1370,963
"8",125424332,125436369,467,448,1113,703
"8",125509563,125515212,322,302,589,369
"8",125523997,125532968,218,192,706,521
"8",125543726,125547806,132,146,498,334
"8",125553052,125560036,280,245,701,542
"8",125589626,125610507,685,609,1528,1035
"8",125654162,125661961,230,225,656,481
"8",125663200,125666357,133,118,261,196
"8",126374359,126377569,92,71,205,164
"8",126553830,126560240,304,265,542,358
"8",127034665,127039991,155,133,376,299
"8",127079986,127081807,12,15,104,93
"8",127282214,127284253,61,63,190,139
"8",127637783,127639738,49,47,124,99
"8",127666563,127673200,295,311,806,624
"8",127674108,127682339,348,363,554,416
"8",127731681,127743909,498,485,1348,1004
"8",127792793,127803849,313,309,927,577
"8",127808643,127812460,98,96,425,317
"8",127845262,127856341,525,460,1324,975
"8",127858872,127861963,118,104,302,193
"8",127883072,127885417,112,105,246,162
"8",127888209,127895047,403,395,656,449
"8",127898363,127902735,180,178,541,346
"8",127904411,127914763,402,378,1295,898
"8",127915683,127921362,334,360,999,739
"8",127925868,127929152,220,220,527,419
"8",127930009,127952754,938,901,2306,1582
"8",127963019,127974224,387,334,915,647
"8",128023929,128029074,340,325,635,414
"8",128030718,128043617,506,471,1074,667
"8",128055822,128060647,135,107,430,320
"8",128075568,128079665,70,77,423,342
"8",128100465,128110558,252,226,772,533
"8",128160476,128178385,388,362,1605,1199
"8",128181545,128187684,136,117,505,427
"8",128321322,128325303,80,64,267,246
"8",128329691,128334026,240,203,257,201
"8",128389951,128391709,50,37,228,192
"8",128539640,128542635,73,68,249,174
"8",128553838,128558277,110,96,333,266
"8",128786551,128790224,53,56,214,201
"8",128793037,128795559,74,73,179,141
"8",128897957,128901285,137,125,297,211
"8",128935076,128939880,247,261,289,224
"8",129118591,129119808,49,67,140,141
"8",129625940,129630375,152,160,351,262
"8",129707682,129711798,159,152,423,328
"8",129938218,129943244,104,103,265,270
"8",129983574,129987389,225,237,424,263
"8",129993964,130001299,231,232,620,434
"8",130041032,130043129,47,60,181,119
"8",130133749,130137278,141,130,194,144
"8",130262832,130267874,80,87,396,317
"8",130356158,130362304,229,207,467,308
"8",130439833,130450890,465,392,880,648
"8",130456267,130458418,77,74,198,154
"8",130501650,130504184,66,41,200,141
"8",130511191,130521893,411,365,986,656
"8",130539923,130542810,37,53,182,133
"8",130648064,130653282,81,96,366,306
"8",130671497,130676135,138,124,390,271
"8",130692167,130694214,74,58,198,133
"8",130727054,130729586,101,91,295,217
"8",130747658,130752051,206,202,280,200
"8",130800583,130804500,153,149,277,221
"8",130902260,130905782,73,79,244,209
"8",131037045,131043920,397,369,465,316
"8",131816198,131818546,33,28,147,150
"8",131841430,131844183,24,32,207,194
"8",131856634,131862561,150,166,529,416
"8",132190568,132194531,176,168,215,162
"8",132477528,132483022,367,343,327,199
"8",132993986,132996333,76,68,192,135
"8",132997308,133002832,177,154,420,316
"8",133015580,133034238,888,882,1843,1337
"8",133035945,133082808,1921,1779,3996,2647
"8",133087284,133125449,1854,1805,3586,2378
"8",133149326,133155277,197,219,653,438
"8",133160417,133168534,156,137,548,401
"8",133173489,133188661,576,508,1222,832
"8",133189509,133213333,1563,1561,2462,1495
"8",133214622,133221371,386,391,931,663
"8",133283640,133300555,685,757,1226,714
"8",133348182,133363705,558,528,1259,864
"8",133367182,133378879,455,451,916,534
"8",133381918,133391440,303,267,943,708
"8",133445728,133457574,965,874,1369,831
"8",133484147,133486807,148,127,235,157
"8",133494534,133505265,417,380,817,543
"8",133550323,133562069,631,596,1162,857
"8",133563890,133576375,593,628,1254,787
"8",133641495,133646201,161,185,355,258
"8",133672949,133675835,68,70,268,191
"8",133685741,133690882,133,138,383,273
"8",133814105,133820127,181,166,364,254
"8",133833243,133838972,184,193,473,395
"8",133881408,133884263,76,73,260,232
"8",134690305,134693261,86,84,201,137
"8",134745175,134746899,48,41,124,90
"8",134891915,134893252,44,47,95,99
"8",135004082,135006622,114,126,198,149
"8",135185927,135188459,93,106,316,245
"8",135450772,135460425,515,478,741,489
"8",135470404,135473938,69,73,277,190
"8",135515513,135516778,22,20,151,121
"8",135701011,135702483,70,67,207,158
"8",135721587,135734073,618,602,884,562
"8",135753293,135760396,460,383,618,418
"8",135762103,135764738,79,73,138,111
"8",137148283,137150618,50,53,243,198
"8",137155578,137157094,34,26,152,111
"8",137333491,137335252,43,52,136,114
"8",138694259,138700785,223,228,281,211
"8",138911030,138915589,148,158,159,99
"8",138933515,138937254,184,182,190,150
"8",139209081,139216582,277,245,577,448
"8",139274293,139282690,496,468,835,552
"8",139622026,139659649,2238,2095,2070,1336
"8",139697587,139716787,1247,1195,977,639
"8",139861880,139866875,426,372,244,141
"8",139873403,139885999,696,668,680,462
"8",139950946,139953147,97,94,170,100
"8",140093192,140100977,627,570,682,406
"8",140126810,140132725,239,212,421,272
"8",140158739,140160022,50,57,85,64
"8",140237651,140244026,258,218,427,302
"8",140256795,140266232,391,370,562,352
"8",140297044,140305094,277,282,538,388
"8",140308958,140313821,181,151,479,328
"8",140393757,140396599,116,108,213,147
"8",140463139,140466001,112,115,205,154
"8",140469304,140472330,96,115,179,159
"8",140586111,140595168,497,480,886,629
"8",140596684,140602009,447,368,525,367
"8",140614551,140622277,357,349,614,404
"8",140623372,140630795,412,392,538,310
"8",140635632,140639965,204,156,290,207
"8",140645883,140646979,52,35,122,85
"8",140704393,140706307,69,74,208,167
"8",140817324,140818546,27,29,102,118
"8",140834035,140836549,55,58,260,197
"8",140955304,140958386,61,48,231,188
"8",140999147,141008108,372,325,771,521
"8",141026171,141033438,288,303,615,501
"8",141034339,141047941,1064,1032,2257,1438
"8",141055002,141062890,523,472,633,361
"8",141067327,141080409,708,657,996,647
"8",141081450,141097655,914,882,1040,621
"8",141099506,141114239,704,769,783,546
"8",141115084,141124934,668,632,894,520
"8",141126172,141128276,92,79,168,115
"8",141129185,141134079,244,211,346,256
"8",141146923,141148504,140,105,213,116
"8",141149441,141161854,478,456,883,598
"8",141164038,141191597,1652,1591,2045,1331
"8",141225114,141245848,1174,1202,1556,954
"8",141264039,141296034,1993,1940,1918,1188
"8",141446279,141452888,608,543,439,246
"8",141504395,141550414,2616,2520,2207,1449
"8",141551595,141554461,247,206,235,156
"8",141592851,141630976,2230,2038,2240,1409
"8",141714348,141742815,1666,1575,1224,793
"8",142033018,142036137,127,152,162,116
"8",142087140,142110146,1528,1433,1793,1060
"8",142110953,142115654,352,339,482,294
"8",142116996,142150178,2245,2269,2394,1527
"8",142164571,142207057,3416,3231,4019,2509
"8",142208121,142221581,915,922,1006,572
"8",142223872,142239930,1008,941,1031,627
"8",142244586,142255315,788,784,656,492
"8",142287960,142300788,850,870,907,538
"8",142391237,142413349,1616,1671,1313,771
"8",142502691,142519548,1394,1391,943,549
"8",142520790,142555625,3026,2934,2310,1372
"8",142564318,142592600,2801,2718,2615,1670
"8",142594179,142628990,3963,3944,3244,1974
"8",142629949,142641799,944,907,790,455
"8",142674442,142684958,884,894,907,530
"8",142732444,142743386,1019,958,793,471
"8",142745432,142758887,1230,1092,764,467
"8",142761599,142778632,1905,1787,1281,768
"8",142781110,142791528,1282,1266,760,456
"8",142792771,142813103,1454,1380,1052,657
"8",142813434,142825291,879,861,785,489
"8",142838344,142843331,359,344,345,264
"8",142844666,142846039,69,59,109,88
"8",142864941,142867238,151,114,168,112
"8",142920050,142927047,468,421,444,277
"8",142950683,142954938,190,190,336,232
"8",142983145,142986745,149,158,227,140
"8",143011942,143014553,186,176,193,107
"8",143015896,143030226,1174,1112,973,559
"8",143037057,143055884,998,922,926,648
"8",143075508,143083899,516,487,478,281
"8",143123316,143162204,2530,2272,2410,1456
"8",143168633,143180280,720,751,812,528
"8",143181133,143198055,1106,1139,1142,706
"8",143199411,143204822,383,392,363,265
"8",143206766,143242171,3118,3108,2552,1649
"8",143257098,143279962,1549,1501,1376,793
"8",143280866,143291770,612,623,563,378
"8",143308437,143312166,167,175,242,152
"8",143326204,143336219,567,604,496,367
"8",143337225,143341683,316,271,228,181
"8",143343304,143351122,486,397,459,321
"8",143357550,143361780,265,271,209,143
"8",143362763,143372895,872,967,728,511
"8",143373952,143410257,4672,4595,3155,1938
"8",143416848,143443000,2539,2428,1687,998
"8",143549375,143586186,2798,2784,2319,1402
"8",143591272,143619462,1962,1829,1664,974
"8",143707904,143714649,380,341,285,214
"8",143716093,143746582,3168,3035,2089,1236
"8",143754535,143777099,1008,1037,958,673
"8",143798794,143831865,1992,1892,2053,1249
"8",143834739,143849462,940,904,835,529
"8",143850379,143854210,211,196,203,136
"8",143866498,143895323,3370,3250,1932,1157
"8",143901015,143904995,268,255,306,188
"8",143924284,143959751,3971,3939,2997,1688
"8",143968966,143978937,1700,1504,1459,837
"8",143982485,143999361,1131,1188,1198,735
"8",144003342,144010406,493,423,506,307
"8",144011276,144026289,1058,1076,1159,797
"8",144033667,144070301,2919,2869,2200,1334
"8",144076034,144087761,673,640,810,510
"8",144094294,144100825,430,421,485,279
"8",144101799,144117953,1064,1065,910,556
"8",144183984,144192948,402,408,494,306
"8",144246407,144252390,457,438,420,281
"8",144253258,144280466,2790,2606,2047,1115
"8",144288672,144292823,217,205,326,172
"8",144308350,144346166,3724,3546,2830,1711
"8",144347295,144364045,1391,1314,1088,691
"8",144368892,144380269,748,692,599,408
"8",144388868,144402154,823,822,703,387
"8",144405598,144419355,971,925,769,468
"8",144643981,144648319,171,151,319,194
"8",144683915,144686906,183,201,296,187
"8",144753809,144759140,202,202,302,209
"8",144784998,144794269,575,630,773,455
"8",144802443,144805414,202,193,213,184
"8",144819314,144831251,836,815,875,496
"8",144834277,144842111,318,295,493,358
"8",144846984,144855591,454,376,582,389
"8",144900240,144905312,299,256,488,336
"9",223346,226614,71,48,148,120
"9",296826,298061,58,49,120,105
"9",418833,421145,117,109,224,182
"9",462592,464531,59,68,181,160
"9",613403,614861,38,39,137,98
"9",693266,697118,92,84,422,324
"9",892217,895386,94,108,194,107
"9",1007579,1011669,230,187,287,207
"9",2014800,2018254,112,108,215,120
"9",2258905,2261980,95,84,278,246
"9",2559274,2560913,85,89,339,287
"9",2570587,2572549,32,44,195,173
"9",2573995,2575678,27,29,147,120
"9",2617924,2625797,232,177,536,384
"9",2654611,2656037,23,22,108,101
"9",3750471,3751909,30,28,100,91
"9",3879789,3882553,49,47,184,132
"9",3904710,3907862,83,61,229,137
"9",3968897,3972519,50,42,307,215
"9",4296415,4303198,118,111,540,414
"9",4333990,4336542,53,39,180,152
"9",4791750,4795056,121,103,227,162
"9",4832849,4834691,45,40,142,104
"9",4901341,4902517,111,90,46,26
"9",4983725,4986238,103,95,168,123
"9",5487955,5489995,30,30,98,83
"9",5548698,5551901,44,49,169,141
"9",5886077,5888256,111,92,198,150
"9",6006946,6008763,51,44,124,66
"9",6787725,6789184,60,64,171,126
"9",6954764,6957094,66,85,164,127
"9",7438311,7440381,33,32,159,95
"9",12774873,12776905,36,42,146,106
"9",13264881,13266590,29,22,105,87
"9",13749836,13751177,32,22,124,114
"9",13942848,13944757,31,35,124,94
"9",14081016,14082484,45,51,131,113
"9",14237553,14239594,42,33,193,169
"9",14465589,14467296,72,76,141,92
"9",15103370,15105215,65,58,132,90
"9",15134733,15137132,105,79,147,86
"9",15141044,15143334,59,63,93,91
"9",15997274,16001095,94,100,275,175
"9",16027650,16034748,419,365,760,570
"9",16191134,16193369,87,87,198,137
"9",16203447,16205089,56,52,116,92
"9",16319639,16323307,86,134,207,151
"9",16341230,16345134,103,96,304,238
"9",16417013,16419902,169,173,191,152
"9",16514133,16516427,52,39,113,99
"9",16625314,16628740,105,150,450,349
"9",16704223,16706501,70,74,279,232
"9",16725760,16730722,97,103,329,197
"9",16959230,16962226,42,37,147,105
"9",18258795,18261657,96,95,249,170
"9",18489874,18491292,33,25,141,131
"9",18610987,18612558,22,34,95,75
"9",18887758,18891327,122,106,363,266
"9",18905204,18907469,98,96,233,165
"9",19924316,19929153,211,181,338,220
"9",19998394,20000202,50,49,134,115
"9",21390666,21393779,116,80,166,149
"9",21830448,21834041,31,27,218,199
"9",23769098,23770268,51,42,66,72
"9",23823989,23827338,150,128,279,198
"9",27124285,27127155,83,71,254,183
"9",27527133,27531134,261,208,297,184
"9",31136500,31138104,45,62,133,110
"9",32393935,32396687,71,63,218,167
"9",32740877,32743001,76,71,204,197
"9",33101202,33104813,104,114,315,206
"9",33262857,33265627,85,97,229,171
"9",33414017,33420585,372,406,398,278
"9",33433599,33451357,1078,955,1041,683
"9",34372544,34377395,217,259,306,222
"9",34437233,34438961,75,72,120,100
"9",34489329,34526015,2252,2041,2613,1867
"9",34620094,34639228,1280,1278,1231,871
"9",34644700,34669722,1938,1875,1605,1066
"9",34674816,34677913,136,130,150,118
"9",34699164,34702564,182,163,218,142
"9",34897779,34900809,131,111,145,117
"9",34968612,34998383,1529,1396,2122,1362
"9",35105134,35117252,459,435,859,586
"9",35364444,35367980,111,113,268,186
"9",35603613,35621770,1012,1008,1113,789
"9",35672741,35676820,193,164,250,170
"9",35726877,35733939,204,201,694,454
"9",35736018,35742157,290,226,393,267
"9",35789664,35794538,199,179,299,187
"9",35810112,35812470,134,136,186,124
"9",35813542,35815731,84,78,152,120
"9",35824356,35826833,121,128,176,144
"9",35962104,35963361,95,66,131,66
"9",36036017,36038128,53,45,151,102
"9",36100748,36103576,38,37,165,140
"9",36134686,36152435,1093,1018,1657,1118
"9",36190096,36194014,97,78,270,207
"9",36257906,36259181,52,53,136,86
"9",36314447,36319662,166,154,364,239
"9",36419307,36420791,32,35,103,114
"9",36870759,36883137,723,700,1044,663
"9",36888162,36914858,1589,1476,2564,1646
"9",36979142,36982878,175,140,281,179
"9",36983884,37005752,1065,997,1633,1053
"9",37010190,37015326,257,241,356,212
"9",37019479,37039609,1345,1322,1413,946
"9",37078656,37080619,84,80,122,80
"9",37422018,37423250,72,52,107,68
"9",37485385,37488661,150,167,374,244
"9",37647835,37664392,951,897,1087,805
"9",37674997,37680325,267,226,373,282
"9",37913551,37932008,1003,922,1666,1032
"9",37936924,37959896,1201,1219,2554,1569
"9",37963231,37972949,294,312,887,573
"9",37994700,38020825,969,951,2206,1503
"9",38021726,38030566,403,377,945,637
"9",38031662,38049906,702,700,1651,1115
"9",38060891,38072528,412,388,867,557
"9",38139095,38143279,133,144,332,232
"9",38224957,38228335,124,93,246,192
"9",38308753,38313772,270,255,459,295
"9",38334400,38349298,703,661,926,690
"9",38354205,38364981,471,500,748,470
"9",38387736,38393488,278,254,361,261
"9",38689733,38691385,58,61,99,97
"9",68998904,69000077,66,58,83,61
"9",69670595,69674443,178,192,280,179
"9",70043510,70047113,162,174,381,257
"9",70048055,70050435,92,64,198,154
"9",70119755,70122425,60,58,237,154
"9",70902322,70903452,39,48,168,125
"9",71446157,71447882,123,115,131,79
"9",71763887,71770826,168,176,533,359
"9",72585726,72587211,40,34,119,95
"9",75447421,75448820,40,32,96,71
"9",75450598,75452053,58,67,166,122
"9",76350578,76356455,151,120,453,375
"9",76372735,76375556,48,43,186,109
"9",76687793,76689246,37,31,118,108
"9",76817133,76818991,25,28,142,140
"9",76904794,76908107,165,184,266,190
"9",77015338,77021183,343,322,235,155
"9",77456942,77458432,42,52,106,63
"9",78436762,78440813,136,113,203,157
"9",78538635,78542262,86,81,214,160
"9",79255090,79259181,238,207,351,251
"9",79570183,79572058,77,71,125,94
"9",81082142,81084369,25,23,131,125
"9",81389305,81391762,72,55,252,195
"9",81490370,81495469,125,138,319,237
"9",81562328,81563943,45,45,164,124
"9",81686153,81688168,41,51,163,131
"9",81786840,81788526,25,25,113,98
"9",82488450,82490741,113,126,213,171
"9",83280171,83282299,46,40,181,126
"9",83298423,83301456,99,81,231,160
"9",83304455,83306549,82,82,197,134
"9",83536377,83539569,148,155,259,180
"9",84667047,84672600,281,301,341,200
"9",84850754,84853951,105,106,163,130
"9",84862751,84864229,38,46,91,57
"9",84967111,84971751,175,154,303,225
"9",84990364,84993742,170,180,228,180
"9",84996016,84998985,147,133,198,167
"9",85212277,85214486,33,37,152,113
"9",85423699,85434238,644,561,435,311
"9",86126522,86127906,70,71,220,175
"9",86278995,86283635,71,79,267,179
"9",86405725,86409553,101,69,237,195
"9",86423444,86426117,71,87,234,185
"9",86947403,86949644,54,60,135,85
"9",87662922,87664989,102,112,147,90
"9",88398962,88400550,22,31,141,115
"9",88651270,88652836,44,29,150,98
"9",88745871,88749201,86,74,234,170
"9",88775106,88778672,78,80,294,199
"9",88817762,88820371,52,55,154,112
"9",88952605,88955746,121,149,309,196
"9",89020277,89025507,174,187,412,266
"9",89153425,89155256,60,46,155,116
"9",89548371,89549463,38,41,57,45
"9",89588735,89599042,515,500,649,397
"9",89600150,89607527,357,403,584,342
"9",89629469,89636228,327,317,333,278
"9",90044066,90045925,37,36,94,78
"9",90102265,90105274,130,114,141,103
"9",90910244,90916077,314,317,337,216
"9",90941803,90944639,116,104,178,119
"9",91069689,91072344,108,78,193,115
"9",91159721,91166513,414,381,617,389
"9",91177133,91182740,311,268,524,365
"9",91755168,91759520,127,140,201,120
"9",91809387,91811924,170,132,132,80
"9",92633919,92636425,70,82,168,118
"9",93094291,93100258,327,345,468,332
"9",93118041,93140314,1395,1289,1358,808
"9",93158956,93165422,243,235,278,187
"9",93177774,93193626,979,974,906,551
"9",93195946,93208163,779,758,742,476
"9",93222551,93226331,199,212,384,277
"9",93228132,93248782,1299,1214,1454,916
"9",93297014,93309147,763,755,706,443
"9",93577546,93580243,140,141,182,122
"9",93679347,93687590,400,440,446,267
"9",94096810,94100381,66,49,247,176
"9",94552874,94554961,133,134,166,107
"9",94680203,94681908,40,36,107,76
"9",94995359,94997057,32,37,103,76
"9",95017293,95019098,18,26,114,113
"9",95023180,95026695,44,33,253,194
"9",95081132,95108505,1032,1162,2433,1556
"9",95125795,95130043,96,72,165,118
"9",95459415,95465366,272,251,363,198
"9",95782509,95784949,65,71,149,93
"9",95814882,95817471,81,86,197,161
"9",95822424,95824018,96,101,234,170
"9",96071299,96074362,153,160,192,128
"9",96116165,96118126,102,118,124,102
"9",96148980,96152997,140,139,224,178
"9",96232356,96251495,1223,1121,945,689
"9",96611395,96613671,84,59,182,153
"9",96856718,96860572,146,120,241,227
"9",97037217,97039868,112,114,136,79
"9",97290450,97295616,238,247,477,392
