"seqnames","start","end","width","strand","Conc","Conc_YAF","Conc_GFP","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr19",44889917,44898824,8908,"*",8.15641039990147,8.12049189699626,8.19145632707498,-0.0519151472862732,0.784802512833765,0.854040277467443,"Promoter (<=1kb)",19,44890569,44891525,957,1,"10452","ENST00000589253.1",0
"chr20",46040149,46066338,26190,"*",9.68397763097129,9.71410529932382,9.65320736614738,0.049607250092751,0.784985176264521,0.854121683269956,"Promoter (<=1kb)",20,46043193,46043864,672,1,"57468","ENST00000608594.2",0
"chr9",95444255,95465753,21499,"*",9.31873344089644,9.28576861119416,9.35096183721701,-0.0504162144481074,0.785236013138015,0.854205365732606,"Promoter (<=1kb)",9,95443412,95449936,6525,2,"5727","ENST00000546744.5",0
"chr7",149243660,149273991,30332,"*",9.88496364295885,9.91508332404298,9.85420170972567,0.049486536581393,0.785277820751783,0.854205365732606,"Promoter (<=1kb)",7,149262196,149284988,22793,1,"100289678","ENST00000434415.6",0
"chr17",44597328,44640100,42773,"*",11.0717623618823,11.0413602224032,11.1015370323084,-0.0483696217628848,0.785493319959925,0.854269817844983,"Exon (ENST00000604227.1/ENST00000604227.1, exon 2 of 2)",17,44646364,44650349,3986,2,"101927017","ENST00000589259.1",10249
"chr20",41329060,41332843,3784,"*",7.00806530031242,7.06146339789633,6.9526145761255,0.0669128331932952,0.785552824036768,0.854269817844983,"Exon (ENST00000438914.1/ENST00000438914.1, exon 1 of 1)",20,41340821,41360582,19762,1,"64900","ENST00000373257.8",-7978
"chr20",44688149,44763834,75686,"*",12.0838650811007,12.0524681608413,12.1145932480566,-0.049435637226414,0.785881771555274,0.854510194829908,"Promoter (<=1kb)",20,44694892,44738896,44005,2,"106144538","ENST00000427598.5",0
"chr10",46214333,46242616,28284,"*",10.3126673571406,10.2816421545802,10.3430393836661,-0.0487813178859974,0.786151748470413,0.854625852021122,"Exon (ENST00000604933.2/100996567, exon 14 of 14)",10,46233885,46273557,39673,2,"100996567","ENST00000604933.2",30941
"chr10",78156981,78206552,49572,"*",11.1931061097997,11.2231189917219,11.1624555706682,0.0489205305548577,0.786367259088465,0.854625852021122,"Promoter (<=1kb)",10,78179174,78527338,348165,1,"105378375","ENST00000634930.1",0
"chr11",65285692,65335856,50165,"*",10.9054482112506,10.8752872728534,10.9349914965933,-0.0480220920429681,0.786372346072619,0.854625852021122,"Promoter (<=1kb)",11,65314866,65322417,7552,1,"10435","ENST00000279249.3",0
"chr17",40732995,40746938,13944,"*",8.82942288253436,8.85681056169298,8.80150520657301,0.0465794693127586,0.786540415486127,0.854625852021122,"Distal Intergenic",17,40748021,40755331,7311,2,"147183","ENST00000312150.5",8393
"chr17",56793058,56838691,45634,"*",10.5306164585012,10.5615690734601,10.4989851767152,0.050068441437696,0.786564610282945,0.854625852021122,"Promoter (<=1kb)",17,56791913,56795292,3380,2,"339210","ENST00000570754.5",0
"chr20",38917063,38939285,22223,"*",9.40428709797017,9.37148992950722,9.4363552225646,-0.0500075869869287,0.786673704437103,0.854625852021122,"Promoter (<=1kb)",20,38926312,38953106,26795,1,"81610","ENST00000619304.4",0
"chr14",74972369,74989614,17246,"*",9.26606782635694,9.23432722117942,9.29712511590295,-0.0489848556373519,0.786803586863762,0.854625852021122,"Distal Intergenic",14,75002921,75012366,9446,1,"8892","ENST00000266126.10",-13307
"chr10",48735834,48746239,10406,"*",8.59949182349649,8.56945630983741,8.62891475846815,-0.0468915137234671,0.786955687557161,0.854625852021122,"3' UTR",10,48684876,48736242,51367,1,"57705","ENST00000360890.6",50958
"chr1",27512058,27530682,18625,"*",9.66626703414695,9.63378351489738,9.69803523547603,-0.0498441619548922,0.786959428329085,0.854625852021122,"Promoter (<=1kb)",1,27525805,27530561,4757,1,"105376892","ENST00000443579.1",0
"chr15",40077255,40119529,42275,"*",11.1834197238656,11.2137072393221,11.1524827012881,0.0491006406951183,0.787606284775032,0.855123941554906,"Promoter (<=1kb)",15,40075204,40078704,3501,2,"105370787","ENST00000560376.1",0
"chr1",21231032,21291388,60357,"*",11.2416314864255,11.2719298506295,11.21068314471,0.0491193230573478,0.787634048453275,0.855123941554906,"Promoter (<=1kb)",1,21266082,21267251,1170,1,"124903872","ENST00000416959.1",0
"chr10",48753791,48784315,30525,"*",9.9325696481976,9.96198223696921,9.902544915971,0.0484330108464638,0.787981426032692,0.855383812577504,"Exon (ENST00000325239.12/57705, exon 13 of 62)",10,48802738,48824169,21432,1,"57705","ENST00000374161.7",-18423
"chr1",27081339,27120334,38996,"*",10.4915505818879,10.45909172506,10.5232951946648,-0.0499663669070308,0.788515098505044,0.855825979599115,"Promoter (<=1kb)",1,27098815,27104022,5208,2,"6548","ENST00000374089.5",0
"chr10",79583834,79591710,7877,"*",8.1306370234707,8.15861890756693,8.10210166225398,0.047930878330678,0.788610089715494,0.855825979599115,"Exon (ENST00000402234.2/ENST00000402234.2, exon 1 of 4)",10,79610939,79615440,4502,1,"653509","ENST00000428376.6",-19229
"chr8",83250865,83252088,1224,"*",5.2661098958117,5.31933617419873,5.21084443292129,0.0656970070397896,0.788712968697353,0.855825979599115,"Distal Intergenic",8,83403758,83408900,5143,1,"103352670","ENST00000522365.1",-151670
"chr1",155298748,155328904,30157,"*",9.92505327194746,9.95424686026116,9.8952567158102,0.0481108392160328,0.788922179619018,0.855878576007527,"Promoter (<=1kb)",1,155308748,155320666,11919,1,"2224","ENST00000611010.4",0
"chr1",27289581,27311457,21877,"*",9.59888771294844,9.62776381313822,9.56942182143221,0.0481205288205896,0.788981338527975,0.855878576007527,"Promoter (<=1kb)",1,27305014,27306890,1877,1,"23038","ENST00000472249.2",0
"chr18",8533474,8566084,32611,"*",9.9213378716967,9.89181678012249,9.9502669822225,-0.0469640761916042,0.789085677917787,0.855878576007527,"Exon (ENST00000584733.1/ENST00000584733.1, exon 1 of 2)",18,8609437,8639383,29947,1,"201475","ENST00000649141.2",-43353
"chr10",96500574,96517519,16946,"*",9.21371270610244,9.18408203159853,9.24274704075039,-0.0465065078281707,0.790289950088097,0.857067394514878,"Promoter (<=1kb)",10,96364608,96513926,149319,2,"7093","ENST00000357947.4",0
"chr5",10437940,10476200,38261,"*",10.4996313230179,10.5288620229387,10.4697961053567,0.0478510142177331,0.790704428147161,0.857399475078375,"Promoter (<=1kb)",5,10440983,10441826,844,2,"100505845","ENST00000513037.2",0
"chr8",123993531,123995238,1708,"*",5.8188323287135,5.76745087053238,5.86844659863474,-0.061952976087887,0.790871226451995,0.857462930212671,"Intron (ENST00000522917.5/654463, intron 12 of 40)",8,123984138,124040782,56645,2,"439941","ENST00000518567.1",45544
"chr15",68666217,68690785,24569,"*",9.91755449488815,9.88813476089686,9.94638626551563,-0.0465516189472829,0.791770695884348,0.858293191839557,"Intron (ENST00000261861.10/10391, intron 2 of 11)",15,68631988,68726077,94090,1,"10391","ENST00000543950.3",34229
"chr1",44997351,45021837,24487,"*",9.82965469571988,9.85965839275337,9.79901373586208,0.0488036295834565,0.791853776938983,0.858293191839557,"Promoter (<=1kb)",1,45010950,45015504,4555,1,"7389","ENST00000652165.1",0
"chr19",45546697,45564752,18056,"*",9.19633667782602,9.22514078881042,9.16694574257718,0.047959093158085,0.792531522468673,0.858910240376272,"5' UTR",19,45527767,45584802,57036,2,"80207","ENST00000323060.4",20050
"chr7",55229525,55262953,33429,"*",10.528314949151,10.4969147564031,10.5590462506601,-0.0485304669715035,0.793494986868265,0.859836727012834,"Promoter (<=1kb)",7,55235965,55255635,19671,2,"102725541","ENST00000626532.1",0
"chr15",69779327,69816753,37427,"*",10.4020052712289,10.4304540023245,10.3729842511432,0.0467286680221936,0.794421250603828,0.86072265474507,"Exon (ENST00000647319.1/104472713, exon 10 of 12)",15,69823478,69841485,18008,1,"414926","ENST00000674348.1",-6725
"chr10",79428944,79480540,51597,"*",11.0795999738491,11.1093979323888,11.0491735539331,0.0479570300344729,0.795444638704222,0.861713555936899,"Promoter (<=1kb)",10,79382325,79445624,63300,2,"219654","ENST00000372336.4",0
"chr17",43608194,43655043,46850,"*",11.2835379145555,11.3126275313672,11.2538496613394,0.0471673547667776,0.795616207943158,0.861781527930771,"3' UTR",17,43641379,43661563,20185,2,"4222","ENST00000549132.2",6520
"chr17",31590313,31603732,13420,"*",9.48778239682841,9.5335641415086,9.44050008961059,0.0601466623522639,0.796551139431218,0.862676213505993,"Exon (ENST00000578650.1/ENST00000578650.1, exon 2 of 4)",17,31575411,31575521,111,1,"100126356","ENST00000362317.1",14902
"chr7",155934895,155949232,14338,"*",9.04656207566513,9.01656528441019,9.07594785070071,-0.0465114867262367,0.796791005301485,0.86279853883302,"Promoter (2-3kb)",7,155952030,155966343,14314,1,"389602","ENST00000684576.1",-2798
"chr11",118937231,119002278,65048,"*",11.025846767667,10.9967383170645,11.0543795099498,-0.04609071373762,0.796940672304106,0.86279853883302,"Promoter (<=1kb)",11,118971712,118981264,9553,1,"283150","ENST00000531539.5",0
"chr2",74543974,74569928,25955,"*",9.62119642989759,9.59017184147513,9.65156786787274,-0.0475060112744714,0.797026495479347,0.86279853883302,"Promoter (<=1kb)",2,74549026,74557536,8511,1,"1796","ENST00000409429.5",0
"chr10",46035612,46049062,13451,"*",8.97055928588893,8.94191557212317,8.99864535224102,-0.0449786142159472,0.797099900252857,0.86279853883302,"Promoter (<=1kb)",10,46033307,46046269,12963,2,"4477","ENST00000581478.5",0
"chr11",65806167,65837790,31624,"*",10.1827602510002,10.1536725458001,10.2112730601183,-0.04579959980883,0.797667702149949,0.863295139172536,"Promoter (<=1kb)",11,65826322,65831770,5449,2,"124902693","ENST00000525710.1",0
"chr15",73881317,73912261,30945,"*",10.6800597388063,10.649413650139,10.7100683535076,-0.0473973661231111,0.798227216308081,0.86378263541182,"3' UTR",15,73908071,73919870,11800,2,"100287616","ENST00000565689.5",7609
"chr17",58501877,58547283,45407,"*",11.4030236494637,11.3723364185549,11.4330717114333,-0.0475322251011499,0.798465230625961,0.863922142550483,"Promoter (<=1kb)",17,58519837,58556925,37089,1,"101927688","ENST00000580589.5",0
"chr10",48681218,48687180,5963,"*",7.70434044738244,7.66940180598324,7.73845292628154,-0.0489809393304853,0.798703827773447,0.864062242095345,"Promoter (<=1kb)",10,48684873,48982956,298084,1,"57705","ENST00000325239.12",0
"chr20",25028808,25068434,39627,"*",11.056543413919,11.0247462081415,11.0876548911141,-0.0484779128697005,0.798945347767785,0.864205464960127,"Promoter (<=1kb)",20,25006230,25032706,26477,2,"84532","ENST00000537502.5",0
"chr1",20198760,20244588,45829,"*",10.5249130188838,10.5510601545022,10.4982832366072,0.0436603331321739,0.799699910778914,0.864903522733982,"Promoter (<=1kb)",1,20243095,20244655,1561,1,"105376827","ENST00000435552.1",0
"chr20",32671596,32688975,17380,"*",9.60008602134568,9.62724894439359,9.57240184765289,0.0452467690881652,0.800085936227267,0.865202857979479,"Promoter (<=1kb)",20,32631625,32673941,42317,2,"284805","ENST00000608990.6",0
"chr20",38653606,38683791,30186,"*",9.9659634341397,9.99366524624232,9.93771927675339,0.0455883803844581,0.800209160551141,0.865217960459378,"Distal Intergenic",20,38647063,38651035,3973,1,"343578","ENST00000414158.1",6543
"chr6",102390015,102392259,2245,"*",6.06099204998824,6.01222713497969,6.10816240070331,-0.0583961746430103,0.801155996284583,0.866123458645408,"Distal Intergenic",6,102054133,102070007,15875,1,"2898","ENST00000682328.1",335882
"chr6",125738621,125752554,13934,"*",8.84567608364675,8.81769944766635,8.87312050310564,-0.043860883643235,0.801527639405502,0.866406958292679,"Promoter (<=1kb)",6,125577545,125749180,171636,2,"105377986","ENST00000656901.1",0
"chr1",29589456,29604665,15210,"*",9.17980287073431,9.14925029490047,9.20972181693608,-0.0463252939772587,0.801988045480637,0.866734494746791,"Distal Intergenic",1,29329620,29350114,20495,2,"101928460","ENST00000417651.1",-239342
"chr7",140504195,140529240,25046,"*",10.3509427046447,10.3785482674754,10.3227985954683,0.0452566284020214,0.802049548870373,0.866734494746791,"3' UTR",7,140459929,140479536,19608,2,"23608","ENST00000481705.1",-24659
"chr10",79481698,79504034,22337,"*",9.95082593677656,9.92126369151182,9.97979456588689,-0.045736232293428,0.802627620760599,0.867240841697801,"Exon (ENST00000557620.2/ENST00000557620.2, exon 1 of 1)",10,79507694,79510560,2867,2,"729815","ENST00000618258.1",6526
"chr1",182077804,182099111,21308,"*",9.36140764665365,9.38854914578883,9.33374572669204,0.0452033707823075,0.802824372503161,0.867244433033431,"Exon (ENST00000428646.1/ENST00000428646.1, exon 1 of 3)",1,182062677,182069253,6577,2,"127665","ENST00000411509.1",-8551
"chr3",113889684,113891215,1532,"*",5.51882211850816,5.56231092894132,5.47398152100456,0.0607354255104157,0.802894951743925,0.867244433033431,"Promoter (<=1kb)",3,113890625,113945770,55146,1,"54762","ENST00000472026.5",0
"chr17",44898266,44936509,38244,"*",11.3410188088779,11.3703785561393,11.311049138577,0.046806110414057,0.802959487687981,0.867244433033431,"Promoter (<=1kb)",17,44903433,44905390,1958,1,"100528020","ENST00000331733.5",0
"chr15",73667785,73680259,12475,"*",8.73156802737595,8.75683783962586,8.70584769377813,0.043166602342528,0.803885873158922,0.868126582509956,"Distal Intergenic",15,73683966,73702573,18608,1,"80381","ENST00000567189.5",-3707
"chr1",114794007,114803472,9466,"*",8.46320074437973,8.48842598691144,8.4375265824743,0.0434256513231533,0.803999882296391,0.868131315503834,"Distal Intergenic",1,114779107,114780685,1579,2,"80143","ENST00000466657.1",-13322
"chr1",15087010,15109695,22686,"*",9.79252093982811,9.76405339928515,9.82043760573486,-0.0445134012190469,0.804128280860501,0.868151582295066,"Exon (ENST00000636203.1/23254, exon 11 of 17)",1,15111869,15152458,40590,2,"200197","ENST00000404665.4",42763
"chr7",16753417,16756903,3487,"*",6.78235297237087,6.81587733258791,6.74803102549417,0.0521158692973341,0.804398910728899,0.868207400438507,"Promoter (<=1kb)",7,16753755,16784536,30782,1,"27075","ENST00000262067.5",0
"chr7",99953142,100019259,66118,"*",10.9242721494257,10.8978653661342,10.9502042637954,-0.0427218227129258,0.804399254579786,0.868207400438507,"Promoter (<=1kb)",7,99997690,100011634,13945,1,"105375423","ENST00000671037.1",0
"chr11",45313427,45344308,30882,"*",9.89752204367297,9.92434035803586,9.87019574476961,0.0444383707416601,0.804524533839514,0.868224282294237,"Distal Intergenic",11,45355371,45366121,10751,1,"101928812","ENST00000524410.1",-11063
"chr2",95071817,95083918,12102,"*",8.84862167120452,8.8190128911628,8.87763498352418,-0.0449869746213356,0.806227916229915,0.869756162709809,"Promoter (<=1kb)",2,95067074,95076900,9827,2,"124907857","ENST00000657998.1",0
"chr10",71919248,71929010,9763,"*",8.44293725554776,8.4677294332857,8.41771157298176,0.0420798007782617,0.806326188707191,0.869756162709809,"Distal Intergenic",10,71964395,72013558,49164,1,"9469","ENST00000373115.5",-35385
"chr1",156046626,156131244,84619,"*",11.6427016621267,11.6701758463931,11.6146940950285,0.0445192090369991,0.806393608935342,0.869756162709809,"Promoter (<=1kb)",1,156054782,156058506,3725,1,"28956","ENST00000368305.9",0
"chr11",116204836,116230230,25395,"*",9.62664115070148,9.65239522695721,9.60041895988028,0.0429368806702736,0.806460213010912,0.869756162709809,"Distal Intergenic",11,116496568,116500650,4083,2,"109729162","ENST00000452629.2",270420
"chr1",202096142,202139271,43130,"*",10.6107564065651,10.6374883907665,10.583519733911,0.0438641957469686,0.80649318130801,0.869756162709809,"Promoter (<=1kb)",1,202134383,202135608,1226,2,"127829","ENST00000491358.1",0
"chr15",66829901,66866809,36909,"*",10.8388350958892,10.8673543901779,10.8097406413244,0.0456418010655946,0.80785355182843,0.871104612871642,"Exon (ENST00000617013.1/ENST00000617013.1, exon 1 of 1)",15,66931537,66956518,24982,2,"102723481","ENST00000558436.2",89709
"chr1",43252946,43258840,5895,"*",7.65076590230228,7.6784975468878,7.62249073218774,0.0461529622338233,0.807995125387011,0.871138651863817,"Promoter (2-3kb)",1,43194684,43250391,55708,2,"105378685","ENST00000474566.1",-2555
"chr16",66413750,66463417,49668,"*",11.2113548652214,11.1818879167884,11.2402319804386,-0.0454483615608278,0.808187079799459,0.871226992231407,"Promoter (<=1kb)",16,66427295,66482833,55539,1,"146227","ENST00000536005.7",0
"chr6",41304257,41348443,44187,"*",10.8282390077573,10.7992271036753,10.8566789787933,-0.0449456700926929,0.808487669061546,0.871432401156715,"Promoter (<=1kb)",6,41335608,41350889,15282,1,"9436","ENST00000373089.10",0
"chr2",167291532,167296091,4560,"*",7.23588106105713,7.28470360698203,7.18534825489691,0.0597231325142135,0.808978681708941,0.871842975020836,"Promoter (<=1kb)",2,167293001,167874045,581045,1,"8708","ENST00000392690.4",0
"chr17",41952056,41979013,26958,"*",10.12235752317,10.0943674226014,10.1498148996659,-0.0437179728068096,0.8095320882927,0.872320670457191,"Promoter (<=1kb)",17,41966763,41974228,7466,1,"1267","ENST00000472031.1",0
"chr10",73622523,73668211,45689,"*",10.3783696967878,10.3503737436646,10.4058327051508,-0.0436659645260458,0.809917564616913,0.872617305333515,"Promoter (<=1kb)",10,73653980,73675450,21471,1,"105378360","ENST00000668336.1",0
"chr2",73061910,73100471,38562,"*",10.3340521584712,10.360799348167,10.3067997005696,0.0437160778418748,0.810090081942176,0.872684445504025,"Promoter (<=1kb)",2,73053329,73071662,18334,2,"105374800","ENST00000484123.1",0
"chr6",31438761,31447610,8850,"*",8.29849011338214,8.32324495326793,8.27330308484531,0.0427690542400619,0.810530898558826,0.872933183630072,"Promoter (<=1kb)",6,31441667,31446973,5307,1,"101929111","ENST00000430364.1",0
"chr1",155275813,155279969,4157,"*",8.15551208796369,8.18047888970544,8.13010559878272,0.0426531226524732,0.810541444529855,0.872933183630072,"Promoter (<=1kb)",1,155268094,155278491,10398,2,"1196","ENST00000471047.1",0
"chr20",57888311,57925462,37152,"*",10.7561276521675,10.7291374930931,10.7826221342353,-0.0427814321691116,0.810836957342166,0.873132698557603,"Exon (ENST00000582082.1/ENST00000582082.1, exon 1 of 1)",20,58003904,58004648,745,1,"105376992","ENST00000616333.1",-78442
"chr20",40935465,40976267,40803,"*",10.5019173197663,10.5275897589814,10.4757797558862,0.0424388753971277,0.811169193949158,0.873371699100392,"Distal Intergenic",20,41028822,41124487,95666,1,"7150","ENST00000361337.3",-52555
"chr21",41451709,41474332,22624,"*",9.70744682363486,9.73253848228523,9.68191102963672,0.0420092625990312,0.811384916253135,0.873404824131899,"Promoter (<=1kb)",21,41451905,41459199,7295,1,"4599","ENST00000680980.1",0
"chr17",49241505,49270738,29234,"*",9.97164708777037,9.94564419249487,9.99718959687097,-0.0415047251457228,0.811420544404392,0.873404824131899,"Promoter (<=1kb)",17,49248094,49286532,38439,1,"124871","ENST00000659323.1",0
"chr11",118042906,118054008,11103,"*",8.69864427962362,8.72318654674216,8.67367727835857,0.0418765636735505,0.811944859961425,0.87385041397588,"Intron (ENST00000689828.1/100526771, intron 1 of 4)",11,118077012,118119839,42828,1,"56649","ENST00000616579.4",-23004
"chr11",45634684,45689902,55219,"*",11.1846152231317,11.2118982121165,11.1568063204847,0.0438973956043851,0.812284270231818,0.874096906640273,"Promoter (<=1kb)",11,45651529,45652691,1163,1,"124902666","ENST00000525563.1",0
"chr8",101685173,101697227,12055,"*",8.87440481723589,8.90098460017385,8.84732613027285,0.044286970771752,0.812959101039295,0.874601250256316,"Promoter (<=1kb)",8,101688478,101694389,5912,2,"83988","ENST00000522754.1",0
"chr2",15680759,15740806,60048,"*",11.1308597333871,11.1570866860977,11.1041471554047,0.0427433335143569,0.81297383547629,0.874601250256316,"Promoter (<=1kb)",2,15690782,15718961,28180,1,"101926966","ENST00000492352.5",0
"chr17",6397813,6442041,44229,"*",11.1190109560271,11.1453004506685,11.0922334956529,0.042810762450278,0.813200738116572,0.874726520666278,"Promoter (<=1kb)",17,6393693,6435079,41387,2,"23746","ENST00000570584.5",0
"chr10",44843532,44866356,22825,"*",10.2005012381311,10.2272104488249,10.1732882066556,0.0434153070363791,0.813823592376405,0.875277608044106,"Exon (ENST00000660870.1/220980, exon 5 of 6)",10,44811034,44879638,68605,2,"220980","ENST00000670801.1",13282
"chr17",19237405,19238656,1252,"*",5.96612468797296,6.00379032665453,5.92744925881996,0.0548722803769234,0.814463577777579,0.875846968009322,"Promoter (<=1kb)",17,19237416,19283091,45676,1,"22905","ENST00000582234.5",0
"chr15",70625023,70650740,25718,"*",9.81815407002358,9.79351074734878,9.84238350886492,-0.0397672032006774,0.815181428396663,0.876499895651483,"Promoter (<=1kb)",15,70635249,70637314,2066,1,"104548973","ENST00000629082.1",0
"chr7",76306,98853,22548,"*",10.064350725762,10.0924643763761,10.0356783208958,0.0446656800807458,0.81608739628324,0.877354886120958,"Promoter (<=1kb)",7,77038,81178,4141,1,"101929756","ENST00000478759.2",0
"chr20",45980400,45988250,7851,"*",8.24176980261216,8.212575872745,8.27038467149091,-0.0426480741501189,0.816836003577714,0.878040493054421,"Distal Intergenic",20,45948660,45972203,23544,2,"63925","ENST00000322927.3",-8197
"chr11",69590448,69608093,17646,"*",9.14742740912164,9.11993987183206,9.1744010056751,-0.0420914782341946,0.817015823950103,0.878114591457773,"Distal Intergenic",11,69641156,69654474,13319,1,"595","ENST00000227507.3",-33063
"chr9",121438908,121467115,28208,"*",10.0040147321348,9.97836409632126,10.0292172637584,-0.0406266314922055,0.817671640834523,0.878616178755802,"Promoter (<=1kb)",9,121446911,121467922,21012,2,"2681","ENST00000488429.6",807
"chr8",22905496,22933147,27652,"*",10.0184664652578,9.99238232167993,10.044087366685,-0.0410764963428887,0.817704411848752,0.878616178755802,"Promoter (<=1kb)",8,22713251,22927914,214664,2,"157310","ENST00000256404.8",0
"chr10",70636777,70686163,49387,"*",11.2705578080253,11.2953545410194,11.2453274094888,0.0407401399388565,0.818257568614455,0.879054709980851,"Promoter (<=1kb)",10,70672506,70762441,89936,1,"140766","ENST00000373207.2",0
"chr17",67385222,67394116,8895,"*",8.50744039430935,8.48168662317828,8.53274248219289,-0.0400306694367579,0.818334552592352,0.879054709980851,"Promoter (<=1kb)",17,67384983,67385726,744,2,"124904047","ENST00000702655.1",0
"chr15",89724993,89786788,61796,"*",11.3170819125183,11.2896580006974,11.3439942380169,-0.0425813959183493,0.81848838115957,0.879100703974316,"Promoter (<=1kb)",15,89760591,89778754,18164,1,"145873","ENST00000560219.2",0
"chr7",150002017,150006239,4223,"*",7.03367694403093,7.08564934863025,6.97976206352213,0.0584789369662002,0.819998724420457,0.880536877453978,"Exon (ENST00000565102.1/ENST00000565102.1, exon 1 of 2)",7,150033653,150045092,11440,1,"100134040","ENST00000665116.1",-27414
"chr17",74498865,74507168,8304,"*",8.03807246323763,8.0119231995835,8.06375618942996,-0.0403467374325846,0.820047919083608,0.880536877453978,"Distal Intergenic",17,74523153,74531474,8322,2,"124599","ENST00000314401.3",24306
"chr16",50663987,50754864,90878,"*",11.9017834167363,11.9271683042526,11.8759438582793,0.0411610790741028,0.82022006561492,0.880602318276105,"Promoter (<=1kb)",16,50742305,50742377,73,1,"100422972","ENST00000578512.1",0
"chr3",183796986,183842787,45802,"*",10.5069876001353,10.5330435894047,10.4804523541946,0.0420800774612692,0.820508050822288,0.880658516665243,"Promoter (<=1kb)",3,183806457,183809515,3059,2,"100874113","ENST00000425008.3",0
"chr5",50962418,50972908,10491,"*",8.35534992555195,8.37892392535114,8.33138431275426,0.040546207700661,0.820594520546995,0.880658516665243,"Promoter (<=1kb)",5,50969217,50969967,751,2,"100287592","ENST00000513880.2",0
"chr10",124164027,124188330,24304,"*",9.63901855051762,9.61109683388937,9.6664101183659,-0.0423109154057651,0.820680734360174,0.880658516665243,"Distal Intergenic",10,124007668,124093598,85931,2,"51363","ENST00000435907.6",-70429
"chr3",188922986,188932249,9264,"*",8.61499516968804,8.58810347790289,8.64139476172143,-0.0406579890605499,0.820717243716314,0.880658516665243,"Distal Intergenic",3,188947214,189321061,373848,1,"285386","ENST00000433971.5",-14965
"chr17",77821175,77849658,28484,"*",10.4763732932814,10.5014215879827,10.4508824106137,0.0410181828179919,0.821149412055633,0.881002871435925,"Distal Intergenic",17,77879027,77884087,5061,2,"400624","ENST00000374983.3",34429
"chr2",94990446,95069947,79502,"*",11.8753061752818,11.8481609913751,11.9019500244579,-0.0421060671547318,0.821357926448963,0.881049761300866,"Promoter (<=1kb)",2,95025193,95026709,1517,2,"124906046","ENST00000448734.1",0
"chr17",32990031,33030892,40862,"*",10.7101570440967,10.7362748288972,10.683557705605,0.0419976238214472,0.821415631731821,0.881049761300866,"Promoter (<=1kb)",17,32991847,32997877,6031,1,"124912","ENST00000269053.8",0
"chr9",127533414,127581191,47778,"*",11.1476151281129,11.1734062368415,11.1213545453142,0.0414977866868561,0.822394994139641,0.881980763622944,"Promoter (<=1kb)",9,127505339,127578989,73651,2,"64855","ENST00000373314.7",0
"chr11",36246135,36272569,26435,"*",10.0652195601948,10.0896938652801,10.0403228903397,0.0403898937700808,0.822807731343088,0.882192863050043,"3' UTR",11,36274473,36276416,1944,2,"29099","ENST00000533643.1",3847
"chr20",56748132,56777145,29014,"*",9.83036519191315,9.80481732125775,9.85546851067725,-0.0399000925251725,0.822860632153003,0.882192863050043,"Distal Intergenic",20,56630234,56631547,1314,1,"7022","ENST00000416606.1",117898
"chr5",11815590,11816643,1054,"*",4.94100491171723,4.99283789164159,4.88724005886398,0.0575609513108731,0.822926970495097,0.882192863050043,"Intron (ENST00000304623.13/1501, intron 1 of 21)",5,11364857,11903192,538336,2,"1501","ENST00000511278.5",86549
"chr21",42459111,42482843,23733,"*",9.63847705129397,9.61345196777928,9.66307543903311,-0.039292978954191,0.823284963615136,0.882457177432087,"3' UTR",21,42496008,42498203,2196,1,"101930094","ENST00000454800.1",-13165
"chr11",46256581,46313997,57417,"*",11.1844367640675,11.1580936975103,11.2103074291614,-0.0409876407103826,0.824113168704511,0.883225359719992,"Promoter (<=1kb)",11,46256264,46274427,18164,2,"101928919","ENST00000686099.2",0
"chr17",75234446,75257028,22583,"*",9.66868795054874,9.69213834025468,9.64485007776271,0.0393066471480545,0.82431293087134,0.883250076744556,"Promoter (<=1kb)",17,75236600,75240450,3851,2,"23163","ENST00000614198.4",0
"chr1",150959077,150989654,30578,"*",9.94903079136474,9.97361821877742,9.92401705164288,0.0403588502401696,0.824359302591112,0.883250076744556,"Promoter (<=1kb)",1,150960583,150967631,7049,2,"29956","ENST00000482825.7",0
"chrX",6226372,6229626,3255,"*",6.61301269330212,6.57465598250618,6.65037597527588,-0.0473775822549727,0.824918021275952,0.883615187203357,"Promoter (<=1kb)",23,5890032,6227203,337172,2,"57502","ENST00000381093.6",0
"chr9",121544225,121549316,5092,"*",7.83081889282684,7.80105825295299,7.85997800299167,-0.0419258721798468,0.824923232604422,0.883615187203357,"Distal Intergenic",9,121567057,121785528,218472,1,"153090","ENST00000259371.7",-17741
"chr20",57498107,57505183,7077,"*",8.48602040581726,8.46198691782847,8.50966007759716,-0.0380920698634597,0.825313221901033,0.88391336275822,"3' UTR",20,57499554,57524257,24704,2,"140690","ENST00000608440.5",19074
"chr6",42062741,42119742,57002,"*",10.7913622974676,10.8166579641119,10.7656151788572,0.0407030986607399,0.826285668518782,0.884761262927048,"3' UTR",6,42055531,42080830,25300,1,"129685","ENST00000685500.1",7210
"chr10",103436444,103483336,46893,"*",10.5513833461618,10.5253712814051,10.5769347028595,-0.0403545647883557,0.826375985540693,0.884761262927048,"Promoter (<=1kb)",10,103472804,103479240,6437,2,"119395","ENST00000369783.4",0
