"seqnames","start","end","width","strand","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr20",63528464,63571163,42700,"*",-1.22360757617306,1.10494289887844e-07,7.87969792106857e-07,"Promoter (<=1kb)",20,63528001,63537376,9376,2,"5753","ENST00000542869.3",0
"chr15",86875850,86877827,1978,"*",1.05335418922287,1.1055889224635e-07,7.88139772787127e-07,"Intron (ENST00000614907.3/123624, intron 22 of 22)",15,86932880,86946331,13452,1,"105370954","ENST00000560696.1",-55053
"chr9",115022709,115024223,1515,"*",1.34961259534879,1.10840014150095e-07,7.89561530421437e-07,"Exon (ENST00000350763.9/3371, exon 27 of 28)",9,115030257,115035896,5640,2,"3371","ENST00000460345.1",11673
"chr11",2907002,2934922,27921,"*",-1.0829176294233,1.14160165071814e-07,8.11153501162176e-07,"Promoter (<=1kb)",11,2909273,2909818,546,1,"5002","ENST00000498244.1",0
"chr5",72378390,72380687,2298,"*",1.11285284386822,1.17633875178354e-07,8.34574572045182e-07,"Distal Intergenic",5,72335559,72358838,23280,1,"79810","ENST00000460837.2",42831
"chr19",3258699,3260256,1558,"*",-1.11758872368174,1.1806663759504e-07,8.37337602577005e-07,"Intron (ENST00000292672.7/60680, intron 2 of 12)",19,3270614,3290347,19734,1,"60680","ENST00000586050.5",-10358
"chrX",13808107,13809292,1186,"*",1.54250372534088,1.1822273813514e-07,8.38137219056348e-07,"Intron (ENST00000316715.9/2824, intron 1 of 7)",23,13772699,13817069,44371,2,"2824","ENST00000493677.5",7777
"chr1",151494667,151495823,1157,"*",1.27475383391541,1.18932187383977e-07,8.42548911210856e-07,"Distal Intergenic",1,151510510,151519029,8520,1,"57530","ENST00000505188.5",-14687
"chr15",98865981,98867652,1672,"*",1.41054958954596,1.19390746813065e-07,8.45487658658235e-07,"Intron (ENST00000649865.1/3480, intron 2 of 20)",15,98873719,98896889,23171,1,"3480","ENST00000557873.5",-6067
"chr4",74416537,74419439,2903,"*",1.01824165991601,1.20098362970665e-07,8.50187349436787e-07,"Exon (ENST00000508581.1/ENST00000508581.1, exon 2 of 2)",4,74445136,74455005,9870,1,"374","ENST00000395748.8",-25697
"chr9",132225387,132254156,28770,"*",-1.10934150726744,1.20864062345678e-07,8.55294625669468e-07,"Promoter (<=1kb)",9,132240608,132242173,1566,1,"84628","ENST00000490694.1",0
"chr7",71302473,71304714,2242,"*",1.17327867050924,1.23093095923954e-07,8.69794891629314e-07,"Promoter (1-2kb)",7,71300742,71713598,412857,1,"64409","ENST00000467723.1",1731
"chr17",46190596,46195201,4606,"*",1.0341074214427,1.23609027456075e-07,8.72927820885358e-07,"Promoter (<=1kb)",17,46029916,46193429,163514,2,"284058","ENST00000432791.7",0
"chr11",35592427,35593720,1294,"*",1.45485016537313,1.24206517104563e-07,8.76381239117708e-07,"Distal Intergenic",11,35618460,35620865,2406,1,"24147","ENST00000317811.6",-24740
"chr9",91809387,91811924,2538,"*",-1.0035706584809,1.24942066596179e-07,8.80286069061196e-07,"Intron (ENST00000375715.5/4920, intron 1 of 12)",9,91755940,91775781,19842,2,"4920","ENST00000548585.2",-33606
"chr17",82696231,82714184,17954,"*",-1.0137328333412,1.26165557910256e-07,8.88258824136553e-07,"Promoter (<=1kb)",17,82654973,82698698,43726,2,"10966","ENST00000571995.6",0
"chr12",93137535,93139301,1767,"*",1.39609631350178,1.27622737952582e-07,8.97537429187803e-07,"Promoter (<=1kb)",12,93003390,93139132,135743,2,"643339","ENST00000550324.6",0
"chr5",40384330,40386600,2271,"*",1.23972224340771,1.2777843511652e-07,8.98305631311887e-07,"Distal Intergenic",5,40306824,40312905,6082,2,"105374736","ENST00000665809.1",-71425
"chr1",212039860,212041061,1202,"*",1.47900689316096,1.28697975682466e-07,9.04112632219884e-07,"Intron (ENST00000542077.5/51514, intron 1 of 13)",1,212035846,212104594,68749,1,"51514","ENST00000475419.5",4014
"chr21",35563947,35567161,3215,"*",1.06339645949937,1.2994143245835e-07,9.11853979570701e-07,"Intron (ENST00000475045.6/101928269, intron 8 of 12)",21,35372507,35580760,208254,2,"100506403","ENST00000467692.5",13599
"chr9",136520683,136558973,38291,"*",-1.09467035717739,1.30229179992864e-07,9.13541631640799e-07,"Promoter (<=1kb)",9,136546173,136546259,87,2,"100616301","ENST00000582457.1",0
"chr8",144388868,144402154,13287,"*",-1.09600013533194,1.30456994102474e-07,9.14807786355872e-07,"Promoter (<=1kb)",8,144394149,144394230,82,2,"100126351","ENST00000401314.1",0
"chr9",116278335,116281415,3081,"*",1.04545129078027,1.33775481456074e-07,9.36041036189026e-07,"Intron (ENST00000328252.4/5069, intron 9 of 21)",9,116285829,116288769,2941,2,"103611155","ENST00000438048.1",7354
"chr9",106587243,106589746,2504,"*",1.0066400202008,1.35147161062087e-07,9.44954815484027e-07,"Exon (ENST00000637185.1/100996590, exon 3 of 8)",9,106600928,106601022,95,1,"102465995","ENST00000611533.1",-11182
"chr16",48244158,48247539,3382,"*",1.03118205239578,1.35258475446725e-07,9.45391216851605e-07,"Promoter (<=1kb)",16,48244300,48357349,113050,1,"83752","ENST00000285737.9",0
"chr10",132289590,132311669,22080,"*",-1.0101799845527,1.35459715943074e-07,9.46455615586358e-07,"Promoter (<=1kb)",10,132207492,132307214,99723,2,"282974","ENST00000368622.5",0
"chr2",75098938,75100884,1947,"*",1.05754175549267,1.3567102143566e-07,9.47589543864024e-07,"Intron (ENST00000305249.10/6869, intron 2 of 4)",2,75090812,75090914,103,1,"100846995","ENST00000577717.1",8126
"chr9",133564738,133588318,23581,"*",-1.02595310975456,1.36872480306794e-07,9.54601609585589e-07,"Promoter (<=1kb)",9,133577081,133586197,9117,2,"642968","ENST00000496132.2",0
"chr10",122441147,122442422,1276,"*",1.41148003868022,1.37019288327546e-07,9.55280887571741e-07,"Intron (ENST00000650300.1/105378525, intron 2 of 2)",10,122454653,122457352,2700,1,"387715","ENST00000528446.1",-12231
"chr11",64553566,64572923,19358,"*",-1.00260704419312,1.37552603681271e-07,9.58653383911324e-07,"Promoter (<=1kb)",11,64555690,64571527,15838,1,"55867","ENST00000377585.7",0
"chr5",35883234,35885124,1891,"*",1.16186846562264,1.38414865655448e-07,9.64315170348386e-07,"Distal Intergenic",5,35875414,35876434,1021,1,"3575","ENST00000505875.1",7820
"chr8",40201868,40203295,1428,"*",1.69618557724855,1.39358858661079e-07,9.69843345750414e-07,"Distal Intergenic",8,40161458,40172612,11155,1,"105379385","ENST00000520487.1",40410
"chr9",128143758,128154845,11088,"*",-1.0242610967197,1.39463170835697e-07,9.70220036619836e-07,"Promoter (<=1kb)",9,128149071,128153133,4063,1,"3934","ENST00000373017.5",0
"chr2",74893393,74895236,1844,"*",1.17165516298571,1.39561206224389e-07,9.70552805732414e-07,"Downstream (<=300bp)",2,74918148,74932794,14647,1,"102724515","ENST00000435984.1",-22912
"chr12",160730,183013,22284,"*",-1.07651370461219,1.41303712394362e-07,9.8125886196846e-07,"Promoter (<=1kb)",12,164664,166321,1658,2,"105369592","ENST00000540136.1",0
"chr7",1530601,1551100,20500,"*",-1.18520061190158,1.41742656383367e-07,9.83953599949598e-07,"Promoter (<=1kb)",7,1546229,1550930,4702,2,"202915","ENST00000468535.5",0
"chr2",207238562,207241272,2711,"*",1.02112988523602,1.431113907502e-07,9.9309853459211e-07,"Promoter (<=1kb)",2,207239352,207246236,6885,1,"105373853","ENST00000440326.3",0
"chr8",28657175,28660231,3057,"*",1.0364274545044,1.43343785588981e-07,9.93997635147695e-07,"Intron (ENST00000522725.5/2137, intron 2 of 4)",8,28631432,28715610,84179,1,"2137","ENST00000454906.6",25743
"chr15",89550719,89552675,1957,"*",-1.02564795412989,1.44280121751359e-07,1.00013180129761e-06,"Intron (ENST00000559041.1/ENST00000559041.1, intron 1 of 1)",15,89575469,89628023,52555,1,"90381","ENST00000268138.12",-22794
"chr1",3547348,3571929,24582,"*",-1.11015385577859,1.45428161028761e-07,1.00736748017522e-06,"Promoter (<=1kb)",1,3560695,3560790,96,2,"693135","ENST00000385042.1",0
"chr10",62383133,62385209,2077,"*",1.27810881140849,1.45949643569715e-07,1.01025580348489e-06,"Intron (ENST00000395255.7/22891, intron 2 of 4)",10,62375544,62376352,809,1,"22891","ENST00000421210.1",7589
"chr15",38068693,38069922,1230,"*",1.66850414136379,1.46441475525542e-07,1.0125726202916e-06,"Promoter (2-3kb)",15,38071627,38072090,464,2,"107984773","ENST00000560819.1",2168
"chr10",127181474,127182960,1487,"*",-1.11077067576919,1.48689689581054e-07,1.02664920309662e-06,"Intron (ENST00000280333.9/1793, intron 27 of 51)",10,127136194,127177009,40816,2,"642938","ENST00000424811.2",-4465
"chr12",64098815,64099964,1150,"*",1.41585844199471,1.49058305453077e-07,1.02872748420938e-06,"Exon (ENST00000658485.1/105369798, exon 2 of 2)",12,64111811,64116005,4195,1,"57522","ENST00000537585.1",-11847
"chr15",71329139,71331123,1985,"*",1.04733413773819,1.5002099526293e-07,1.03436373089095e-06,"Promoter (<=1kb)",15,71332120,71352460,20341,1,"79875","ENST00000648513.1",-997
"chr20",54228815,54231304,2490,"*",1.23486354833996,1.50501831399349e-07,1.03668715698696e-06,"Distal Intergenic",20,54208428,54214410,5983,1,"5203","ENST00000474326.1",20387
"chr3",49798383,49814172,15790,"*",-1.09769616214748,1.52558299734258e-07,1.04923856590623e-06,"Promoter (<=1kb)",3,49806137,49806245,109,2,"100847079","ENST00000584510.1",0
"chr7",44320165,44330490,10326,"*",-1.00846936185367,1.53086425932881e-07,1.05249639849231e-06,"Promoter (<=1kb)",7,44210019,44325507,115489,2,"816","ENST00000700284.1",0
"chr5",56328007,56330662,2656,"*",1.12365563219327,1.53507939003175e-07,1.05501919116544e-06,"Distal Intergenic",5,56099680,56233330,133651,2,"79722","ENST00000341048.9",-94677
"chr4",70703541,70707039,3499,"*",1.02338886077465,1.53638895009654e-07,1.05554397911217e-06,"Promoter (<=1kb)",4,70704204,70705230,1027,1,"22902","ENST00000514898.1",0
"chr9",34545835,34561128,15294,"*",-1.05443416542565,1.55093586887245e-07,1.06289412098231e-06,"3' UTR",9,34568012,34571022,3011,1,"105376023","ENST00000656721.1",-6884
"chr7",69870670,69872481,1812,"*",1.06000603428641,1.56015993741035e-07,1.06770166619307e-06,"Intron (ENST00000644939.1/26053, intron 1 of 18)",7,69899286,70134571,235286,1,"26053","ENST00000656998.1",-26805
"chr4",75843748,75845912,2165,"*",1.17695296103482,1.57112739020089e-07,1.07360729859295e-06,"Distal Intergenic",4,75822966,75838389,15424,1,"105377284","ENST00000660196.1",20782
"chr11",12723384,12725138,1755,"*",1.20167974488236,1.57151284747703e-07,1.07360729859295e-06,"Intron (ENST00000527636.7/7003, intron 2 of 12)",11,12675503,12939065,263563,1,"7003","ENST00000527575.6",47881
"chr2",223759769,223761659,1891,"*",1.15599740818698,1.57361462107973e-07,1.07462703883202e-06,"Intron (ENST00000699384.1/130340, intron 5 of 10)",2,223757277,223770515,13239,2,"130340","ENST00000699388.1",8856
"chr5",1398921,1418448,19528,"*",-1.00297651118366,1.58592142427521e-07,1.08200357507326e-06,"Promoter (<=1kb)",5,1394029,1401307,7279,2,"6531","ENST00000512002.2",0
"chr9",36100748,36103576,2829,"*",1.12266253742651,1.58718003748421e-07,1.08200357507326e-06,"Exon (ENST00000377966.4/8434, exon 12 of 21)",9,36136536,36163913,27378,1,"152007","ENST00000396613.7",-32960
"chr1",897255,908496,11242,"*",-1.04514312236637,1.58721467899848e-07,1.08200357507326e-06,"Promoter (2-3kb)",1,911435,914948,3514,1,"284600","ENST00000448179.1",-2939
"chr21",44885712,44921689,35978,"*",-1.13084702955995,1.60108269892104e-07,1.08962967307757e-06,"Promoter (<=1kb)",21,44921051,44929678,8628,1,"100505746","ENST00000441379.5",0
"chr8",143924284,143959751,35468,"*",-1.20707013146483,1.6015363832476e-07,1.08962967307757e-06,"Promoter (<=1kb)",8,143915153,143939597,24445,2,"5339","ENST00000345136.8",0
"chr8",141678367,141687603,9237,"*",-1.00136053891334,1.60980590214579e-07,1.09431707124419e-06,"Distal Intergenic",8,141786242,141786313,72,2,"100302147","ENST00000408841.2",98710
"chr7",134613321,134614603,1283,"*",1.237497640116,1.61539350658018e-07,1.09695829514277e-06,"Distal Intergenic",7,134646811,134679808,32998,1,"669","ENST00000418040.5",-32208
"chr6",113630850,113633091,2242,"*",1.15229983241549,1.63675844672944e-07,1.1091290238563e-06,"Promoter (<=1kb)",6,113622960,113632547,9588,2,"101927686","ENST00000654213.1",0
"chr8",117909919,117911725,1807,"*",1.02576946185167,1.63997821277405e-07,1.11053235683225e-06,"Intron (ENST00000378204.7/2131, intron 1 of 10)",8,117799587,117806902,7316,2,"2131","ENST00000684443.1",-103017
"chr8",143206766,143242171,35406,"*",-1.093005981071,1.64545785320322e-07,1.11268403903385e-06,"Promoter (<=1kb)",8,143213218,143217170,3953,1,"338328","ENST00000622500.2",0
"chr14",100686936,100695596,8661,"*",-1.05046441147949,1.68667861938356e-07,1.13896464367944e-06,"Exon (ENST00000687064.1/105370668, exon 2 of 2)",14,100683803,100689109,5307,1,"105370668","ENST00000701818.1",3133
"chr17",63404217,63407370,3154,"*",1.0013866341622,1.69235430941297e-07,1.14239824943719e-06,"Exon (ENST00000689528.1/26115, exon 20 of 28)",17,63413171,63415585,2415,1,"26115","ENST00000579541.1",-5801
"chr9",94096194,94100381,4188,"*",1.05197915539038,1.693080719505e-07,1.14248968761571e-06,"Promoter (<=1kb)",9,94100087,94107912,7826,1,"138639","ENST00000467049.1",0
"chr19",571009,620736,49728,"*",-1.1141692196447,1.69690384143342e-07,1.14387175615175e-06,"Promoter (<=1kb)",19,562360,571728,9369,2,"105372233","ENST00000690830.1",0
"chr15",71279093,71281376,2284,"*",1.11149545571336,1.70057285022647e-07,1.14567251096452e-06,"Intron (ENST00000355327.7/79875, intron 6 of 17)",15,71332120,71352460,20341,1,"79875","ENST00000648513.1",-50744
"chr4",3491363,3504164,12802,"*",-1.07954967168601,1.70076041300789e-07,1.14567251096452e-06,"5' UTR",4,3485349,3492885,7537,1,"285489","ENST00000513995.1",6014
"chr6",134288304,134289547,1244,"*",1.54308157251174,1.70433663669478e-07,1.14768165089586e-06,"Intron (ENST00000367858.10/6446, intron 1 of 13)",6,134214954,134262059,47106,2,"107986646","ENST00000460769.1",-26245
"chr1",87794826,87795940,1115,"*",1.28717525342189,1.70893555951288e-07,1.14997741636138e-06,"Intron (ENST00000642677.1/107985518, intron 2 of 6)",1,87899456,87905714,6259,2,"107985519","ENST00000437598.2",109774
"chr16",2959208,2978218,19011,"*",-1.00928823584942,1.71353912455774e-07,1.15183191702345e-06,"Promoter (<=1kb)",16,2969270,2973482,4213,1,"124222","ENST00000293978.12",0
"chr6",112218435,112219814,1380,"*",1.54515387087579,1.71951037185619e-07,1.15388038941672e-06,"Promoter (1-2kb)",6,112191719,112216754,25036,2,"3910","ENST00000524032.5",-1681
"chr16",2453025,2485629,32605,"*",-1.08241267014095,1.72893171573998e-07,1.15980002985431e-06,"Promoter (<=1kb)",16,2463967,2464038,72,1,"102465460","ENST00000610734.1",0
"chr12",75705896,75707313,1418,"*",1.54213323636931,1.73493046528014e-07,1.16330060753536e-06,"Intron (ENST00000552856.1/105369844, intron 2 of 4)",12,75694010,75698816,4807,2,"105369844","ENST00000548702.1",-7080
"chr10",50603458,50605844,2387,"*",1.03957504907078,1.76891957117685e-07,1.18252151001252e-06,"Intron (ENST00000429490.5/259230, intron 1 of 9)",10,50305600,50623956,318357,2,"259230","ENST00000361781.7",18112
"chr4",78644834,78646893,2060,"*",1.25608229297325,1.77264443810686e-07,1.18460196757414e-06,"Promoter (<=1kb)",4,78645870,78664974,19105,1,"100505702","ENST00000503259.6",0
"chr5",110478165,110479284,1120,"*",1.72200776558375,1.77769270728243e-07,1.18716669007043e-06,"Intron (ENST00000508571.6/642987, intron 5 of 5)",5,110513829,110513915,87,2,"100302159","ENST00000408509.1",34631
"chr2",36357149,36358744,1596,"*",1.20453960933881,1.80395448943781e-07,1.20303042926186e-06,"Promoter (<=1kb)",2,36356471,36378903,22433,1,"51232","ENST00000428774.1",678
"chr11",67403198,67425951,22754,"*",-1.12486089985926,1.81142432281615e-07,1.20717912557755e-06,"Promoter (<=1kb)",11,67403915,67410089,6175,1,"374403","ENST00000526387.5",0
"chr10",89171777,89174155,2379,"*",1.33557414596354,1.8215148102633e-07,1.21306737260835e-06,"Distal Intergenic",10,89205629,89207317,1689,2,"9023","ENST00000371852.4",33162
"chr1",235328154,235329718,1565,"*",1.17835797281582,1.82269998002412e-07,1.21343866094374e-06,"Promoter (<=1kb)",1,235166895,235328219,161325,2,"51742","ENST00000349213.7",0
"chr5",89457242,89458622,1381,"*",1.22807629876544,1.82544615037739e-07,1.21443050327757e-06,"Intron (ENST00000514092.5/101929423, intron 5 of 6)",5,89418807,89466398,47592,1,"101929423","ENST00000508742.1",38435
"chr8",89724824,89726984,2161,"*",1.34683493708037,1.83068366073295e-07,1.2174959481579e-06,"Promoter (<=1kb)",8,89721337,89725611,4275,2,"101929709","ENST00000669938.1",0
"chr2",240985836,241004003,18168,"*",-1.062666255361,1.8590739504675e-07,1.23425400701882e-06,"Promoter (<=1kb)",2,240998618,241095568,96951,1,"25992","ENST00000310397.13",0
"chr8",89611094,89614047,2954,"*",1.11152123559344,1.87247108190381e-07,1.24186907123315e-06,"Exon (ENST00000685145.1/101929709, exon 8 of 9)",8,89616929,89620875,3947,2,"112268015","ENST00000520306.1",6828
"chr8",80366903,80368243,1341,"*",1.14364665044499,1.88379023101469e-07,1.24851959328786e-06,"Intron (ENST00000656157.1/ENST00000656157.1, intron 2 of 3)",8,80485619,80519804,34186,1,"65986","ENST00000379091.8",-117376
"chr17",74943294,74966111,22818,"*",-1.04845175371335,1.88877530264891e-07,1.2513945485302e-06,"Promoter (<=1kb)",17,74950743,74954972,4230,2,"283987","ENST00000532395.5",0
"chr1",16974969,16992539,17571,"*",-1.0457171798971,1.89930132914736e-07,1.25750659576733e-06,"Promoter (<=1kb)",1,16976302,16977792,1491,1,"105376806","ENST00000654887.1",0
"chr1",111563562,111566489,2928,"*",1.05194588915345,1.92612993503316e-07,1.27352496696293e-06,"Promoter (<=1kb)",1,111483348,111563962,80615,2,"57413","ENST00000369717.8",0
"chr5",127940892,127942778,1887,"*",1.2591145327302,1.93058917545566e-07,1.27603694116528e-06,"3' UTR",5,127935243,127941507,6265,1,"728586","ENST00000513708.1",5649
"chr7",151030678,151072206,41529,"*",-1.06329054931966,1.93641051197862e-07,1.27944717799326e-06,"Promoter (<=1kb)",7,151053815,151057897,4083,2,"1020","ENST00000485972.6",0
"chr22",50243949,50285029,41081,"*",-1.15614090798597,1.94907717276835e-07,1.28561954899797e-06,"Promoter (<=1kb)",22,50274979,50278840,3862,2,"23654","ENST00000479818.5",0
"chr19",13206740,13216418,9679,"*",-1.02252886042521,1.95348747667096e-07,1.288089133236e-06,"Promoter (<=1kb)",19,13213868,13214551,684,2,"773","ENST00000638114.1",0
"chr9",4333990,4336542,2553,"*",1.05018024881301,1.96153208864259e-07,1.29295260380932e-06,"Intron (ENST00000471664.1/169792, intron 2 of 4)",9,4285539,4348392,62854,2,"169792","ENST00000471664.1",11850
"chr6",125148576,125150202,1627,"*",1.21840081592433,1.96736435268672e-07,1.29591328894352e-06,"Intron (ENST00000534368.5/7164, intron 1 of 3)",6,125153649,125263497,109849,1,"7164","ENST00000304877.17",-3447
"chr18",8729071,8731026,1956,"*",1.06637229275854,1.9919051392034e-07,1.31107590668192e-06,"Intron (ENST00000306329.16/23255, intron 3 of 14)",18,8717759,8718592,834,1,"23255","ENST00000523122.1",11312
"chr22",19868626,19894243,25618,"*",-1.01863427925384,1.99241763504448e-07,1.31107590668192e-06,"Promoter (<=1kb)",22,19875522,19881369,5848,2,"10587","ENST00000462330.5",0
"chr1",117928542,117931801,3260,"*",1.06452795026748,1.99367883820845e-07,1.3114594412754e-06,"Promoter (<=1kb)",1,117929720,117941788,12069,1,"10885","ENST00000369441.7",0
"chr5",93191694,93193754,2061,"*",1.42333126196417,2.01172467393971e-07,1.322664242889e-06,"Distal Intergenic",5,93409838,93422335,12498,2,"441094","ENST00000606188.2",228581
"chr1",241608302,241609942,1641,"*",1.35999064898292,2.01208065915096e-07,1.322664242889e-06,"Intron (ENST00000366554.3/23596, intron 1 of 3)",1,241597763,241601178,3416,2,"23596","ENST00000635737.1",-7124
"chr22",35891759,35893391,1633,"*",1.39575984258911,2.02895678604375e-07,1.33246741685856e-06,"Intron (ENST00000438146.7/23543, intron 2 of 13)",22,35743983,35938897,194915,2,"23543","ENST00000359369.8",45506
"chr5",9046102,9048742,2641,"*",1.02354343831293,2.04840847258666e-07,1.34380322363481e-06,"Intron (ENST00000382496.10/9037, intron 21 of 22)",5,9053816,9053895,80,2,"100616326","ENST00000582271.1",5153
"chr22",45876164,45894135,17972,"*",-1.04338453550684,2.05166354366273e-07,1.34548206545561e-06,"Promoter (<=1kb)",22,45875999,45887748,11750,2,"107985535","ENST00000451118.1",0
"chr8",141504395,141550414,46020,"*",-1.01212752393859,2.06881001338155e-07,1.35580691487137e-06,"Promoter (<=1kb)",8,141514638,141518737,4100,1,"122455339","ENST00000427937.1",0
"chr11",86150306,86153059,2754,"*",1.00615309435369,2.08586065185332e-07,1.3653967768872e-06,"Distal Intergenic",11,86192787,86193482,696,2,"107984426","ENST00000530126.1",40423
"chr1",3448746,3474971,26226,"*",-1.10072920606793,2.0870519213437e-07,1.36544753960534e-06,"Promoter (<=1kb)",1,3454665,3481113,26449,1,"27237","ENST00000378378.9",0
"chr5",169706638,169708081,1444,"*",1.13459402266434,2.11992534050481e-07,1.38299101184679e-06,"Promoter (2-3kb)",5,169703949,170083379,379431,1,"1794","ENST00000523351.6",2689
"chr20",36540609,36551416,10808,"*",-1.01523159837133,2.12030484617695e-07,1.38299101184679e-06,"Promoter (<=1kb)",20,36541497,36549825,8329,1,"10398","ENST00000346786.2",0
"chr13",50587845,50590379,2535,"*",1.00585009391525,2.12333408488748e-07,1.38449975929611e-06,"Exon (ENST00000479420.5/10301, exon 5 of 6)",13,50520933,50527449,6517,2,"103689915","ENST00000428276.1",-60396
"chr14",96754345,96755929,1585,"*",-1.31854532731131,2.13230088173649e-07,1.38987771229304e-06,"Exon (ENST00000654725.1/ENST00000654725.1, exon 1 of 2)",14,96741191,96790613,49423,1,"105370646","ENST00000556669.1",13154
"chr5",141520762,141523346,2585,"*",1.03140364104868,2.15359196072558e-07,1.40280974988907e-06,"Promoter (1-2kb)",5,141515055,141524510,9456,2,"1729","ENST00000448451.6",1164
"chr11",719009,729801,10793,"*",-1.10274862635364,2.18252816556079e-07,1.42070090992548e-06,"Promoter (<=1kb)",11,720606,722584,1979,1,"64787","ENST00000524474.5",0
"chr14",37122158,37123580,1423,"*",1.39182612948131,2.1910035816483e-07,1.42525815087505e-06,"Intron (ENST00000331299.6/89874, intron 1 of 9)",14,37171888,37173811,1924,1,"100129794","ENST00000556667.1",-48308
"chr7",1416267,1435918,19652,"*",-1.09534545568502,2.19746340306891e-07,1.42897948104713e-06,"Promoter (1-2kb)",7,1428465,1437611,9147,2,"79778","ENST00000493998.1",1693
"chr12",79983375,79984745,1371,"*",1.24039352444116,2.20684639862305e-07,1.43411635040603e-06,"Distal Intergenic",12,79774406,79935460,161055,2,"4659","ENST00000437004.6",-47915
"chr2",38091174,38093955,2782,"*",1.01712874048225,2.20985268147271e-07,1.4355874291301e-06,"Intron (ENST00000628232.2/285154, intron 3 of 5)",2,38098580,38131576,32997,1,"285154","ENST00000427168.6",-4625
"chr6",42226158,42227835,1678,"*",1.14477441763622,2.22534723885532e-07,1.44419732020107e-06,"3' UTR",6,42206807,42217861,11055,2,"55173","ENST00000053468.4",-8297
"chr18",22694318,22696568,2251,"*",1.21694201224851,2.25861279957839e-07,1.46283957300667e-06,"Distal Intergenic",18,22723503,22731565,8063,2,"101927571","ENST00000581177.1",34997
"chr22",19706847,19722286,15440,"*",-1.12911111944942,2.26454374549272e-07,1.46618969295415e-06,"Promoter (<=1kb)",22,19717220,19724216,6997,1,"100526833","ENST00000455843.5",0
"chr7",116614763,116617094,2332,"*",1.14826625564863,2.27027484382918e-07,1.46842501022916e-06,"Promoter (<=1kb)",7,116573485,116614820,41336,2,"100996266","ENST00000458082.1",0
"chr17",81397649,81424873,27225,"*",-1.1806695183749,2.27165564370866e-07,1.46882670768627e-06,"Promoter (<=1kb)",17,81400716,81400778,63,2,"100616294","ENST00000584184.1",0
"chr9",137038805,137059257,20453,"*",-1.14666604357364,2.27365860967456e-07,1.46963028755728e-06,"Promoter (<=1kb)",9,137052662,137053375,714,1,"105376327","ENST00000439076.2",0
"chr11",781807,806689,24883,"*",-1.08804340574658,2.29158920436911e-07,1.48072506978837e-06,"Promoter (<=1kb)",11,797511,799190,1680,1,"101927423","ENST00000678030.1",0
"chr14",55446226,55448780,2555,"*",1.0699366077807,2.33191645586404e-07,1.50276469470731e-06,"Intron (ENST00000556755.1/387332, intron 1 of 3)",14,55414210,55440616,26407,2,"387332","ENST00000247219.6",-5610
"chr2",150643659,150645787,2129,"*",1.29364443578845,2.33381107205033e-07,1.50348448703596e-06,"Distal Intergenic",2,150631181,150634787,3607,1,"101929282","ENST00000653799.1",12478
"chr14",55698305,55700586,2282,"*",1.22536084383481,2.33595673346454e-07,1.50436547395303e-06,"Intron (ENST00000554294.1/3895, intron 4 of 4)",14,55679663,55684253,4591,1,"3895","ENST00000553710.1",18642
"chr6",150813343,150815436,2094,"*",1.15925897850999,2.34707765168985e-07,1.50901404190622e-06,"Intron (ENST00000696526.1/57480, intron 11 of 16)",6,150768686,150842056,73371,1,"57480","ENST00000475490.1",44657
"chr5",172983419,172986178,2760,"*",1.01619464072758,2.3602251867641e-07,1.5169625510542e-06,"Promoter (<=1kb)",5,172983771,173035445,51675,1,"8992","ENST00000519374.6",0
"chr17",76517200,76552049,34850,"*",-1.00880057837076,2.36165200477317e-07,1.51737514816483e-06,"Promoter (<=1kb)",17,76527356,76537709,10354,2,"114757","ENST00000293230.10",0
"chr13",20882302,20883437,1136,"*",1.22128348319511,2.36887138738165e-07,1.52100267460144e-06,"Intron (ENST00000255305.11/64328, intron 1 of 22)",13,20777329,20902746,125418,2,"64328","ENST00000255305.11",19309
"chr6",55868779,55869979,1201,"*",1.2276226583432,2.37417100816804e-07,1.52389933933973e-06,"Intron (ENST00000370830.4/653, intron 1 of 6)",6,55753653,55875590,121938,2,"653","ENST00000370830.4",5611
"chr1",183234133,183235788,1656,"*",1.13818867713241,2.37532832605324e-07,1.52413616088906e-06,"Exon (ENST00000493293.5/3918, exon 15 of 22)",1,183239501,183240379,879,1,"3918","ENST00000461729.1",-3713
"chr6",138592878,138594177,1300,"*",1.35223615939733,2.38047156211709e-07,1.52657410850429e-06,"Intron (ENST00000491526.6/57224, intron 1 of 3)",6,138422043,138572540,150498,2,"57224","ENST00000427025.6",-20338
"chr15",32855105,32857116,2012,"*",1.43625972696084,2.38070704864245e-07,1.52657410850429e-06,"Exon (ENST00000616417.5/342184, exon 17 of 21)",15,32774323,32860837,86515,2,"342184","ENST00000558882.1",3721
"chr2",160396825,160398419,1595,"*",1.17389538290773,2.38453272458438e-07,1.52852026407128e-06,"Intron (ENST00000474820.5/5937, intron 2 of 15)",2,160407810,160407882,73,2,"100616364","ENST00000585005.1",9463
"chr10",22604712,22608543,3832,"*",1.01023543066767,2.40856529590808e-07,1.54341375093772e-06,"Promoter (1-2kb)",10,22567537,22609717,42181,2,"5305","ENST00000422321.5",1174
